"cas"	"cluster"
"1835"	"2664-60-0"	63
"1836"	"789-02-6"	63
"1837"	"3194-55-6"	63
"1838"	"76-44-8"	63
"1839"	"103112-35-2"	63
"1840"	"15233-47-3"	63
"1841"	"53-19-0"	63
"1842"	"120-32-1"	63
"1843"	"2687-96-9"	63
"1844"	"100-29-8"	63
"1845"	"29091-05-2"	63
"1846"	"599-64-4"	63
"1847"	"309-00-2"	63
"1848"	"510-15-6"	63
"1849"	"115-29-7"	63
"1850"	"1219-38-1"	63
"1851"	"169590-42-5"	63
"1852"	"115-32-2"	63
"1853"	"80-06-8"	63
"1854"	"173584-44-6"	63
"1855"	"154598-52-4"	63
"1856"	"50-29-3"	63
"1857"	"28434-00-6"	63
"1858"	"2642-82-2"	63
"1859"	"1024-57-3"	63
"1860"	"54239-37-1"	64
"1861"	"72332-33-3"	64
"1862"	"94749-08-3"	64
"1863"	"101975-10-4"	64
"1864"	"60-92-4"	64
"1865"	"54240-36-7"	64
"1866"	"51-30-9"	64
"1867"	"7683-59-2"	64
"1868"	"134865-33-1"	64
"1869"	"5874-97-5"	64
"1870"	"1944-12-3"	64
"1871"	"78416-81-6"	64
"1872"	"18559-94-9"	64
"1873"	"66575-29-9"	64
"1874"	"32266-10-7"	64
"1875"	"99-45-6"	64
"1876"	"51-41-2"	64
"1877"	"69815-49-2"	64
"1878"	"37148-27-9"	64
"1879"	"51-42-3"	64
"1880"	"51-43-4"	64
"1881"	"68550-75-4"	64
"1882"	"363-24-6"	64
"1883"	"61-25-6"	64
"1884"	"23031-32-5"	64
"1885"	"59939-16-1"	64
"1886"	"985-13-7"	64
"1887"	"1330-78-5"	65
"1888"	"156-06-9"	65
"1889"	"1241-94-7"	65
"1890"	"58579-51-4"	65
"1891"	"1715-40-8"	65
"1892"	"72-20-8"	65
"1893"	"84-62-8"	65
"1894"	"135046-48-9"	65
"1895"	"81-84-5"	65
"1896"	"564-20-5"	65
"1897"	"2449-05-0"	65
"1898"	"101001-34-7"	65
"1899"	"26399-36-0"	65
"1900"	"3147-75-9"	65
"1901"	"58-89-9"	65
"1902"	"60125-24-8"	65
"1903"	"1504-74-1"	65
"1904"	"70-11-1"	65
"1905"	"71868-10-5"	65
"1906"	"33245-39-5"	65
"1907"	"2303-17-5"	65
"1908"	"620-40-6"	65
"1909"	"86780-90-7"	65
"1910"	"33820-53-0"	65
"1911"	"3322-93-8"	65
"1912"	"55283-68-6"	65
"1913"	"85-98-3"	65
"1914"	"465-73-6"	65
"1915"	"2765-97-1"	65
"1916"	"36443-68-2"	65
"1917"	"59-96-1"	65
"1918"	"85532-75-8"	65
"1919"	"73963-72-1"	65
"1920"	"114856-44-9"	65
"1921"	"1861-40-1"	65
"1922"	"2303-16-4"	65
"1923"	"116-66-5"	65
"1924"	"4726-14-1"	65
"1925"	"62658-63-3"	65
"1926"	"56425-91-3"	65
"1927"	"122-82-7"	65
"1928"	"81-14-1"	65
"1929"	"83164-33-4"	65
"1930"	"16662-46-7"	65
"1931"	"80-15-9"	65
"1932"	"26780-96-1"	65
"1933"	"1582-09-8"	65
"1934"	"17980-47-1"	66
"1935"	"118-79-6"	66
"1936"	"157810-81-6"	66
"1937"	"4151-50-2"	66
"1938"	"443-72-1"	66
"1939"	"203313-25-1"	66
"1940"	"2327-02-8"	66
"1941"	"41317-15-1"	66
"1942"	"122-78-1"	66
"1943"	"301-02-0"	66
"1944"	"283594-90-1"	66
"1945"	"120-83-2"	66
"1946"	"78473-71-9"	66
"1947"	"55512-33-9"	66
"1948"	"645-56-7"	66
"1949"	"88-06-2"	66
"1950"	"90-43-7"	66
"1951"	"59804-37-4"	66
"1952"	"58-46-8"	66
"1953"	"96-62-8"	66
"1954"	"121-00-6"	66
"1955"	"25013-16-5"	66
"1956"	"86-29-3"	66
"1957"	"52298-44-9"	66
"1958"	"41424-36-6"	66
"1959"	"1492-02-0"	66
"1960"	"68610-51-5"	66
"1961"	"NOCAS_49521"	66
"1962"	"NOCAS_49530"	66
"1963"	"88-04-0"	66
"1964"	"80-10-4"	66
"1965"	"89-63-4"	66
"1966"	"2675-77-6"	66
"1967"	"16543-10-5"	66
"1968"	"2295-58-1"	66
"1969"	"89-25-8"	66
"1970"	"2227-13-6"	66
"1971"	"36322-90-4"	66
"1972"	"719-22-2"	66
"1973"	"1570-64-5"	66
"1974"	"554-84-7"	66
"1975"	"80-54-6"	66
"1976"	"261947-38-0"	66
"1977"	"576-24-9"	66
"1978"	"141-86-6"	66
"1979"	"50-33-9"	66
"1980"	"933-75-5"	66
"1981"	"71125-38-7"	66
"1982"	"349495-42-7"	67
"1983"	"97-54-1"	67
"1984"	"94-09-7"	67
"1985"	"137-17-7"	67
"1986"	"1205-17-0"	67
"1987"	"103-49-1"	67
"1988"	"102-50-1"	67
"1989"	"50438-75-0"	67
"1990"	"591-27-5"	67
"1991"	"95-69-2"	67
"1992"	"21436-96-4"	67
"1993"	"73-31-4"	67
"1994"	"99-55-8"	67
"1995"	"74341-83-6"	67
"1996"	"119-32-4"	67
"1997"	"85-70-1"	67
"1998"	"2469-55-8"	67
"1999"	"2694-54-4"	67
"2000"	"621-07-8"	67
"2001"	"1937-19-5"	67
"2002"	"117-99-7"	67
"2003"	"93-47-0"	67
"2004"	"210826-40-7"	67
"2005"	"109-16-0"	67
"2006"	"1071-93-8"	67
"2007"	"7296-30-2"	67
"2008"	"10402-33-2"	67
"2009"	"3077-12-1"	67
"2010"	"68609-96-1"	67
"2011"	"91-88-3"	67
"2012"	"92-15-9"	67
"2013"	"481-40-3"	67
"2014"	"540-84-1"	67
"2015"	"99-59-2"	67
"2016"	"142-04-1"	67
"2017"	"6375-27-5"	67
"2018"	"10034-93-2"	67
"2019"	"302-15-8"	67
"2020"	"96-96-8"	67
"2021"	"23564-05-8"	67
"2022"	"73-22-3"	67
"2023"	"54-12-6"	67
"2024"	"28804-88-8"	67
"2025"	"54-85-3"	67
"2026"	"106-47-8"	67
"2027"	"25168-26-7"	67
"2028"	"499-75-2"	67
"2029"	"2444-46-4"	67
"2030"	"95-74-9"	67
"2031"	"5331-43-1"	67
"2032"	"106-49-0"	67
"2033"	"95-76-1"	67
"2034"	"613-50-3"	67
"2035"	"7493-63-2"	67
"2036"	"2760-98-7"	67
"2037"	"82586-52-5"	67
"2038"	"95-78-3"	67
"2039"	"120-71-8"	67
"2040"	"108-45-2"	67
"2041"	"83834-59-7"	67
"2042"	"95-13-6"	67
"2043"	"494-90-6"	67
"2044"	"610-66-2"	67
"2045"	"608-25-3"	67
"2046"	"60207-31-0"	68
"2047"	"13466-78-9"	68
"2048"	"9005-67-8"	68
"2049"	"33228-44-3"	68
"2050"	"4822-44-0"	68
"2051"	"25620-58-0"	68
"2052"	"84-76-4"	68
"2053"	"389574-19-0"	68
"2054"	"23930-19-0"	68
"2055"	"3790-78-1"	68
"2056"	"19248-13-6"	68
"2057"	"14970-87-7"	68
"2058"	"79467-22-4"	68
"2059"	"27554-26-3"	68
"2060"	"33007-83-9"	68
"2061"	"87546-18-7"	68
"2062"	"616-86-4"	68
"2063"	"141-25-3"	68
"2064"	"7575-23-7"	68
"2065"	"124-22-1"	68
"2066"	"82586-55-8"	68
"2067"	"79-69-6"	68
"2068"	"13372-77-5"	68
"2069"	"126-86-3"	68
"2070"	"16251-77-7"	68
"2071"	"8014-17-3"	68
"2072"	"8007-70-3"	68
"2073"	"61791-12-6"	68
"2074"	"8001-79-4"	68
"2075"	"99-83-2"	68
"2076"	"17252-51-6"	68
"2077"	"31906-04-4"	68
"2078"	"23950-58-5"	68
"2079"	"1918-11-2"	68
"2080"	"161050-58-4"	68
"2081"	"76738-62-0"	68
"2082"	"26644-46-2"	68
"2083"	"18031-40-8"	68
"2084"	"25550-98-5"	68
"2085"	"90-41-5"	68
"2086"	"94361-06-5"	68
"2087"	"29461-14-1"	68
"2088"	"472-66-2"	68
"2089"	"1335-46-2"	68
"2090"	"79-81-2"	68
"2091"	"14368-24-2"	68
"2092"	"583-39-1"	68
"2093"	"117718-60-2"	68
"2094"	"59756-60-4"	68
"2095"	"219790-72-4"	68
"2096"	"4128-17-0"	68
"2097"	"2094-99-7"	68
"2098"	"101828-21-1"	69
"2099"	"142-92-7"	69
"2100"	"2592-95-2"	69
"2101"	"55814-41-0"	69
"2102"	"15676-16-1"	69
"2103"	"99-30-9"	69
"2104"	"1469-48-3"	69
"2105"	"1135-66-6"	69
"2106"	"2445-77-4"	69
"2107"	"15307-79-6"	69
"2108"	"91161-71-6"	69
"2109"	"66455-29-6"	69
"2110"	"80226-00-2"	69
"2111"	"50471-44-8"	69
"2112"	"69806-34-4"	69
"2113"	"598-55-0"	69
"2114"	"15901-40-3"	69
"2115"	"42399-41-7"	69
"2116"	"4345-03-3"	69
"2117"	"929-59-9"	69
"2118"	"14933-08-5"	69
"2119"	"4246-51-9"	69
"2120"	"95-45-4"	69
"2121"	"120-18-3"	69
"2122"	"699-12-7"	69
"2123"	"6378-25-2"	69
"2124"	"2438-72-4"	69
"2125"	"23110-15-8"	69
"2126"	"4221-98-1"	69
"2127"	"553-17-3"	69
"2128"	"26896-48-0"	69
"2129"	"143-15-7"	69
"2130"	"335-76-2"	69
"2131"	"36505-84-7"	69
"2132"	"68631-49-2"	69
"2133"	"335-67-1"	69
"2134"	"87-24-1"	69
"2135"	"6789-88-4"	69
"2136"	"375-95-1"	69
"2137"	"534-13-4"	69
"2138"	"88-27-7"	69
"2139"	"1434-54-4"	69
"2140"	"3445-11-2"	69
"2141"	"83435-67-0"	69
"2142"	"92-51-3"	69
"2143"	"81-15-2"	69
"2144"	"55107-14-7"	69
"2145"	"29457-72-5"	69
"2146"	"2318-25-4"	69
"2147"	"74440-81-6"	70
"2148"	"6220-15-1"	70
"2149"	"797789-00-5"	70
"2150"	"623167-81-7"	70
"2151"	"17692-39-6"	70
"2152"	"129273-38-7"	70
"2153"	"60561-17-3"	70
"2154"	"34562-31-7"	70
"2155"	"834-28-6"	70
"2156"	"43222-48-6"	70
"2157"	"78995-18-3"	70
"2158"	"382150-50-7"	70
"2159"	"263248-42-6"	70
"2160"	"460345-16-8"	70
"2161"	"85100-78-3"	70
"2162"	"171058-17-6"	70
"2163"	"304680-35-1"	70
"2164"	"178631-05-5"	70
"2165"	"244193-50-8"	70
"2166"	"101463-69-8"	70
"2167"	"131690-45-4"	70
"2168"	"15619-48-4"	70
"2169"	"58-14-0"	70
"2170"	"632-99-5"	70
"2171"	"140-64-7"	70
"2172"	"77257-42-2"	70
"2173"	"96489-71-3"	71
"2174"	"728-40-5"	71
"2175"	"NOCAS_47334"	71
"2176"	"68157-60-8"	71
"2177"	"27306-78-1"	71
"2178"	"175013-18-0"	71
"2179"	"117428-22-5"	71
"2180"	"101-20-2"	71
"2181"	"1420-07-1"	71
"2182"	"2465-27-2"	71
"2183"	"83-79-4"	71
"2184"	"9002-93-1"	71
"2185"	"433337-23-6"	71
"2186"	"244193-56-4"	71
"2187"	"412009-62-2"	71
"2188"	"188589-32-4"	71
"2189"	"171058-18-7"	71
"2190"	"362043-46-7"	71
"2191"	"161326-34-7"	71
"2192"	"178631-04-4"	71
"2193"	"75529-73-6"	71
"2194"	"1906-79-2"	71
"2195"	"141517-21-7"	71
"2196"	"992-59-6"	71
"2197"	"460092-03-9"	71
"2198"	"918-00-3"	71
"2199"	"361377-29-9"	71
"2200"	"82752-99-6"	71
"2201"	"3689-76-7"	71
"2202"	"249296-43-3"	71
"2203"	"64697-40-1"	71
"2204"	"244193-52-0"	71
"2205"	"403842-84-2"	71
"2206"	"304680-36-2"	71
"2207"	"111812-58-9"	71
"2208"	"88-30-2"	71
"2209"	"200940-23-4"	71
"2210"	"120068-37-3"	71
"2211"	"143390-89-0"	71
"2212"	"534-52-1"	71
"2213"	"26049-71-8"	72
"2214"	"312693-54-2"	72
"2215"	"81-54-9"	72
"2216"	"34487-61-1"	72
"2217"	"14233-37-5"	72
"2218"	"219947-94-1"	72
"2219"	"95-71-6"	72
"2220"	"1343-78-8"	72
"2221"	"30124-94-8"	72
"2222"	"6625-46-3"	72
"2223"	"573-58-0"	72
"2224"	"7411-49-6"	72
"2225"	"2610-11-9"	72
"2226"	"13292-46-1"	72
"2227"	"20325-40-0"	72
"2228"	"2783-94-0"	72
"2229"	"61545-99-1"	72
"2230"	"61702-44-1"	72
"2231"	"96-91-3"	72
"2232"	"633-96-5"	72
"2233"	"3734-67-6"	72
"2234"	"6459-94-5"	72
"2235"	"25956-17-6"	72
"2236"	"50-37-3"	72
"2237"	"58-00-4"	72
"2238"	"15791-78-3"	72
"2239"	"62-31-7"	72
"2240"	"989-51-5"	72
"2241"	"379-79-3"	72
"2242"	"52479-85-3"	72
"2243"	"137-09-7"	72
"2244"	"136-35-6"	73
"2245"	"1689-82-3"	73
"2246"	"24140-30-5"	73
"2247"	"87-29-6"	73
"2248"	"121552-61-2"	73
"2249"	"91-95-2"	73
"2250"	"2257-09-2"	73
"2251"	"135-88-6"	73
"2252"	"842-07-9"	73
"2253"	"6051-87-2"	73
"2254"	"97-56-3"	73
"2255"	"1083-27-8"	73
"2256"	"74-31-7"	73
"2257"	"27503-81-7"	73
"2258"	"34176-52-8"	73
"2259"	"87-17-2"	73
"2260"	"18979-55-0"	73
"2261"	"90-30-2"	73
"2262"	"3810-35-3"	73
"2263"	"6521-29-5"	73
"2264"	"1085-12-7"	73
"2265"	"96829-58-2"	74
"2266"	"70124-77-5"	74
"2267"	"104054-27-5"	74
"2268"	"102851-06-9"	74
"2269"	"69409-94-5"	74
"2270"	"263553-33-9"	74
"2271"	"4196-86-5"	74
"2272"	"66230-04-4"	74
"2273"	"51630-58-1"	74
"2274"	"52918-63-5"	74
"2275"	"58594-72-2"	74
"2276"	"94-97-3"	74
"2277"	"68359-37-5"	74
"2278"	"90038-01-0"	74
"2279"	"66456-53-9"	74
"2280"	"4802-20-4"	74
"2281"	"72-55-9"	74
"2282"	"10081-67-1"	74
"2283"	"101-68-8"	74
"2284"	"40601-76-1"	74
"2285"	"480-22-8"	74
"2286"	"478263-98-8"	74
"2287"	"91465-08-6"	74
"2288"	"68085-85-8"	74
"2289"	"638-45-9"	75
"2290"	"606143-52-6"	75
"2291"	"177785-47-6"	75
"2292"	"7681-82-5"	75
"2293"	"4292-19-7"	75
"2294"	"65039-05-6"	75
"2295"	"7601-55-0"	75
"2296"	"7492-32-2"	75
"2297"	"17376-04-4"	75
"2298"	"109732-56-1"	75
"2299"	"218151-78-1"	75
"2300"	"7681-11-0"	75
"2301"	"17874-63-4"	75
"2302"	"4282-42-2"	75
"2303"	"75-47-8"	75
"2304"	"65-29-2"	75
"2305"	"144-48-9"	75
"2306"	"5700-49-2"	75
"2307"	"52-88-0"	75
"2308"	"56511-17-2"	75
"2309"	"102-09-0"	75
"2310"	"120-72-9"	75
"2311"	"112733-06-9"	75
"2312"	"10026-13-8"	75
"2313"	"37971-78-1"	75
"2314"	"119171-18-5"	75
"2315"	"56511-19-4"	75
"2316"	"2020-25-9"	75
"2317"	"96-17-3"	76
"2318"	"306-37-6"	76
"2319"	"1703-58-8"	76
"2320"	"3068-88-0"	76
"2321"	"7775-27-1"	76
"2322"	"121-73-3"	76
"2323"	"123-92-2"	76
"2324"	"384-22-5"	76
"2325"	"115344-47-3"	76
"2326"	"62-23-7"	76
"2327"	"89-02-1"	76
"2328"	"111-21-7"	76
"2329"	"96-45-7"	76
"2330"	"2892-51-5"	76
"2331"	"78415-72-2"	76
"2332"	"95-53-4"	76
"2333"	"61-76-7"	76
"2334"	"106-37-6"	76
"2335"	"123-42-2"	76
"2336"	"93-68-5"	76
"2337"	"61-19-8"	76
"2338"	"98-07-7"	76
"2339"	"56776-01-3"	76
"2340"	"77671-31-9"	76
"2341"	"612-23-7"	77
"2342"	"81-82-3"	77
"2343"	"577-91-3"	77
"2344"	"84392-17-6"	77
"2345"	"79094-20-5"	77
"2346"	"220991-20-8"	77
"2347"	"52214-84-3"	77
"2348"	"NOCAS_47248"	77
"2349"	"6965-71-5"	77
"2350"	"109543-76-2"	77
"2351"	"89796-99-6"	77
"2352"	"74711-43-6"	77
"2353"	"81-81-2"	77
"2354"	"129-06-6"	77
"2355"	"1452-15-9"	77
"2356"	"86-87-3"	77
"2357"	"15165-79-4"	77
"2358"	"114798-26-4"	77
"2359"	"491-36-1"	77
"2360"	"145701-21-9"	77
"2361"	"85-34-7"	77
"2362"	"5836-29-3"	77
"2363"	"152-72-7"	77
"2364"	"956-03-6"	77
"2365"	"89-33-8"	77
"2366"	"94-74-6"	77
"2367"	"723-62-6"	77
"2368"	"83-05-6"	77
"2369"	"111-42-2"	77
"2370"	"93-72-1"	77
"2371"	"88-82-4"	77
"2372"	"135-77-3"	78
"2373"	"91503-79-6"	78
"2374"	"16118-49-3"	78
"2375"	"838-85-7"	78
"2376"	"702-23-8"	78
"2377"	"103-03-7"	78
"2378"	"20665-85-4"	78
"2379"	"72178-02-0"	78
"2380"	"101-11-1"	78
"2381"	"118-88-7"	78
"2382"	"18829-56-6"	78
"2383"	"320-72-9"	78
"2384"	"314-40-9"	78
"2385"	"57-41-0"	78
"2386"	"630-93-3"	78
"2387"	"544-76-3"	78
"2388"	"589-68-4"	78
"2389"	"25803-14-9"	78
"2390"	"954-21-2"	78
"2391"	"123-25-1"	78
"2392"	"77-93-0"	78
"2393"	"841-73-6"	78
"2394"	"62571-86-2"	78
"2395"	"84087-01-4"	78
"2396"	"25638-17-9"	78
"2397"	"693-07-2"	78
"2398"	"139-88-8"	78
"2399"	"1623-08-1"	78
"2400"	"25812-30-0"	78
"2401"	"110-33-8"	78
"2402"	"151319-34-5"	78
"2403"	"6734-80-1"	78
"2404"	"137-42-8"	78
"2405"	"67-68-5"	78
"2406"	"109293-98-3"	78
"2407"	"331623-06-4"	78
"2408"	"210631-68-8"	78
"2409"	"64-77-7"	78
"2410"	"36141-82-9"	78
"2411"	"1072-15-7"	78
"2412"	"78761-38-3"	78
"2413"	"2593-15-9"	78
"2414"	"141-19-5"	78
"2415"	"1772-25-4"	78
"2416"	"104-98-3"	78
"2417"	"88-44-8"	78
"2418"	"119-07-3"	78
"2419"	"111-62-6"	78
"2420"	"NOCAS_47292"	78
"2421"	"117-84-0"	78
"2422"	"39515-51-0"	78
"2423"	"553-26-4"	78
"2424"	"80-51-3"	78
"2425"	"91-33-8"	78
"2426"	"321746-49-0"	78
"2427"	"223436-99-5"	78
"2428"	"223437-05-6"	78
"2429"	"216299-72-8"	78
"2430"	"792188-85-3"	78
"2431"	"169051-76-7"	78
"2432"	"174899-90-2"	78
"2433"	"608140-12-1"	78
"2434"	"59-40-5"	78
"2435"	"127-39-9"	78
"2436"	"41340-25-4"	78
"2437"	"106-43-4"	78
"2438"	"114311-32-9"	78
"2439"	"1338-43-8"	78
"2440"	"104-61-0"	78
"2441"	"105-54-4"	78
"2442"	"105816-04-4"	78
"2443"	"112-45-8"	78
"2444"	"33509-43-2"	78
"2445"	"536-60-7"	78
"2446"	"122836-35-5"	78
"2447"	"55635-13-7"	78
"2448"	"26896-20-8"	78
"2449"	"27253-33-4"	78
"2450"	"108-42-9"	78
"2451"	"307-24-4"	78
"2452"	"141-92-4"	78
"2453"	"119515-38-7"	78
"2454"	"947-19-3"	78
"2455"	"1843-05-6"	78
"2456"	"526-08-9"	78
"2457"	"141-04-8"	78
"2458"	"664-95-9"	78
"2459"	"2917-73-9"	78
"2460"	"94-20-2"	78
"2461"	"95266-40-3"	78
"2462"	"141-23-1"	78
"2463"	"98967-40-9"	78
"2464"	"41395-83-9"	78
"2465"	"219714-96-2"	78
"2466"	"86-30-6"	78
"2467"	"91082-17-6"	78
"2468"	"3709-43-1"	78
"2469"	"110-21-4"	78
"2470"	"142-31-4"	78
"2471"	"144-82-1"	78
"2472"	"3260-85-3"	78
"2473"	"968-81-0"	78
"2474"	"88-51-7"	78
"2475"	"88-53-9"	78
"2476"	"25498-49-1"	78
"2477"	"77-89-4"	78
"2478"	"93-65-2"	78
"2479"	"207569-02-6"	78
"2480"	"1038-59-1"	78
"2481"	"2425-77-6"	78
"2482"	"41575-94-4"	78
"2483"	"13412-64-1"	78
"2484"	"1476-53-5"	78
"2485"	"75359-31-8"	78
"2486"	"100-85-6"	78
"2487"	"121-47-1"	78
"2488"	"79538-32-2"	78
"2489"	"29094-61-9"	78
"2490"	"25057-89-0"	78
"2491"	"1986-47-6"	79
"2492"	"89-40-7"	79
"2493"	"51481-61-9"	79
"2494"	"148016-81-3"	79
"2495"	"137234-62-9"	79
"2496"	"682-09-7"	79
"2497"	"1508-75-4"	79
"2498"	"117-81-7"	79
"2499"	"607-91-0"	79
"2500"	"102676-31-3"	79
"2501"	"3027-21-2"	79
"2502"	"76894-77-4"	79
"2503"	"24310-41-6"	79
"2504"	"7351-61-3"	79
"2505"	"5344-27-4"	79
"2506"	"31375-17-4"	79
"2507"	"1477-55-0"	79
"2508"	"NOCAS_47346"	79
"2509"	"35944-74-2"	79
"2510"	"2761-24-2"	79
"2511"	"65894-82-8"	79
"2512"	"111-71-7"	79
"2513"	"91648-24-7"	79
"2514"	"18127-01-0"	79
"2515"	"162881-26-7"	79
"2516"	"97-36-9"	79
"2517"	"3979-76-8"	79
"2518"	"112809-51-5"	79
"2519"	"12771-68-5"	79
"2520"	"29450-45-1"	79
"2521"	"149979-41-9"	79
"2522"	"85371-64-8"	79
"2523"	"41663-84-7"	79
"2524"	"105512-06-9"	79
"2525"	"2008-58-4"	79
"2526"	"108-44-1"	79
"2527"	"122852-69-1"	79
"2528"	"76674-21-0"	79
"2529"	"115-99-1"	79
"2530"	"15622-65-8"	79
"2531"	"1025-15-6"	79
"2532"	"59719-67-4"	79
"2533"	"10339-55-6"	79
"2534"	"5089-70-3"	79
"2535"	"17689-77-9"	79
"2536"	"2094-98-6"	79
"2537"	"68298-46-4"	79
"2538"	"2016-57-1"	79
"2539"	"108-69-0"	79
"2540"	"578-54-1"	79
"2541"	"1928-47-8"	79
"2542"	"586-62-9"	79
"2543"	"51-12-7"	79
"2544"	"140923-17-7"	79
"2545"	"2696-84-6"	79
"2546"	"81110-73-8"	79
"2547"	"4501-58-0"	79
"2548"	"104-13-2"	79
"2549"	"3605-01-4"	79
"2550"	"97-61-0"	79
"2551"	"7659-86-1"	79
"2552"	"2530-87-2"	79
"2553"	"141112-29-0"	79
"2554"	"326-61-4"	79
"2555"	"72739-14-1"	79
"2556"	"131-17-9"	79
"2557"	"184653-84-7"	79
"2558"	"107-14-2"	79
"2559"	"86386-73-4"	79
"2560"	"515-69-5"	79
"2561"	"636-21-5"	79
"2562"	"25103-09-7"	79
"2563"	"141-17-3"	79
"2564"	"10049-83-9"	79
"2565"	"55418-52-5"	79
"2566"	"255714-11-5"	79
"2567"	"24356-60-3"	79
"2568"	"91-21-4"	79
"2569"	"27959-26-8"	79
"2570"	"39711-79-0"	79
"2571"	"1118-27-0"	79
"2572"	"621-33-0"	79
"2573"	"1009-93-4"	79
"2574"	"95-79-4"	79
"2575"	"147816-23-7"	79
"2576"	"25371-96-4"	79
"2577"	"2530-85-0"	79
"2578"	"NOCAS_47291"	79
"2579"	"822-36-6"	79
"2580"	"141-16-2"	79
"2581"	"38661-72-2"	79
"2582"	"120511-73-1"	79
"2583"	"105431-72-9"	79
"2584"	"22661-76-3"	79
"2585"	"111686-79-4"	79
"2586"	"13361-34-7"	79
"2587"	"439-14-5"	80
"2588"	"2778-42-9"	80
"2589"	"7696-12-0"	80
"2590"	"502-61-4"	80
"2591"	"98319-26-7"	80
"2592"	"59467-96-8"	80
"2593"	"6114-21-2"	80
"2594"	"67674-36-6"	80
"2595"	"96-37-7"	80
"2596"	"2396-68-1"	80
"2597"	"27994-11-2"	80
"2598"	"673-84-7"	80
"2599"	"139481-59-7"	80
"2600"	"1021868-76-7"	80
"2601"	"3412-76-8"	80
"2602"	"3913-81-3"	80
"2603"	"9004-96-0"	80
"2604"	"2898-13-7"	80
"2605"	"9005-07-6"	80
"2606"	"123-81-9"	80
"2607"	"4630-07-3"	80
"2608"	"35250-53-4"	80
"2609"	"603-35-0"	80
"2610"	"28588-74-1"	80
"2611"	"846-50-4"	80
"2612"	"42779-82-8"	80
"2613"	"151767-02-1"	80
"2614"	"25496-72-4"	80
"2615"	"19780-11-1"	80
"2616"	"169590-41-4"	80
"2617"	"106-40-1"	80
"2618"	"136817-59-9"	80
"2619"	"106-45-6"	80
"2620"	"25377-73-5"	80
"2621"	"21834-92-4"	80
"2622"	"272451-65-7"	80
"2623"	"557-48-2"	80
"2624"	"9002-96-4"	81
"2625"	"63968-64-9"	81
"2626"	"201530-41-8"	81
"2627"	"71626-11-4"	81
"2628"	"4602-84-0"	81
"2629"	"33956-49-9"	81
"2630"	"68373-14-8"	81
"2631"	"68-26-8"	81
"2632"	"22881-35-2"	81
"2633"	"186392-65-4"	81
"2634"	"142459-58-3"	81
"2635"	"528-29-0"	81
"2636"	"87674-68-8"	81
"2637"	"82-66-6"	81
"2638"	"1191-41-9"	81
"2639"	"25152-84-5"	81
"2640"	"NOCAS_48507"	81
"2641"	"2217-44-9"	81
"2642"	"12645-31-7"	81
"2643"	"89785-84-2"	81
"2644"	"65733-16-6"	81
"2645"	"103420-77-5"	81
"2646"	"69388-79-0"	81
"2647"	"127-47-9"	81
"2648"	"14351-66-7"	81
"2649"	"14417-88-0"	81
"2650"	"73590-58-6"	81
"2651"	"114-83-0"	81
"2652"	"83-73-8"	81
"2653"	"34256-82-1"	81
"2654"	"78-51-3"	81
"2655"	"112-63-0"	81
"2656"	"51218-45-2"	81
"2657"	"87392-12-9"	81
"2658"	"15972-60-8"	81
"2659"	"3777-69-3"	81
"2660"	"31654-77-0"	81
"2661"	"1031-07-8"	82
"2662"	"89226-75-5"	82
"2663"	"120-62-7"	82
"2664"	"444731-52-6"	82
"2665"	"85509-19-9"	82
"2666"	"174185-16-1"	82
"2667"	"109826-26-8"	82
"2668"	"21829-25-4"	82
"2669"	"101-14-4"	82
"2670"	"58186-27-9"	82
"2671"	"88-58-4"	82
"2672"	"132203-70-4"	82
"2673"	"93-83-4"	82
"2674"	"112281-77-3"	82
"2675"	"112965-21-6"	82
"2676"	"50-14-6"	82
"2677"	"41481-66-7"	82
"2678"	"1210-39-5"	82
"2679"	"17781-31-6"	82
"2680"	"320-67-2"	82
"2681"	"13680-35-8"	82
"2682"	"66063-05-6"	82
"2683"	"22260-51-1"	82
"2684"	"126-72-7"	82
"2685"	"69327-76-0"	82
"2686"	"52468-60-7"	82
"2687"	"149877-41-8"	82
"2688"	"84625-61-6"	82
"2689"	"63675-72-9"	82
"2690"	"129453-61-8"	82
"2691"	"80809-81-0"	82
"2692"	"66246-88-6"	82
"2693"	"125116-23-6"	82
"2694"	"1068967-96-3"	82
"2695"	"66-81-9"	82
"2696"	"132866-11-6"	82
"2697"	"28730-17-8"	82
"2698"	"749-02-0"	83
"2699"	"510-74-7"	83
"2700"	"125317-39-7"	83
"2701"	"64-86-8"	83
"2702"	"18556-44-0"	83
"2703"	"368832-42-2"	83
"2704"	"220127-57-1"	83
"2705"	"439687-69-1"	83
"2706"	"57-22-7"	83
"2707"	"88-85-7"	83
"2708"	"98730-04-2"	83
"2709"	"199171-88-5"	83
"2710"	"911-65-9"	83
"2711"	"143482-60-4"	83
"2712"	"NOCAS_47349"	83
"2713"	"588941-45-1"	83
"2714"	"35898-87-4"	83
"2715"	"1124-33-0"	83
"2716"	"83-26-1"	83
"2717"	"125-13-3"	83
"2718"	"518-28-5"	83
"2719"	"128-62-1"	84
"2720"	"2870-32-8"	84
"2721"	"143-74-8"	84
"2722"	"100-02-7"	84
"2723"	"112226-61-6"	84
"2724"	"67786-14-5"	84
"2725"	"121-88-0"	84
"2726"	"5131-58-8"	84
"2727"	"68555-86-2"	84
