"cas"	"cluster"
"5426"	"146939-27-7"	119
"5427"	"26095-59-0"	119
"5428"	"68606-83-7"	119
"5429"	"7553-56-2"	119
"5430"	"25155-30-0"	119
"5431"	"27323-41-7"	119
"5432"	"26264-06-2"	119
"5433"	"69669-44-9"	119
"5434"	"68584-22-5"	119
"5435"	"9004-82-4"	119
"5436"	"77-53-2"	119
"5437"	"3521-62-8"	119
"5438"	"1191-50-0"	119
"5439"	"88-60-8"	119
"5440"	"2795-39-3"	119
"5441"	"15518-87-3"	119
"5442"	"54739-18-3"	120
"5443"	"135159-51-2"	120
"5444"	"93957-54-1"	120
"5445"	"93957-55-2"	120
"5446"	"36167-63-2"	120
"5447"	"126-27-2"	120
"5448"	"86-12-4"	120
"5449"	"2695-37-6"	120
"5450"	"40796-97-2"	120
"5451"	"33228-45-4"	120
"5452"	"75330-75-5"	120
"5453"	"54556-98-8"	120
"5454"	"33089-61-1"	120
"5455"	"79902-63-9"	120
"5456"	"143201-11-0"	120
"5457"	"637-32-1"	120
"5458"	"4422-95-1"	120
"5459"	"40372-72-3"	120
"5460"	"134523-00-5"	120
"5461"	"134523-03-8"	120
"5462"	"244-63-3"	121
"5463"	"129-00-0"	121
"5464"	"484-20-8"	121
"5465"	"602-87-9"	121
"5466"	"63-25-2"	121
"5467"	"2212-67-1"	121
"5468"	"333-41-5"	121
"5469"	"206-44-0"	121
"5470"	"29973-13-5"	121
"5471"	"121-75-5"	121
"5472"	"13593-03-8"	121
"5473"	"25155-23-1"	121
"5474"	"487-06-9"	121
"5475"	"24934-91-6"	121
"5476"	"29232-93-7"	121
"5477"	"97-85-8"	121
"5478"	"97-17-6"	121
"5479"	"1646-88-4"	121
"5480"	"112-05-0"	122
"5481"	"7335-26-4"	122
"5482"	"502-47-6"	122
"5483"	"616-45-5"	122
"5484"	"112-56-1"	122
"5485"	"107-21-1"	122
"5486"	"112-30-1"	122
"5487"	"25321-09-9"	122
"5488"	"5973-71-7"	122
"5489"	"119-61-9"	122
"5490"	"122-20-3"	122
"5491"	"110-63-4"	122
"5492"	"65-85-0"	122
"5493"	"100-51-6"	122
"5494"	"30964-13-7"	122
"5495"	"99-86-5"	122
"5496"	"76-03-9"	122
"5497"	"91-64-5"	122
"5498"	"112-26-5"	123
"5499"	"199119-58-9"	123
"5500"	"120-94-5"	123
"5501"	"100-37-8"	123
"5502"	"6915-15-7"	123
"5503"	"2781-11-5"	123
"5504"	"96-18-4"	123
"5505"	"592-31-4"	123
"5506"	"101-81-5"	123
"5507"	"64-67-5"	123
"5508"	"96-23-1"	123
"5509"	"4638-03-3"	123
"5510"	"545-06-2"	123
"5511"	"94055-76-2"	123
"5512"	"2402-79-1"	123
"5513"	"584-13-4"	123
"5514"	"124-48-1"	123
"5515"	"78-59-1"	123
"5516"	"1702-17-6"	123
"5517"	"21282-97-3"	123
"5518"	"770-35-4"	123
"5519"	"18436-37-8"	123
"5520"	"7773-06-0"	123
"5521"	"723-46-6"	123
"5522"	"51-52-5"	123
"5523"	"70-55-3"	123
"5524"	"1330-61-6"	123
"5525"	"1466-76-8"	123
"5526"	"84-80-0"	123
"5527"	"106-36-5"	123
"5528"	"118-82-1"	123
"5529"	"25360-10-5"	123
"5530"	"491-07-6"	123
"5531"	"NOCAS_49476"	123
"5532"	"NOCAS_49519"	123
"5533"	"938-16-9"	123
"5534"	"122-46-3"	123
"5535"	"96-27-5"	123
"5536"	"306-91-2"	123
"5537"	"106-22-9"	123
"5538"	"38821-53-3"	123
"5539"	"144-80-9"	123
"5540"	"88-14-2"	123
"5541"	"102-87-4"	123
"5542"	"4532-64-3"	123
"5543"	"5444-75-7"	123
"5544"	"108-18-9"	123
"5545"	"138-41-0"	123
"5546"	"627-93-0"	123
"5547"	"62-56-6"	123
"5548"	"99-62-7"	123
"5549"	"102-76-1"	123
"5550"	"306-94-5"	123
"5551"	"25526-93-6"	123
"5552"	"126-00-1"	123
"5553"	"304-17-6"	123
"5554"	"110-16-7"	123
"5555"	"103-63-9"	123
"5556"	"96-48-0"	123
"5557"	"103-89-9"	123
"5558"	"79-44-7"	123
"5559"	"7398-69-8"	123
"5560"	"20711-10-8"	123
"5561"	"148-01-6"	123
"5562"	"110-80-5"	123
"5563"	"555-90-8"	124
"5564"	"4265-16-1"	124
"5565"	"18708-70-8"	124
"5566"	"107-83-5"	124
"5567"	"60599-38-4"	124
"5568"	"7011-83-8"	124
"5569"	"90717-03-6"	124
"5570"	"28069-72-9"	124
"5571"	"2499-59-4"	124
"5572"	"2495-37-6"	124
"5573"	"59-49-4"	124
"5574"	"84504-69-8"	124
"5575"	"95-82-9"	124
"5576"	"33703-08-1"	124
"5577"	"1825-21-4"	124
"5578"	"76-01-7"	124
"5579"	"34443-12-4"	124
"5580"	"116-02-9"	124
"5581"	"681-57-2"	124
"5582"	"14639-25-9"	124
"5583"	"121-32-4"	124
"5584"	"822-87-7"	124
"5585"	"56391-57-2"	124
"5586"	"3209-22-1"	124
"5587"	"552-89-6"	124
"5588"	"147-58-0"	124
"5589"	"62-44-2"	124
"5590"	"2031-67-6"	124
"5591"	"1191914-21-2"	124
"5592"	"7779-31-9"	124
"5593"	"857841-32-8"	124
"5594"	"1777-82-8"	124
"5595"	"1929-82-4"	124
"5596"	"1118-39-4"	124
"5597"	"121-98-2"	124
"5598"	"6190-65-4"	124
"5599"	"622-51-5"	124
"5600"	"88-74-4"	124
"5601"	"120-75-2"	124
"5602"	"77771-02-9"	124
"5603"	"79-36-7"	124
"5604"	"133-37-9"	124
"5605"	"480-63-7"	124
"5606"	"6064-83-1"	124
"5607"	"1124-11-4"	124
"5608"	"131-09-9"	124
"5609"	"105-86-2"	124
"5610"	"768-52-5"	124
"5611"	"10281-55-7"	124
"5612"	"108-29-2"	124
"5613"	"138729-47-2"	124
"5614"	"623-15-4"	124
"5615"	"364-98-7"	124
"5616"	"98-08-8"	124
"5617"	"106797-53-9"	124
"5618"	"59-06-3"	124
"5619"	"647-42-7"	124
"5620"	"15421-84-8"	124
"5621"	"4023-65-8"	124
"5622"	"95-63-6"	124
"5623"	"603-83-8"	124
"5624"	"367-12-4"	124
"5625"	"1331-83-5"	124
"5626"	"61413-54-5"	124
"5627"	"751-97-3"	124
"5628"	"75-83-2"	124
"5629"	"112-82-3"	124
"5630"	"108-43-0"	124
"5631"	"660-68-4"	124
"5632"	"501-53-1"	124
"5633"	"3965-55-7"	124
"5634"	"123-07-9"	124
"5635"	"53226-35-0"	124
"5636"	"4460-86-0"	124
"5637"	"111-24-0"	124
"5638"	"706-14-9"	124
"5639"	"3658-77-3"	124
"5640"	"95-16-9"	124
"5641"	"82834-16-0"	124
"5642"	"4620-70-6"	124
"5643"	"90-00-6"	124
"5644"	"2683-43-4"	124
"5645"	"4273-98-7"	124
"5646"	"5856-63-3"	124
"5647"	"108-78-1"	124
"5648"	"629-72-1"	124
"5649"	"60397-77-5"	124
"5650"	"7727-54-0"	124
"5651"	"75498-96-3"	124
"5652"	"621-59-0"	124
"5653"	"2235-00-9"	124
"5654"	"23305-64-8"	124
"5655"	"39430-51-8"	124
"5656"	"1918-13-4"	124
"5657"	"527-20-8"	124
"5658"	"321-60-8"	124
"5659"	"96-49-1"	124
"5660"	"554-00-7"	124
"5661"	"2052-07-5"	124
"5662"	"645-09-0"	124
"5663"	"28888-44-0"	124
"5664"	"290-37-9"	124
"5665"	"107-40-4"	124
"5666"	"644-35-9"	124
"5667"	"113-24-6"	124
"5668"	"81-48-1"	124
"5669"	"621-23-8"	124
"5670"	"3399-22-2"	124
"5671"	"93-04-9"	124
"5672"	"21850-44-2"	124
"5673"	"18039-42-4"	124
"5674"	"32210-23-4"	124
"5675"	"69377-81-7"	124
"5676"	"118-29-6"	124
"5677"	"43119-47-7"	124
"5678"	"1331-81-3"	124
"5679"	"13481-87-3"	124
"5680"	"1559-34-8"	124
"5681"	"1912-24-9"	124
"5682"	"629-78-7"	124
"5683"	"62288-83-9"	124
"5684"	"41468-25-1"	124
"5685"	"86-73-7"	124
"5686"	"NOCAS_49387"	124
"5687"	"331717-63-6"	124
"5688"	"2768-02-7"	124
"5689"	"3209-13-0"	124
"5690"	"6493-06-7"	124
"5691"	"100-06-1"	124
"5692"	"764-85-2"	124
"5693"	"70568-60-4"	124
"5694"	"8052-41-3"	124
"5695"	"NOCAS_49479"	124
"5696"	"NOCAS_49480"	124
"5697"	"NOCAS_49484"	124
"5698"	"NOCAS_49527"	124
"5699"	"80879-63-6"	124
"5700"	"77-04-3"	124
"5701"	"590-63-6"	124
"5702"	"41253-21-8"	124
"5703"	"122-34-9"	124
"5704"	"2550-40-5"	124
"5705"	"67-48-1"	124
"5706"	"697-82-5"	124
"5707"	"1559-35-9"	124
"5708"	"70321-86-7"	124
"5709"	"177036-94-1"	124
"5710"	"475-20-7"	124
"5711"	"606-45-1"	124
"5712"	"26675-46-7"	124
"5713"	"111-76-2"	124
"5714"	"130-14-3"	124
"5715"	"87-19-4"	124
"5716"	"93-56-1"	124
"5717"	"7664-93-9"	124
"5718"	"108-86-1"	124
"5719"	"75-57-0"	124
"5720"	"13019-22-2"	124
"5721"	"1745-81-9"	124
"5722"	"1984-58-3"	124
"5723"	"24168-70-5"	124
"5724"	"2100-42-7"	124
"5725"	"85507-79-5"	124
"5726"	"23964-57-0"	124
"5727"	"98-56-6"	124
"5728"	"79-27-6"	124
"5729"	"66-72-8"	124
"5730"	"583-78-8"	124
"5731"	"55242-55-2"	124
"5732"	"20917-49-1"	124
"5733"	"57-48-7"	124
"5734"	"832-92-8"	124
"5735"	"100299-08-9"	124
"5736"	"762-75-4"	124
"5737"	"122-73-6"	124
"5738"	"134002-60-1"	124
"5739"	"2164-17-2"	124
"5740"	"123-66-0"	124
"5741"	"105-16-8"	124
"5742"	"23778-52-1"	124
"5743"	"13031-43-1"	124
"5744"	"91-22-5"	124
"5745"	"56796-39-5"	124
"5746"	"98-11-3"	124
"5747"	"4316-74-9"	124
"5748"	"126-58-9"	124
"5749"	"95-25-0"	124
"5750"	"78-11-5"	124
"5751"	"928-97-2"	124
"5752"	"140-40-9"	124
"5753"	"97-96-1"	124
"5754"	"626-43-7"	124
"5755"	"88917-22-0"	124
"5756"	"932-83-2"	124
"5757"	"122-97-4"	124
"5758"	"2403-88-5"	124
"5759"	"26576-46-5"	124
"5760"	"119-17-5"	124
"5761"	"22987-10-6"	124
"5762"	"122-62-3"	124
"5763"	"996-19-0"	124
"5764"	"10373-78-1"	124
"5765"	"100-11-8"	124
"5766"	"496-46-8"	124
"5767"	"81025-04-9"	124
"5768"	"3386-87-6"	124
"5769"	"56-23-5"	124
"5770"	"51410-72-1"	124
"5771"	"84225-95-6"	124
"5772"	"98-85-1"	124
"5773"	"96-12-8"	124
"5774"	"7149-26-0"	124
"5775"	"90162-60-0"	124
"5776"	"591-31-1"	124
"5777"	"525-76-8"	124
"5778"	"109-79-5"	124
"5779"	"40391-99-9"	124
"5780"	"5401-94-5"	124
"5781"	"106-48-9"	124
"5782"	"1561-92-8"	124
"5783"	"344-04-7"	124
"5784"	"10025-87-3"	124
"5785"	"1197-01-9"	124
"5786"	"82097-50-5"	124
"5787"	"94-52-0"	124
"5788"	"122-91-8"	124
"5789"	"63-98-9"	124
"5790"	"68915-31-1"	124
"5791"	"117-18-0"	124
"5792"	"606-20-2"	124
"5793"	"3374-22-9"	124
"5794"	"4408-78-0"	124
"5795"	"4994-16-5"	124
"5796"	"69852-45-5"	124
"5797"	"61-80-3"	124
"5798"	"77-71-4"	124
"5799"	"5579-78-2"	124
"5800"	"1194-65-6"	124
"5801"	"99-89-8"	124
"5802"	"30751-05-4"	124
"5803"	"98-06-6"	124
"5804"	"619-80-7"	124
"5805"	"83-34-1"	124
"5806"	"52196-74-4"	124
"5807"	"886-86-2"	124
"5808"	"94-59-7"	124
"5809"	"1762-95-4"	124
"5810"	"2996-92-1"	124
"5811"	"1002-69-3"	124
"5812"	"143-24-8"	124
"5813"	"78-93-3"	124
"5814"	"550-44-7"	124
"5815"	"93-15-2"	124
"5816"	"89-79-2"	124
"5817"	"96-80-0"	124
"5818"	"4437-85-8"	124
"5819"	"90-72-2"	125
"5820"	"685-91-6"	125
"5821"	"628-02-4"	125
"5822"	"18069-17-5"	125
"5823"	"69-53-4"	125
"5824"	"50-78-2"	125
"5825"	"529-20-4"	125
"5826"	"1603-41-4"	125
"5827"	"22994-85-0"	125
"5828"	"119-64-2"	125
"5829"	"106-94-5"	125
"5830"	"121-45-9"	125
"5831"	"25211-86-3"	125
"5832"	"65055-17-6"	125
"5833"	"25322-69-4"	125
"5834"	"1121-76-2"	125
"5835"	"306-07-0"	125
"5836"	"27775-00-4"	125
"5837"	"112-57-2"	125
"5838"	"495-40-9"	125
"5839"	"4985-85-7"	125
"5840"	"640-19-7"	125
"5841"	"22113-88-8"	125
"5842"	"34381-68-5"	125
"5843"	"80-56-8"	125
"5844"	"17832-28-9"	125
"5845"	"79-06-1"	125
"5846"	"868-85-9"	125
"5847"	"107-04-0"	125
"5848"	"107-49-3"	125
"5849"	"594-18-3"	125
"5850"	"448245-52-1"	125
"5851"	"174501-64-5"	125
"5852"	"1493-13-6"	125
"5853"	"109-55-7"	125
"5854"	"2050-92-2"	125
"5855"	"1193-81-3"	125
"5856"	"111-92-2"	125
"5857"	"79-08-3"	125
"5858"	"75-33-2"	125
"5859"	"3698-89-3"	125
"5860"	"626-17-5"	125
"5861"	"65141-46-0"	125
"5862"	"1083-57-4"	125
"5863"	"557-30-2"	125
"5864"	"142-09-6"	125
"5865"	"2825-82-3"	125
"5866"	"98-95-3"	125
"5867"	"1852-04-6"	125
"5868"	"58-56-0"	125
"5869"	"51000-52-3"	125
"5870"	"372-09-8"	125
"5871"	"5466-84-2"	125
"5872"	"100-55-0"	125
"5873"	"123-38-6"	125
"5874"	"83016-70-0"	125
"5875"	"5471-51-2"	125
"5876"	"6959-47-3"	125
"5877"	"3681-71-8"	125
"5878"	"102-60-3"	125
"5879"	"110-67-8"	125
"5880"	"1941-30-6"	125
"5881"	"17692-31-8"	125
"5882"	"142-26-7"	125
"5883"	"76-02-8"	125
"5884"	"84057-84-1"	125
"5885"	"7757-82-6"	125
"5886"	"123343-16-8"	125
"5887"	"153-94-6"	125
"5888"	"3818-37-9"	125
"5889"	"90-12-0"	125
"5890"	"315-22-0"	125
"5891"	"1121-92-2"	125
"5892"	"74-96-4"	125
"5893"	"5080-50-2"	125
"5894"	"1679-64-7"	125
"5895"	"506-59-2"	125
"5896"	"627-18-9"	125
"5897"	"2370-63-0"	125
"5898"	"5870-29-1"	125
"5899"	"552-16-9"	125
"5900"	"111-18-2"	125
"5901"	"50-35-1"	125
"5902"	"2244-16-8"	125
"5903"	"931-36-2"	125
"5904"	"1985-51-9"	125
"5905"	"139264-17-8"	125
"5906"	"21736-83-4"	125
"5907"	"106-42-3"	125
"5908"	"101-84-8"	125
"5909"	"109-69-3"	125
"5910"	"112-24-3"	125
"5911"	"2421-28-5"	125
"5912"	"6579-54-0"	125
"5913"	"154323-57-6"	125
"5914"	"75-66-1"	125
"5915"	"629-11-8"	125
"5916"	"719-32-4"	125
"5917"	"109-60-4"	125
"5918"	"2044-64-6"	125
"5919"	"94-07-5"	125
"5920"	"121-03-9"	125
"5921"	"3883-43-0"	125
"5922"	"1728-46-7"	125
"5923"	"497-03-0"	126
"5924"	"1077-28-7"	126
"5925"	"3789-59-1"	126
"5926"	"99-48-9"	126
"5927"	"590-29-4"	126
"5928"	"765-09-3"	126
"5929"	"14919-77-8"	126
"5930"	"171599-83-0"	126
"5931"	"590-01-2"	126
"5932"	"124-68-5"	126
"5933"	"112-88-9"	126
"5934"	"4860-03-1"	126
"5935"	"29911-28-2"	126
"5936"	"600-22-6"	126
"5937"	"111-20-6"	126
"5938"	"75-25-2"	126
"5939"	"350-30-1"	126
"5940"	"38090-53-8"	126
"5941"	"36727-29-4"	126
"5942"	"50-10-2"	126
"5943"	"110-19-0"	126
"5944"	"629-73-2"	126
"5945"	"100-54-9"	126
"5946"	"3699-54-5"	126
"5947"	"139-05-9"	126
"5948"	"3938-95-2"	126
"5949"	"3970-62-5"	126
"5950"	"504-29-0"	126
"5951"	"738-70-5"	126
"5952"	"3234-28-4"	126
"5953"	"79917-90-1"	126
"5954"	"108-99-6"	126
"5955"	"2489-77-2"	126
"5956"	"17564-64-6"	126
"5957"	"2867-47-2"	126
"5958"	"25013-15-4"	126
"5959"	"85100-77-2"	126
"5960"	"110-69-0"	126
"5961"	"328-42-7"	126
"5962"	"589-18-4"	126
"5963"	"3012-65-5"	126
"5964"	"371-40-4"	126
"5965"	"513-37-1"	126
"5966"	"6289-46-9"	126
"5967"	"111-14-8"	126
"5968"	"108-90-7"	126
"5969"	"10595-72-9"	126
"5970"	"613-93-4"	126
"5971"	"143314-14-1"	126
"5972"	"109-52-4"	126
"5973"	"53797-35-6"	126
"5974"	"84776-26-1"	126
"5975"	"35578-47-3"	126
"5976"	"78755-81-4"	126
"5977"	"27470-51-5"	126
"5978"	"85446-17-9"	126
"5979"	"34841-35-5"	126
"5980"	"479500-35-1"	126
"5981"	"592-42-7"	126
"5982"	"10377-48-7"	126
"5983"	"621-42-1"	126
"5984"	"93-58-3"	126
"5985"	"127-09-3"	126
"5986"	"611-06-3"	126
"5987"	"140-11-4"	126
"5988"	"526-75-0"	126
"5989"	"106-88-7"	126
"5990"	"526-95-4"	126
"5991"	"108-30-5"	126
"5992"	"87-68-3"	126
"5993"	"112-75-4"	126
"5994"	"1114-71-2"	126
"5995"	"122-04-3"	126
"5996"	"617-84-5"	126
"5997"	"140-29-4"	126
"5998"	"138-37-4"	126
"5999"	"13171-25-0"	126
"6000"	"3030-47-5"	126
"6001"	"107-46-0"	126
"6002"	"645-05-6"	126
"6003"	"27813-02-1"	126
"6004"	"120-58-1"	126
"6005"	"534-22-5"	126
"6006"	"818-72-4"	126
"6007"	"142-77-8"	126
"6008"	"116-53-0"	126
"6009"	"582-25-2"	126
"6010"	"4097-22-7"	126
"6011"	"85-41-6"	126
"6012"	"138-86-3"	126
"6013"	"107-87-9"	126
"6014"	"71133-14-7"	126
"6015"	"98-83-9"	126
"6016"	"6419-19-8"	126
"6017"	"874-42-0"	126
"6018"	"97-42-7"	126
"6019"	"959-24-0"	126
"6020"	"19767-45-4"	126
"6021"	"23783-42-8"	126
"6022"	"6893-02-3"	127
"6023"	"2524-64-3"	127
"6024"	"69655-05-6"	127
"6025"	"59-50-7"	127
"6026"	"3440-28-6"	127
"6027"	"63-74-1"	127
"6028"	"106-25-2"	127
"6029"	"81-20-9"	127
"6030"	"5817-39-0"	127
"6031"	"3057-08-7"	127
"6032"	"532-43-4"	127
"6033"	"1185-53-1"	127
"6034"	"78-82-0"	127
"6035"	"110-05-4"	127
"6036"	"16215-21-7"	127
"6037"	"112-07-2"	127
"6038"	"1484-84-0"	127
"6039"	"475-31-0"	127
"6040"	"1729-67-5"	127
"6041"	"2638-94-0"	127
"6042"	"3056-17-5"	127
"6043"	"118-71-8"	127
"6044"	"51-48-9"	127
"6045"	"2399-48-6"	127
"6046"	"113734-18-2"	127
"6047"	"5451-09-2"	127
"6048"	"67-28-7"	128
"6049"	"106-71-8"	128
"6050"	"3270-71-1"	128
"6051"	"1948-33-0"	128
"6052"	"300-76-5"	128
"6053"	"109-77-3"	128
"6054"	"16491-24-0"	128
"6055"	"344930-95-6"	128
"6056"	"555-77-1"	128
"6057"	"72-80-0"	128
"6058"	"145-73-3"	128
"6059"	"532-27-4"	128
"6060"	"764-42-1"	128
"6061"	"505-79-3"	128
"6062"	"2491-38-5"	128
"6063"	"129298-91-5"	128
"6064"	"879-39-0"	128
"6065"	"2478-10-6"	128
"6066"	"638-07-3"	128
"6067"	"148477-71-8"	128
"6068"	"5810-11-7"	128
"6069"	"48145-04-6"	128
"6070"	"3018-12-0"	128
"6071"	"111-30-8"	128
"6072"	"50940-49-3"	128
"6073"	"82-99-5"	128
"6074"	"69045-83-6"	128
"6075"	"869-24-9"	128
"6076"	"5026-74-4"	129
"6077"	"493-52-7"	129
"6078"	"13048-33-4"	129
"6079"	"55-86-7"	129
"6080"	"17831-71-9"	129
"6081"	"16969-10-1"	129
"6082"	"1070-70-8"	129
"6083"	"3031-66-1"	129
"6084"	"42978-66-5"	129
"6085"	"87-56-9"	129
"6086"	"156-10-5"	129
"6087"	"2451-62-9"	129
"6088"	"3468-11-9"	129
"6089"	"534-07-6"	129
"6090"	"21739-91-3"	129
"6091"	"42594-17-2"	129
"6092"	"140-49-8"	129
"6093"	"77439-76-0"	129
"6094"	"643-79-8"	129
"6095"	"79-74-3"	130
"6096"	"212631-79-3"	130
"6097"	"500-38-9"	130
"6098"	"106685-40-9"	130
"6099"	"75-95-6"	130
"6100"	"3025-30-7"	130
"6101"	"538-75-0"	130
"6102"	"95-32-9"	130
"6103"	"17796-82-6"	130
"6104"	"33419-42-0"	130
"6105"	"4252-78-2"	130
"6106"	"149647-78-9"	130
"6107"	"101-90-6"	130
"6108"	"30007-47-7"	130
"6109"	"1134-04-9"	130
"6110"	"61869-08-7"	131
"6111"	"60607-34-3"	131
"6112"	"3819-00-9"	131
"6113"	"1225-55-4"	131
"6114"	"536-43-6"	131
"6115"	"82186-77-4"	131
"6116"	"119431-25-3"	131
"6117"	"58-28-6"	131
"6118"	"57149-07-2"	131
"6119"	"100643-71-8"	131
"6120"	"54063-53-5"	131
"6121"	"104076-39-3"	131
"6122"	"52-86-8"	131
"6123"	"511-12-6"	131
"6124"	"79307-93-0"	131
"6125"	"1465-25-4"	131
"6126"	"402910-27-4"	131
"6127"	"10262-69-8"	131
"6128"	"90293-01-9"	131
"6129"	"14028-44-5"	131
"6130"	"5786-21-0"	131
"6131"	"929601-09-2"	131
"6132"	"10457-90-6"	131
"6133"	"62-68-0"	131
"6134"	"103377-41-9"	131
"6135"	"17692-51-2"	131
"6136"	"59669-26-0"	131
"6137"	"31386-25-1"	131
"6138"	"7681-67-6"	131
"6139"	"82-86-0"	132
"6140"	"548-66-3"	132
"6141"	"4330-99-8"	132
"6142"	"113-52-0"	132
"6143"	"50-49-7"	132
"6144"	"127308-82-1"	132
"6145"	"6138-79-0"	132
"6146"	"23642-66-2"	132
"6147"	"42971-09-5"	132
"6148"	"2426-63-3"	132
"6149"	"57808-66-9"	132
"6150"	"15574-96-6"	132
"6151"	"14984-68-0"	132
"6152"	"5116-94-9"	132
"6153"	"26615-21-4"	132
"6154"	"36415-61-9"	132
"6155"	"6170-42-9"	132
"6156"	"13187-06-9"	132
"6157"	"129-03-3"	132
"6158"	"6202-23-9"	132
"6159"	"12083-48-6"	132
"6160"	"1217457-81-2"	132
"6161"	"33237-74-0"	132
"6162"	"124937-51-5"	132
"6163"	"60-87-7"	132
"6164"	"341-69-5"	132
"6165"	"26786-32-3"	132
"6166"	"24219-97-4"	132
"6167"	"82248-59-7"	132
"6168"	"65576-45-6"	132
"6169"	"4880-88-0"	132
"6170"	"27833-64-3"	132
"6171"	"2773-92-4"	132
"6172"	"59-33-6"	132
"6173"	"53-60-1"	132
"6174"	"521-78-8"	132
"6175"	"523-87-5"	132
"6176"	"2104-64-5"	133
"6177"	"24017-47-8"	133
"6178"	"14816-18-3"	133
"6179"	"96182-53-5"	133
"6180"	"17109-49-8"	133
"6181"	"950-35-6"	133
"6182"	"56-72-4"	133
"6183"	"21609-90-5"	133
"6184"	"2631-37-0"	133
"6185"	"1563-66-2"	133
"6186"	"470-90-6"	133
"6187"	"82560-54-1"	133
"6188"	"39196-18-4"	133
"6189"	"7786-34-7"	133
"6190"	"8065-48-3"	133
"6191"	"64-00-6"	133
"6192"	"2032-59-9"	133
"6193"	"2310-17-0"	133
"6194"	"114-26-1"	133
"6195"	"55285-14-8"	133
"6196"	"13457-18-6"	133
"6197"	"321-55-1"	133
"6198"	"944-22-9"	133
"6199"	"4824-78-6"	133
"6200"	"23135-22-0"	133
"6201"	"56-38-2"	133
"6202"	"10311-84-9"	133
"6203"	"26444-49-5"	133
"6204"	"5598-15-2"	133
"6205"	"57-47-6"	133
"6206"	"2631-40-5"	133
"6207"	"116-06-3"	133
"6208"	"4568-28-9"	133
"6209"	"41198-08-7"	133
"6210"	"644-64-4"	133
"6211"	"563-12-2"	133
"6212"	"23422-53-9"	133
"6213"	"2642-71-9"	133
"6214"	"2921-88-2"	133
"6215"	"18854-01-8"	133
"6216"	"16752-77-5"	133
"6217"	"962-58-3"	133
"6218"	"1634-78-2"	133
"6219"	"311-45-5"	133
"6220"	"22781-23-3"	133
"6221"	"54593-83-8"	133
"6222"	"3689-24-5"	133
"6223"	"13071-79-9"	133
"6224"	"42509-80-8"	133
"6225"	"129101-54-8"	133
"6226"	"546-71-4"	133
"6227"	"23103-98-2"	133
"6228"	"24353-61-5"	133
"6229"	"315-18-4"	133
"6230"	"78-48-8"	133
"6231"	"68937-41-7"	134
"6232"	"299-86-5"	134
"6233"	"115-93-5"	134
"6234"	"298-02-2"	134
"6235"	"31218-83-4"	134
"6236"	"86-50-0"	134
"6237"	"298-04-4"	134
"6238"	"98886-44-3"	134
"6239"	"34643-46-4"	134
"6240"	"25311-71-1"	134
"6241"	"5598-13-0"	134
"6242"	"947-02-4"	134
"6243"	"299-84-3"	134
"6244"	"52-85-7"	134
"6245"	"35400-43-2"	134
"6246"	"2381-21-7"	134
"6247"	"6923-22-4"	134
"6248"	"18181-70-9"	134
"6249"	"732-11-6"	134
"6250"	"950-37-8"	134
"6251"	"52-68-6"	134
"6252"	"10265-92-6"	134
"6253"	"2104-96-3"	134
"6254"	"57018-04-9"	134
"6255"	"62-73-7"	134
"6256"	"2463-84-5"	134
"6257"	"55-38-9"	134
"6258"	"17040-19-6"	134
"6259"	"1113-02-6"	134
"6260"	"28249-77-6"	134
"6261"	"13171-21-6"	134
"6262"	"298-00-0"	134
"6263"	"741-58-2"	134
"6264"	"29761-21-5"	134
"6265"	"67747-09-5"	134
"6266"	"23505-41-1"	134
"6267"	"22248-79-9"	134
"6268"	"961-11-5"	134
"6269"	"786-19-6"	134
"6270"	"141-66-2"	134
"6271"	"36001-88-4"	134
"6272"	"3383-96-8"	134
"6273"	"2597-03-7"	134
"6274"	"115-90-2"	134
"6275"	"78-30-8"	134
"6276"	"22224-92-6"	134
"6277"	"122-14-5"	134
"6278"	"1766-91-2"	135
"6279"	"111-29-5"	135
"6280"	"81732-46-9"	135
"6281"	"571-58-4"	135
"6282"	"1792-17-2"	135
"6283"	"104-88-1"	135
"6284"	"89-87-2"	135
"6285"	"108-59-8"	135
"6286"	"10043-52-4"	135
"6287"	"2139-47-1"	135
"6288"	"290352-28-2"	135
"6289"	"100-50-5"	135
"6290"	"110-95-2"	135
"6291"	"1187-42-4"	135
"6292"	"125-33-7"	135
"6293"	"51-67-2"	135
"6294"	"107-92-6"	135
"6295"	"38260-54-7"	135
"6296"	"4800-94-6"	135
"6297"	"29560-58-5"	135
"6298"	"51411-04-2"	135
"6299"	"101-86-0"	135
"6300"	"74697-28-2"	135
"6301"	"99-87-6"	135
"6302"	"109-73-9"	135
"6303"	"1067-25-0"	135
"6304"	"133-90-4"	135
"6305"	"611-71-2"	135
"6306"	"27138-31-4"	135
"6307"	"100-47-0"	135
"6308"	"51282-49-6"	135
"6309"	"181274-15-7"	135
"6310"	"10326-41-7"	135
"6311"	"581-88-4"	135
"6312"	"107-66-4"	135
"6313"	"104-45-0"	135
"6314"	"3068-76-6"	135
"6315"	"127-17-3"	135
"6316"	"24370-25-0"	135
"6317"	"97-65-4"	135
"6318"	"3567-08-6"	135
"6319"	"60-51-5"	135
"6320"	"121-66-4"	135
"6321"	"110-73-6"	135
"6322"	"162706-14-1"	135
"6323"	"112-69-6"	135
"6324"	"342573-75-5"	135
"6325"	"106-19-4"	135
