CAS RN	Structure_SMILES_2D-QSAR
77501-63-4	CCOC(=O)C(C)OC(=O)C1=C(C=CC(OC2=C(Cl)C=C(C=C2)C(F)(F)F)=C1)[N+]([O-])=O
76578-14-8	CCOC(=O)C(C)OC1=CC=C(OC2=CN=C3C=C(Cl)C=CC3=N2)C=C1
66441-23-4	CCOC(=O)C(C)OC1=CC=C(OC2=NC3=C(O2)C=C(Cl)C=C3)C=C1
71283-80-2	CCOC(=O)C(C)OC1=CC=C(OC2=NC3=C(O2)C=C(Cl)C=C3)C=C1
548-00-5	CCOC(=O)C(C1C(=O)OC2=C(C=CC=C2)C1=O)C1C(=O)OC2=C(C=CC=C2)C1=O
83435-67-0	CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N(CC(O)=O)C1CC2=C(C1)C=CC=C2
89396-94-1	CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N1C(CN(C)C1=O)C(O)=O
87333-19-5	CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N1C2CCCC2CC1C(O)=O
87679-37-6	CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N1C2CCCCC2CC1C(O)=O
94841-17-5	CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N1CC2(CC1C(O)=O)SCCS2
82586-55-8	CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N1CC2=C(CC1C(O)=O)C=CC=C2
82586-52-5	CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N1CC2=CC(OC)=C(OC)C=C2CC1C(O)=O
75847-73-3	CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N1CCCC1C(O)=O
86541-74-4	CCOC(=O)C(CCC1=CC=CC=C1)NC1CCC2=C(C=CC=C2)N(CC(O)=O)C1=O
88768-40-5	CCOC(=O)C(CCC1=CC=CC=C1)NC1CCCN2CCCC(N2C1=O)C(O)=O
110221-44-8	CCOC(=O)C(CCC1=CC=CC=C1)NC1CSC(CN(CC(O)=O)C1=O)C1=CC=CS1
609-15-4	CCOC(=O)C(Cl)C(C)=O
128639-02-1	CCOC(=O)C(Cl)CC1=C(Cl)C=C(F)C(=C1)N1N=C(C)N(C(F)F)C1=O
14344-58-2	CCOC(=O)C(CS)NCCNC(CS)C(=O)OCC
383-63-1	CCOC(=O)C(F)(F)F
868-59-7	CCOC(=O)C(N)CS
510-15-6	CCOC(=O)C(O)(C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1
87-91-2	CCOC(=O)C(O)C(O)C(=O)OCC
774-40-3	CCOC(=O)C(O)C1=CC=CC=C1
2597-03-7	CCOC(=O)C(SP(=S)(OC)OC)C1=CC=CC=C1
140-88-5	CCOC(=O)C=C
54350-48-0	CCOC(=O)C=C(C)C=CC=C(C)C=CC1=C(C)C=C(OC)C(C)=C1C
65733-18-8	CCOC(=O)C=C(C)C=CCC(C)CCCC(C)C
623-91-6	CCOC(=O)C=CC(=O)OCC
141-05-9	CCOC(=O)C=CC(=O)OCC
3249-53-4	CCOC(=O)C=CC(O)=O
103-36-6	CCOC(=O)C=CC1=CC=CC=C1
5982-61-6	CCOC(=O)C1(CCCN(C)CC1)C1=CC=CC=C1
3810-80-8	CCOC(=O)C1(CCN(CCC(C#N)(C2=CC=CC=C2)C2=CC=CC=C2)CC1)C1=CC=CC=C1
144-14-9	CCOC(=O)C1(CCN(CCC2=CC=C(N)C=C2)CC1)C1=CC=CC=C1
NOCAS_47362	CCOC(=O)C1(Oc2ccccc2C1N)c1ccccc1
87-24-1	CCOC(=O)C1=C(C)C=CC=C1
15574-49-9	CCOC(=O)C1=C(C)N(C)C2=CC=C(O)C=C12
39562-70-4	CCOC(=O)C1=C(C)N=C(C)C(C1C1=CC=CC(=C1)[N+]([O-])=O)C(=O)OC
1176-74-5	CCOC(=O)C1=C(C=CC=C1)C(C1=CC(Br)=C(O)C(Br)=C1)=C1C=C(Br)C(=O)C(Br)=C1
87-25-2	CCOC(=O)C1=C(N)C=CC=C1
24237-54-5	CCOC(=O)C1=C(N)SC2=C1CCN(CC1=CC=CC=C1)C2
35838-58-5	CCOC(=O)C1=C(N=NC(C)C)C2=C(N=C1)N(CC)N=C2
118-61-6	CCOC(=O)C1=C(O)C=CC=C1
5486-03-3	CCOC(=O)C1=C(O)C2=C(C=C(OCC(C)C)C(OCC(C)C)=C2)N=C1
7335-26-4	CCOC(=O)C1=C(OC)C=CC=C1
127985-21-1	CCOC(=O)C1=C2CN(C)C(=O)C3=C(C=CC=C3I)N2C=N1
78755-81-4	CCOC(=O)C1=C2CN(C)C(=O)C3=CC(F)=CC=C3N2C=N1
485-34-7	CCOC(=O)C1=CC(=NC2=C1C=C(C)C=C2)C1=CC=CC=C1
110816-79-0	CCOC(=O)C1=CC(=O)C2=C(OCC(COC3=C4C(=O)C=C(OC4=CC=C3)C(=O)OCC)OC(=O)C(N)CCCCN)C=CC=C2O1
886-86-2	CCOC(=O)C1=CC(N)=CC=C1
3943-89-3	CCOC(=O)C1=CC(O)=C(O)C=C1
NOCAS_45954	CCOC(=O)C1=CC(OC(CC)CC)C(NC(C)=O)C(N)C1
94-08-6	CCOC(=O)C1=CC=C(C)C=C1
433212-21-6	CCOC(=O)C1=CC=C(C=C1)C1CCC(CC1)NCC(O)COC1=CC(NS(C)(=O)=O)=C(O)C=C1
10287-53-3	CCOC(=O)C1=CC=C(C=C1)N(C)C
51934-41-9	CCOC(=O)C1=CC=C(I)C=C1
94-09-7	CCOC(=O)C1=CC=C(N)C=C1
118292-40-3	CCOC(=O)C1=CC=C(N=C1)C#CC1=CC=C2SCCC(C)(C)C2=C1
41653-21-8	CCOC(=O)C1=CC=C(NC(=O)CN2CCCCC2)C=C1
120-47-8	CCOC(=O)C1=CC=C(O)C=C1
56974-61-9	CCOC(=O)C1=CC=C(OC(=O)CCCCCNC(N)=N)C=C1
80879-63-6	CCOC(=O)C1=CC=C(OCCN2CC(O)C(O)C(O)C2CO)C=C1
93-89-0	CCOC(=O)C1=CC=CC=C1
84-66-2	CCOC(=O)C1=CC=CC=C1C(=O)OCC
90982-32-4	CCOC(=O)C1=CC=CC=C1S(=O)(=O)NC(=O)NC1=NC(OC)=CC(Cl)=N1
42971-09-5	CCOC(=O)C1=CC2(CC)CCCN3CCC4=C(C23)N1C1=CC=CC=C41
614-18-6	CCOC(=O)C1=CN=CC=C1
33125-97-2	CCOC(=O)C1=CN=CN1C(C)C1=CC=CC=C1
13457-18-6	CCOC(=O)C1=CN2N=C(OP(=S)(OCC)OCC)C=C2N=C1C
103112-35-2	CCOC(=O)C1=NN(C(=N1)C(Cl)(Cl)Cl)C1=C(Cl)C=C(Cl)C=C1
89-33-8	CCOC(=O)C1=NN(C(=O)C1)C1=CC=CC=C1
135590-91-9	CCOC(=O)C1=NN(C2=C(Cl)C=C(Cl)C=C2)C(C)(C1)C(=O)OCC
163520-33-0	CCOC(=O)C1=NOC(C1)(C1=CC=CC=C1)C1=CC=CC=C1
72509-76-3	CCOC(=O)C1C(C2=CC=CC(Cl)=C2Cl)C(C(=O)OC)=C(C)N=C1C
103890-78-4	CCOC(=O)C1C(C2=CC=CC=C2C=CC(=O)OC(C)(C)C)C(C(=O)OCC)=C(C)N=C1C
95266-40-3	CCOC(=O)C1CC(=O)C(C(=O)C2CC2)C(=O)C1
77-83-8	CCOC(=O)C1OC1(C)C1=CC=CC=C1
121-39-1	CCOC(=O)C1OC1C1=CC=CC=C1
105-36-2	CCOC(=O)CBr
105-37-3	CCOC(=O)CC
105-56-6	CCOC(=O)CC#N
40876-98-0	CCOC(=O)CC(=O)C(=O)OCC
96568-04-6	CCOC(=O)CC(=O)C1=CC(F)=C(Cl)N=C1Cl
94-02-0	CCOC(=O)CC(=O)C1=CC=CC=C1
638-07-3	CCOC(=O)CC(=O)CCl
105-53-3	CCOC(=O)CC(=O)OCC
18835-02-4	CCOC(=O)CC(C(C)=O)C(C)=O
141-97-9	CCOC(=O)CC(C)=O
108-64-5	CCOC(=O)CC(C)C
5405-41-4	CCOC(=O)CC(C)O
77-89-4	CCOC(=O)CC(CC(=O)OCC)(OC(C)=O)C(=O)OCC
77-93-0	CCOC(=O)CC(O)(CC(=O)OCC)C(=O)OCC
1634-78-2	CCOC(=O)CC(SP(=O)(OC)OC)C(=O)OCC
121-75-5	CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC
6290-17-1	CCOC(=O)CC1(C)OCC(C)O1
14062-23-8	CCOC(=O)CC1=CC=C(C=C1)C1=CC=CC=C1
101-97-3	CCOC(=O)CC1=CC=CC=C1
2122-70-5	CCOC(=O)CC1=CC=CC2=C1C=CC=C2
243120-89-0	CCOC(=O)Cc1cccc(c1)-c1cc(CCCCCCc2ccc(OC3OC(COC(C)=O)C(OC(C)=O)C(OC(C)=O)C3OC(C)=O)c(c2)-c2cccc(CC(=O)OCC)c2)ccc1OC1OC(COC(C)=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O
1264-62-6	CCOC(=O)CCC(=O)OC1C(OC2C(C)C(OC3CC(C)(OC)C(O)C(C)O3)C(C)C(=O)OC(CC)C(C)(O)C(O)C(C)C(=O)C(C)CC2(C)O)OC(C)CC1N(C)C
123-25-1	CCOC(=O)CCC(=O)OCC
539-88-8	CCOC(=O)CCC(C)=O
2021-28-5	CCOC(=O)CCC1=CC=CC=C1
110-40-7	CCOC(=O)CCCCCCCCC(=O)OCC
692-86-4	CCOC(=O)CCCCCCCCC=C
105-39-5	CCOC(=O)CCl
82560-54-1	CCOC(=O)CCN(SN(C)C(=O)OC1=CC=CC2=C1OC(C)(C)C2)C(C)C
623-33-6	CCOC(=O)CN
25059-80-7	CCOC(=O)CN1C(=O)SC2=CC=CC(Cl)=C12
101001-34-7	CCOC(=O)CN1C=CC=C1C1=NC(=C(S1)C1=CC=C(OC)C=C1)C1=CC=C(OC)C=C1
61516-73-2	CCOC(=O)CN1CCCC1=O
192939-46-1	CCOC(=O)CNC(C1CCCCC1)C(=O)N1CCC1C(=O)NCC1=CC=C(C=C1)C(N)N=O
77501-90-7	CCOC(=O)COC(=O)C1=C(C=CC(OC2=C(Cl)C=C(C=C2)C(F)(F)F)=C1)[N+]([O-])=O
84-72-0	CCOC(=O)COC(=O)C1=CC=CC=C1C(=O)OCC
533-23-3	CCOC(=O)COC1=C(Cl)C=C(Cl)C=C1
129630-19-9	CCOC(=O)COC1=C(Cl)C=C(F)C(=C1)C1=NN(C)C(OC(F)F)=C1Cl
74697-28-2	CCOC(=O)COC1=C(Cl)C2=C(C=C1)C(C)=C(CCN(CC)CC)C(=O)O2
188489-07-8	CCOC(=O)COC1=CC(N2N=CC(=C(C)C2=O)C(F)(F)F)=C(F)C=C1Cl
67028-40-4	CCOC(=O)COC1=CC=C(C)C=C1
119-41-5	CCOC(=O)COC1=CC2=C(C=C1)C(=O)C=C(O2)C1=CC=CC=C1
655-35-6	CCOC(=O)COC1=CC2=C(C=C1)C(C)=C(CCN(CC)CC)C(=O)O2
929601-09-2	CCOC(=O)COC1=CC2=C(CCC(C2)NCC(O)C2=CC(Cl)=CC=C2)C=C1
867-13-0	CCOC(=O)CP(=O)(OCC)OCC
623-51-8	CCOC(=O)CS
2595-54-2	CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC
615-53-2	CCOC(=O)N(C)N=O
22232-54-8	CCOC(=O)N1C=CN(C)C1=S
29976-53-2	CCOC(=O)N1CCC(=O)CC1
79794-75-5	CCOC(=O)N1CCC(CC1)=C1C2=C(CCC3=C1N=CC=C3)C=C(Cl)C=C2
53786-46-2	CCOC(=O)N1CCC(CC1)N1C(=O)NC2=C1C=CC(Cl)=C2
53786-45-1	CCOC(=O)N1CCC(CC1)NC1=C(N)C=C(Cl)C=C1
23564-06-9	CCOC(=O)NC(=S)NC1=C(NC(=S)NC(=O)OCC)C=CC=C1
14261-75-7	CCOC(=O)NC(C)(C)CC1=CC=C(Cl)C=C1
541-79-7	CCOC(=O)NC(O)C(Cl)(Cl)Cl
75507-68-5	CCOC(=O)NC1=C(N)N=C(NCC2=CC=C(F)C=C2)C=C1
13684-56-5	CCOC(=O)NC1=CC(OC(=O)NC2=CC=CC=C2)=CC=C1
83275-56-3	CCOC(=O)NC1=CC2=C(CCC3=CC=CC=C3N2C(=O)CN(C)C)C=C1
29560-58-5	CCOC(=O)NC1=CC2=C(SC3=CC=CC=C3N2C(=O)CCN2CCOCC2)C=C1
17945-05-0	CCOC(=O)NCCC[Si](OCC)(OCC)OCC
72490-01-8	CCOC(=O)NCCOC1=CC=C(OC2=CC=CC=C2)C=C1
64241-34-5	CCOC(=O)NNC1=CC=C(N=N1)N(CC)CC(C)O
3778-76-5	CCOC(=O)NNC1=NN=CC2=CC=CC=C12
1609-47-8	CCOC(=O)OC(=O)OCC
NOCAS_47377	CCOC(=O)OC(C)OC(=O)c1ccc2n(Cc3cc(on3)-c3ccc(Cl)s3)c(cc2c1)C(=O)NC1CCN(CC1)C(C)C
37661-08-8	CCOC(=O)OC(C)OC(=O)C1N2C(SC1(C)C)C(NC(=O)C(N)C1=CC=CC=C1)C2=O
99464-64-9	CCOC(=O)OC(C)OC1=C(N(C)S(=O)(=O)C2=CC=CC=C12)C(=O)NC1=NC=CC=C1
73771-04-7	CCOC(=O)OC1(CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC12C)C(=O)COC(=O)CC
82034-46-6	CCOC(=O)OC1(CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC12C)C(=O)OCCl
74639-40-0	CCOC(=O)OC1=C(OC(=O)OCC)C=C(CCNC(=O)C(CCSC)NC(C)=O)C=C1
84-36-6	CCOC(=O)OC1=C(OC)C=C(C=C1OC)C(=O)OC1CC2CN3CCC4=C(NC5=CC(OC)=CC=C45)C3CC2C(C1OC)C(=O)OC
105-58-8	CCOC(=O)OCC
616-96-6	CCOC(=O)OCCC(SC(=O)OCC)=C(C)N(CC1=CN=C(C)N=C1N)C=O
502-55-6	CCOC(=S)SSC(=S)OCC
509-78-4	CCOC(C(=O)OCCN(C)C)(C1=CC=CC=C1)C1=CC=CC=C1
637-92-3	CCOC(C)(C)C
141-78-6	CCOC(C)=O
105-57-7	CCOC(C)OCC
28069-74-1	CCOC(C)OCCC=CCC
251565-85-2	CCOC(CC1=CC=C(OCCC2=CC=C(OS(C)(=O)=O)C=C2)C=C1)C(O)=O
541-41-3	CCOC(Cl)=O
10402-53-6	CCOC(CN1CCN(CC(C)C(=O)C2=CC=CC=C2)CC1)C1=CC=CC=C1
51-79-6	CCOC(N)=O
6175-45-7	CCOC(OCC)C(=O)C1=CC=CC=C1
3054-95-3	CCOC(OCC)C=C
7492-66-2	CCOC(OCC)C=C(C)CCC=C(C)C
67674-36-6	CCOC(OCC)C=CCCC=CCC
122-51-0	CCOC(OCC)OCC
140-90-9	CCOC(S)=S
140-89-6	CCOC(S)=S
87-13-8	CCOC=C(C(=O)OCC)C(=O)OCC
15646-46-5	CCOC=C1N=C(OC1=O)C1=CC=CC=C1
7177-50-6	CCOC1=C(C(=O)NC2C3SC(C)(C)C(N3C2=O)C(O)=O)C2=CC=CC=C2C=C1
112885-42-4	CCOC1=C(C=C(Cl)C(N)=C1)C(=O)NCC1CN(CC2=CC=C(F)C=C2)CCO1
153233-91-1	CCOC1=C(C=CC(=C1)C(C)(C)C)C1COC(=N1)C1=C(F)C=CC=C1F
135062-02-1	CCOC1=C(C=CC(CC(=O)NC(CC(C)C)C2=CC=CC=C2N2CCCCC2)=C1)C(O)=O
938-73-8	CCOC1=C(C=CC=C1)C(N)=O
38957-41-4	CCOC1=C(C=NN(C)C1=O)N1CCOCC1
17026-81-2	CCOC1=C(N)C=C(NC(C)=O)C=C1
94-70-2	CCOC1=C(N)C=CC=C1
94-86-0	CCOC1=C(O)C=C(C=CC)C=C1
63477-41-8	CCOC1=C(O)C=C(C=CC)C=C1
121-32-4	CCOC1=C(O)C=CC(C=O)=C1
94-71-3	CCOC1=C(O)C=CC=C1
98769-84-7	CCOC1=C(OC(C2CNCCO2)C2=CC=CC=C2)C=CC=C1
985-13-7	CCOC1=C(OCC)C=C(CC2=NC=CC3=CC(OCC)=C(OCC)C=C23)C=C1
35604-67-2	CCOC1=C(OCC2CNCCO2)C=CC=C1
616-86-4	CCOC1=CC(=C(N)C=C1)[N+]([O-])=O
86-16-8	CCOC1=CC(=C(OCC)C=C1N1CCOCC1)[N+]([O-])=O
549-68-8	CCOC1=CC(=CC(OCC)=C1OCC)C1=NC=CC2=C1C=C(OC)C(OC)=C2
1061517-62-1	CCOC1=CC(=CC=C1)N1C=C(N=C1C1=CC=C(C)C=C1)C(=O)N1CCN(CC1)C1=CC2=CC=CC=C2C(=C1)C(O)=O
59-06-3	CCOC1=CC(NC(C)=O)=CC=C1C(=O)OC
42874-03-3	CCOC1=CC(OC2=CC=C(C=C2Cl)C(F)(F)F)=CC=C1[N+]([O-])=O
41826-92-0	CCOC1=CC(OCC)=C(C=C1OCC)C(=O)CCC(O)=O
63213-29-6	CCOC1=CC(OCC)=C(C=C1OCC)C(C)=O
38260-54-7	CCOC1=CC(OP(=S)(OC)OC)=NC(CC)=N1
100-29-8	CCOC1=CC=C(C=C1)[N+]([O-])=O
94-23-5	CCOC1=CC=C(C=C1)C(=O)OCCN(CC)CC
80844-07-1	CCOC1=CC=C(C=C1)C(C)(C)COCC1=CC(OC2=CC=CC=C2)=CC=C1
94-10-0	CCOC1=CC=C(C=C1)N=NC1=C(N)C=C(N)C=C1
2870-32-8	CCOC1=CC=C(C=C1)N=NC1=CC=C(C=CC2=CC=C(C=C2S(O)(=O)=O)N=NC2=CC=C(OCC)C=C2)C(=C1)S(O)(=O)=O
15301-40-3	CCOC1=CC=C(C2=C1N=CC=C2)S(O)(=O)=O
911-65-9	CCOC1=CC=C(CC2=NC3=C(C=CC(=C3)[N+]([O-])=O)N2CCN(CC)CC)C=C1
90779-69-4	CCOC1=CC=C(CC2NC(=O)CCSSCC(NC(=O)C(CC(N)=O)NC(=O)C(NC(=O)C(NC2=O)C(C)CC)C(C)O)C(=O)N2CCCC2C(=O)NC(CCCN)C(=O)NCC(N)=O)C=C1
156-43-4	CCOC1=CC=C(N)C=C1
101-93-9	CCOC1=CC=C(N\C(C)=N\C2=CC=C(OCC)C=C2)C=C1
620-99-5	CCOC1=CC=C(N\C(C)=N\C2=CC=C(OCC)C=C2)C=C1
122-82-7	CCOC1=CC=C(NC(=O)CC(C)=O)C=C1
1083-57-4	CCOC1=CC=C(NC(=O)CC(C)O)C=C1
87130-20-9	CCOC1=CC=C(NC(=O)OC(C)C)C=C1OCC
1234-30-6	CCOC1=CC=C(NC(=S)NC2=CC=C(OCC)C=C2)C=C1
62-44-2	CCOC1=CC=C(NC(C)=O)C=C1
150-69-6	CCOC1=CC=C(NC(N)=O)C=C1
963-14-4	CCOC1=CC=C(NS(=O)(=O)C2=CC=C(N)C=C2)N=N1
622-62-8	CCOC1=CC=C(O)C=C1
52196-74-4	CCOC1=CC=C(OCC)C(Cl)=C1
94-45-1	CCOC1=CC=C2N=C(N)SC2=C1
452-35-7	CCOC1=CC=C2N=C(SC2=C1)S(N)(=O)=O
16489-90-0	CCOC1=CC=C2NC(C)(C)CC(C)C2=C1
NOCAS_47299	CCOC1=CC=CC(=C1)C1(CCC(C)CC1)N1CCN(CC1)C1=CC=CC=C1
621-33-0	CCOC1=CC=CC(N)=C1
2050-46-6	CCOC1=CC=CC=C1OCC
106463-17-6	CCOC1=CC=CC=C1OCCNC(C)CC1=CC=C(OC)C(=C1)S(N)(=O)=O
91-53-2	CCOC1=CC2=C(NC(C)(C)C=C2C)C=C1
2593-15-9	CCOC1=NC(=NS1)C(Cl)(Cl)Cl
56177-80-1	CCOC1=NC(=O)C(F)C=N1
147150-35-4	CCOC1=NC(F)=CC2=NC(=NN12)S(=O)(=O)NC1=C(C=CC=C1Cl)C(=O)OC
145701-21-9	CCOC1=NC(F)=CC2=NC(=NN12)S(=O)(=O)NC1=C(Cl)C=CC=C1Cl
220860-50-4	CCOC1=NC2=C(C=C1)N=CC(C(=O)NCC1=CC=CC=C1)C2=O
145040-37-5	CCOC1=NC2=CC=CC(C(=O)OC(C)OC(=O)OC3CCCCC3)=C2N1CC1=CC=C(C=C1)C1=C(C=CC=C1)C1=NN=NN1
139481-59-7	CCOC1=NC2=CC=CC(C(O)=O)=C2N1CC1=CC=C(C=C1)C1=C(C=CC=C1)C1=NN=NN1
10310-32-4	CCOC1OC(C(COCC2=CC=CC=C2)OCC2=CC=CC=C2)C(OCC2=CC=CC=C2)C1O
26225-79-6	CCOC1OC2=C(C=C(OS(C)(=O)=O)C=C2)C1(C)C
75887-54-6	CCOC1OC2OC3(C)CCC4C(C)CCC(C1C)C24OO3
1569-02-4	CCOCC(C)O
627-03-2	CCOCC(O)=O
94055-76-2	CCOCC(O)COC1=CC=C(NC(=O)CC[S+](C)C)C=C1
763-69-9	CCOCCC(=O)OCC
202189-78-4	CCOCCN1C(=NC2=CC=CC=C12)C1CCN(CCC2=CC=C(C=C2)C(C)(C)C(O)=O)CC1
110-80-5	CCOCCO
2370-63-0	CCOCCOC(=O)C(C)=C
104-28-9	CCOCCOC(=O)C=CC1=CC=C(OC)C=C1
111-15-9	CCOCCOC(C)=O
629-14-1	CCOCCOCC
111-90-0	CCOCCOCCO
7328-17-8	CCOCCOCCOC(=O)C=C
112-15-2	CCOCCOCCOC(C)=O
112-36-7	CCOCCOCCOCC
112-50-5	CCOCCOCCOCCO
34256-82-1	CCOCN(C(=O)CCl)C1=C(CC)C=CC=C1C
187022-11-3	CCOCN(C(=O)CS(O)(=O)=O)C1=C(CC)C=CC=C1C
122453-73-0	CCOCN1C(=C(C#N)C(Br)=C1C(F)(F)F)C1=CC=C(Cl)C=C1
462-95-3	CCOCOCC
87820-88-0	CCON=C(CC)C1C(=O)CC(CC1=O)C1=C(C)C=C(C)C=C1C
109-95-5	CCON=O
546-71-4	CCOP(=O)(CC)OC1=CC=C(C=C1)[N+]([O-])=O
78-38-6	CCOP(=O)(CC)OCC
2781-11-5	CCOP(=O)(CN(CCO)CCO)OCC
22224-92-6	CCOP(=O)(NC(C)C)OC1=CC=C(SC)C(C)=C1
947-02-4	CCOP(=O)(OCC)N=C1SCCS1
470-90-6	CCOP(=O)(OCC)OC(=CCl)C1=C(Cl)C=C(Cl)C=C1
311-45-5	CCOP(=O)(OCC)OC1=CC=C(C=C1)[N+]([O-])=O
962-58-3	CCOP(=O)(OCC)OC1=NC(=NC(C)=C1)C(C)C
5598-15-2	CCOP(=O)(OCC)OC1=NC(Cl)=C(Cl)C=C1Cl
78-40-0	CCOP(=O)(OCC)OCC
107-49-3	CCOP(=O)(OCC)OP(=O)(OCC)OCC
126-75-0	CCOP(=O)(OCC)SCCSCC
98886-44-3	CCOP(=O)(SC(C)CC)N1CCSC1=O
17109-49-8	CCOP(=O)(SC1=CC=CC=C1)SC1=CC=CC=C1
944-22-9	CCOP(=S)(CC)SC1=CC=CC=C1
25311-71-1	CCOP(=S)(NC(C)C)OC1=CC=CC=C1C(=O)OC(C)C
96182-53-5	CCOP(=S)(OC(C)C)OC1=CN=C(N=C1)C(C)(C)C
2104-64-5	CCOP(=S)(OC1=CC=C(C=C1)[N+]([O-])=O)C1=CC=CC=C1
54593-83-8	CCOP(=S)(OCC)OC(Cl)C(Cl)(Cl)Cl
4824-78-6	CCOP(=S)(OCC)OC1=C(Cl)C=C(Br)C(Cl)=C1
23505-41-1	CCOP(=S)(OCC)OC1=CC(C)=NC(=N1)N(CC)CC
56-38-2	CCOP(=S)(OCC)OC1=CC=C(C=C1)[N+]([O-])=O
115-90-2	CCOP(=S)(OCC)OC1=CC=C(C=C1)S(C)=O
97-17-6	CCOP(=S)(OCC)OC1=CC=C(Cl)C=C1Cl
56-72-4	CCOP(=S)(OCC)OC1=CC2=C(C=C1)C(C)=C(Cl)C(=O)O2
13593-03-8	CCOP(=S)(OCC)OC1=CN=C2C=CC=CC2=N1
333-41-5	CCOP(=S)(OCC)OC1=NC(=NC(C)=C1)C(C)C
2921-88-2	CCOP(=S)(OCC)OC1=NC(Cl)=C(Cl)C=C1Cl
42509-80-8	CCOP(=S)(OCC)OC1=NN(C(C)C)C(Cl)=N1
24017-47-8	CCOP(=S)(OCC)OC1=NN(C=N1)C1=CC=CC=C1
18854-01-8	CCOP(=S)(OCC)OC1=NOC(=C1)C1=CC=CC=C1
14816-18-3	CCOP(=S)(OCC)ON=C(C#N)C1=CC=CC=C1
3689-24-5	CCOP(=S)(OCC)OP(=S)(OCC)OCC
10311-84-9	CCOP(=S)(OCC)SC(CCl)N1C(=O)C2=C(C=CC=C2)C1=O
24934-91-6	CCOP(=S)(OCC)SCCl
2497-06-5	CCOP(=S)(OCC)SCCS(=O)(=O)CC
298-04-4	CCOP(=S)(OCC)SCCSCC
2310-17-0	CCOP(=S)(OCC)SCN1C(=O)OC2=CC(Cl)=CC=C12
2642-71-9	CCOP(=S)(OCC)SCN1N=NC2=CC=CC=C2C1=O
56070-16-7	CCOP(=S)(OCC)SCS(=O)(=O)C(C)(C)C
2588-04-7	CCOP(=S)(OCC)SCS(=O)(=O)CC
13071-79-9	CCOP(=S)(OCC)SCSC(C)(C)C
2275-14-1	CCOP(=S)(OCC)SCSC1=C(Cl)C=CC(Cl)=C1
786-19-6	CCOP(=S)(OCC)SCSC1=CC=C(Cl)C=C1
298-02-2	CCOP(=S)(OCC)SCSCC
563-12-2	CCOP(=S)(OCC)SCSP(=S)(OCC)OCC
2524-04-1	CCOP(Cl)(=S)OCC
1498-51-7	CCOP(Cl)(Cl)=O
25954-13-6	CCOP(O)(=O)C(N)=O
762-04-9	CCOP(O)OCC
122-52-1	CCOP(OCC)OCC
298-06-6	CCOP(S)(=S)OCC
64-67-5	CCOS(=O)(=O)OCC
62-50-0	CCOS(C)(=O)=O
115-24-2	CCS(=O)(=O)C(C)(C)S(=O)(=O)CC
62140-67-4	CCS(=O)(=O)C1=CC=C(OC)C(=C1)C(=O)OC
122931-48-0	CCS(=O)(=O)C1=CC=CN=C1S(=O)(=O)NC(=O)NC1=NC(OC)=CC(OC)=N1
19387-91-8	CCS(=O)(=O)CCN1C(C)=NC=C1[N+]([O-])=O
17040-19-6	CCS(=O)(=O)CCSP(=O)(OC)OC
2008-41-5	CCSC(=O)N(CC(C)C)CC(C)C
1134-23-2	CCSC(=O)N(CC)C1CCCCC1
2941-55-1	CCSC(=O)N(CC)CC
2212-67-1	CCSC(=O)N1CCCCCC1
99129-21-2	CCSC(C)CC1CC(=O)C(C(CC)=NOCC=CCl)C(=O)C1
2941-64-2	CCSC(Cl)=O
352-93-2	CCSCC
29973-13-5	CCSCC1=C(OC(=O)NC)C=CC=C1
693-07-2	CCSCCCl
80-10-4	Cl[Si](Cl)(C1=CC=CC=C1)C1=CC=CC=C1
NOCAS_45676	ClC(=CN1C=NC=N1)C1=CC=C(Cl)C=C1Cl
76-02-8	ClC(=O)C(Cl)(Cl)Cl
627-63-4	ClC(=O)C=CC(Cl)=O
719-32-4	ClC(=O)C1=C(Cl)C(Cl)=C(C(Cl)=O)C(Cl)=C1Cl
89-75-8	ClC(=O)C1=C(Cl)C=C(Cl)C=C1
4659-45-4	ClC(=O)C1=C(Cl)C=CC=C1Cl
4422-95-1	ClC(=O)C1=CC(=CC(=C1)C(Cl)=O)C(Cl)=O
99-63-8	ClC(=O)C1=CC(=CC=C1)C(Cl)=O
2905-62-6	ClC(=O)C1=CC(Cl)=CC(Cl)=C1
100-20-9	ClC(=O)C1=CC=C(C=C1)C(Cl)=O
122-01-0	ClC(=O)C1=CC=C(Cl)C=C1
98-88-4	ClC(=O)C1=CC=CC=C1
