CAS RN	Structure_SMILES_2D-QSAR
41078-02-8	CCCN1C2=C(NC=N2)C(=O)NC1=O
66104-23-2	CCCN1CC(CSC)CC2C1CC1=CNC3=CC=CC2=C13
97466-90-5	CCCN1CCCC2CC3=NC(N)=NC=C3CC12
85798-08-9	CCCN1CCCC2CC3=NNC=C3CC12
98717-15-8	CCCN1CCCCC1C(=O)NC1=C(C)C=CC=C1C
85100-76-1	CCCN1CN(C)C=C1
79917-89-8	CCCN1CN(C)C=C1
94-20-2	CCCNC(=O)NS(=O)(=O)C1=CC=C(Cl)C=C1
956-03-6	CCCNC(C)(C)COC(=O)C1=CC=CC=C1
23964-57-0	CCCNC(C)C(=O)NC1=C(SC=C1C)C(=O)OC
1786-81-8	CCCNC(C)C(=O)NC1=CC=CC=C1C
191217-81-9	CCCNC1CCC2=C(C1)SC(N)=N2
104632-26-0	CCCNC1CCC2=C(C1)SC(N)=N2
54063-53-5	CCCNCC(O)COC1=C(C=CC=C1)C(=O)CCC1=CC=CC=C1
142-84-7	CCCNCCC
71-23-8	CCCO
682-01-9	CCCO[Si](OCCC)(OCCC)OCCC
616-09-1	CCCOC(=O)C(C)O
131-16-8	CCCOC(=O)C1=C(C=CC=C1)C(=O)OCCC
6928-67-2	CCCOC(=O)C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1C(=O)OCCC
121-79-9	CCCOC(=O)C1=CC(O)=C(O)C(O)=C1
94-12-2	CCCOC(=O)C1=CC=C(N)C=C1
136-45-8	CCCOC(=O)C1=CC=C(N=C1)C(=O)OCCC
94-13-3	CCCOC(=O)C1=CC=C(O)C=C1
2315-68-6	CCCOC(=O)C1=CC=CC=C1
607-90-9	CCCOC(=O)C1=CC=CC=C1O
7036-58-0	CCCOC(=O)C1=CN=CN1C(C)C1=CC=CC=C1
106-36-5	CCCOC(=O)CC
1421-14-3	CCCOC(=O)CC1=CC(OC)=C(OCC(=O)N(CC)CC)C=C1
106-19-4	CCCOC(=O)CCCCC(=O)OCCC
24579-73-5	CCCOC(=O)NCCCN(C)C
25606-41-1	CCCOC(=O)NCCCN(C)C
54556-98-8	CCCOC(C(=O)OC1CCN(C)CC1)(C1=CC=CC=C1)C1=CC=CC=C1
109-60-4	CCCOC(C)=O
621-76-1	CCCOC(OCCC)OCCC
NOCAS_47381	CCCOC1=C(Br)C(C)=C(S1)C(=O)N1CCC(CC1)C1=CC(CN)=CC=C1F
215297-27-1	CCCOC1=C(C=C(C=C1)S(=O)(=O)N1CCN(CC)CC1)C1=NC2=C(CC)N(CC3=CC=CC=N3)N=C2C(=O)N1
5875-06-9	CCCOC1=C(N)C=C(C=C1)C(=O)OCCN(CC)CC
550-83-4	CCCOC1=CC(N)=CC=C1C(=O)OCCN(CC)CC
61570-90-9	CCCOC1=CC=C2N=C(NC(=O)OC)SC2=C1
37762-06-4	CCCOC1=CC=CC=C1C1=NC2=C(N=NN2)C(=O)N1
39219-28-8	CCCOC1=CC2=C(C=C1)C1CCC3(C)C(CCC3C1CC2)OC
20559-55-1	CCCOC1=CC2=C(NC(NC(=O)OC)=N2)C=C1
181274-15-7	CCCOC1=NN(C(=O)NS(=O)(=O)C2=C(C=CC=C2)C(=O)OC)C(=O)N1C
68694-11-1	CCCOCC(=NC1=CC=C(Cl)C=C1C(F)(F)F)N1C=CN=C1
1569-01-3	CCCOCC(C)O
29911-27-1	CCCOCC(C)OCC(C)O
111-43-3	CCCOCCC
2807-30-9	CCCOCCO
6881-94-3	CCCOCCOCCO
23305-64-8	CCCOCCOCCOCCO
54029-12-8	CCCS(=O)C1=CC=C2NC(NC(=O)OC)=NC2=C1
1929-77-7	CCCSC(=O)N(CCC)CCC
13889-92-4	CCCSC(Cl)=O
850140-15-7	CCCSC1=C(OC)C=C(CCN)C(OC)=C1
54965-21-8	CCCSC1=CC=C2NC(NC(=O)OC)=NC2=C1
41198-08-7	CCCSP(=O)(OCC)OC1=C(Cl)C=C(Br)C=C1
13194-48-4	CCCSP(=O)(OCC)SCCC
34643-46-4	CCCSP(=S)(OCC)OC1=C(Cl)C=C(Cl)C=C1
35400-43-2	CCCSP(=S)(OCC)OC1=CC=C(SC)C=C1
59-58-5	CCCSSC(CCO)=C(C)N(CC1=C(N)N=C(C)N=C1)C=O
2179-59-1	CCCSSCC=C
629-19-6	CCCSSCCC
483-63-6	CCN(C(=O)C=CC)C1=CC=CC=C1C
85-98-3	CCN(C(=O)N(CC)C1=CC=CC=C1)C1=CC=CC=C1
151319-34-5	CCN(C(C)=O)C1=CC=CC(=C1)C1=CC=NC2=C(C=NN12)C#N
263553-33-9	CCN(C(C)C)C(=O)C1=CC(C)=CC(OCC(C)NC2=CC=NC=C2)=C1
129101-54-8	CCN(C)C(=O)OC1=CC=CC(=C1)C(C)N(C)C
10595-95-6	CCN(C)N=O
63133-74-4	CCN(CC#N)C1=CC(C)=CC=C1
55283-68-6	CCN(CC(C)=C)C1=C(C=C(C=C1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O
130929-57-6	CCN(CC)C(=O)C(=CC1=CC(O)=C(O)C(=C1)[N+]([O-])=O)C#N
15299-99-7	CCN(CC)C(=O)C(C)OC1=C2C=CC=CC2=CC=C1
13171-21-6	CCN(CC)C(=O)C(Cl)=C(C)OP(=O)(OC)OC
101152-94-7	CCN(CC)C(=O)C1(CC1CN)C1=CC=CC=C1
NOCAS_48522	CCN(CC)C(=O)C1=CC(=C(C=C1N(CC)CCN(C)C)N1CCC(CC1)C1=CC=CC=C1)S(=O)(=O)CC1=CC=CC=C1
304-84-7	CCN(CC)C(=O)C1=CC(OC)=C(O)C=C1
156727-74-1	CCN(CC)C(=O)C1=CC=C(C=C1)C(N1CC(C)N(CC=C)CC1C)C1=CC=CC(OC)=C1
134-62-3	CCN(CC)C(=O)C1=CC=CC(C)=C1
59-26-7	CCN(CC)C(=O)C1=CC=CN=C1
50-37-3	CCN(CC)C(=O)C1CN(C)C2CC3=CNC4=CC=CC(=C34)C2=C1
63-12-7	CCN(CC)C(=O)C1CN2CCC3=CC(OC)=C(OC)C=C3C2CC1OC(C)=O
1187-03-7	CCN(CC)C(=O)N(CC)CC
1642-54-2	CCN(CC)C(=O)N1CCN(C)CC1
57470-78-7	CCN(CC)C(=O)NC1=CC(C(C)=O)=C(OCC(O)CNC(C)(C)C)C=C1
37686-84-3	CCN(CC)C(=O)NC1CC2C(CC3=CNC4=CC=CC2=C34)N(C)C1
159701-44-7	CCN(CC)C(=O)NC1CN(C)C2CC3=CNC4=CC=CC(=C34)C2=C1
28249-77-6	CCN(CC)C(=O)SCC1=CC=C(Cl)C=C1
95-06-7	CCN(CC)C(=S)SCC(Cl)=C
97-77-8	CCN(CC)C(=S)SSC(=S)N(CC)CC
685-91-6	CCN(CC)C(C)=O
134-80-5	CCN(CC)C(C)C(=O)C1=CC=CC=C1
1094-08-2	CCN(CC)C(C)CN1C2=CC=CC=C2SC2=CC=CC=C12
88-10-8	CCN(CC)C(Cl)=O
20624-25-3	CCN(CC)C(S)=S
148-18-5	CCN(CC)C(S)=S
617-84-5	CCN(CC)C=O
29091-05-2	CCN(CC)C1=C(C=C(C(N)=C1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O
15421-84-8	CCN(CC)C1=CC(C)=NC2=NC=NN12
5809-23-4	CCN(CC)C1=CC(O)=C(C=C1)C(=O)C1=C(C=CC=C1)C(O)=O
68238-36-8	CCN(CC)C1=CC=C(C=C1)C(=C1C=CC(C=C1)=[N+](CC)CC)C1=C(C=CC(=C1)S(O)(=O)=O)S(O)(=O)=O
129-17-9	CCN(CC)C1=CC=C(C=C1)C(=C1C=CC(C=C1)=[N+](CC)CC)C1=CC=C(C=C1S(O)(=O)=O)S(O)(=O)=O
633-03-4	CCN(CC)C1=CC=C(C=C1)C(C1=CC=CC=C1)=C1C=CC(C=C1)=[N+](CC)CC
2481-94-9	CCN(CC)C1=CC=C(C=C1)N=NC1=CC=CC=C1
17754-90-4	CCN(CC)C1=CC=C(C=O)C(O)=C1
120-21-8	CCN(CC)C1=CC=C(C=O)C=C1
93-05-0	CCN(CC)C1=CC=C(N)C=C1
38051-02-4	CCN(CC)C1=CC=C(N=NC2=CC=C(C=C2)S(=O)(=O)N(C)C)C(=C1)S(=O)(=O)NCC[N+]1=CC=CC=C1
91-44-1	CCN(CC)C1=CC=C2C(C)=CC(=O)OC2=C1
509-34-2	CCN(CC)C1=CC=C2C(OC3=CC(=CC=C3C22OC(=O)C3=CC=CC=C23)N(CC)CC)=C1
91-67-8	CCN(CC)C1=CC=CC(C)=C1
91-68-9	CCN(CC)C1=CC=CC(O)=C1
91-66-7	CCN(CC)C1=CC=CC=C1
81-88-9	CCN(CC)C1=CC2=[O+]C3=C(C=CC(=C3)N(CC)CC)C(=C2C=C1)C1=C(C=CC=C1)C(O)=O
29232-93-7	CCN(CC)C1=NC(OP(=S)(OC)OC)=CC(C)=N1
91-65-6	CCN(CC)C1CCCCC1
121-44-8	CCN(CC)CC
1508-65-2	CCN(CC)CC#CCOC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1
1027-14-1	CCN(CC)CC(=O)NC1=C(C)C=C(C)C=C1C
137-58-6	CCN(CC)CC(=O)NC1=C(C)C=CC=C1C
3686-58-6	CCN(CC)CC(=O)NC1=C(C)C=CC=C1C(=O)OC
66532-85-2	CCN(CC)CC(=O)OC1=CC=C(NC(C)=O)C=C1
76-47-1	CCN(CC)CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC12C
6398-98-7	CCN(CC)CC1=C(O)C=CC(NC2=CC=NC3=CC(Cl)=CC=C23)=C1
102394-31-0	CCN(CC)CC1CCCCN1CC(=O)N1C2=C(C=CC=C2)C(=O)NC2=C1N=CC=C2
30223-48-4	CCN(CC)CCC(=O)N1C2=CC=CC=C2SC2=CC=C(C=C12)C(F)(F)F
800-22-6	CCN(CC)CCC(=O)N1C2=CC=CC=C2SC2=CC=C(Cl)C=C12
1949-20-8	CCN(CC)CCC1=NC(=NO1)C1=CC=CC=C1
6151-30-0	CCN(CC)CCCC(C)NC1=C2C=C(OC)C=CC2=NC2=CC(Cl)=CC=C12
10023-54-8	CCN(CC)CCCC(C)NC1=C2C=CC(Cl)=CC2=NC(C=CC2=CC=CC=C2Cl)=C1
869-24-9	CCN(CC)CCCl
33237-74-0	CCN(CC)CCCN(C1CC2=CC=CC=C2C1)C1=CC=CC=C1
100-36-7	CCN(CC)CCN
23465-76-1	CCN(CC)CCN1C(=O)C(CC2=CC=C(OC)C=C2)=NC2=C1C=CC=C2
17617-23-1	CCN(CC)CCN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=C(F)C=CC=C1
51012-33-0	CCN(CC)CCNC(=O)C1=CC(=CC=C1OC)S(C)(=O)=O
4093-35-0	CCN(CC)CCNC(=O)C1=CC(Br)=C(N)C=C1OC
364-62-5	CCN(CC)CCNC(=O)C1=CC(Cl)=C(N)C=C1OC
5486-77-1	CCN(CC)CCNC(=O)C1=CC=C(Cl)C=C1OCC=C
614-39-1	CCN(CC)CCNC(=O)C1=CC=C(N)C=C1
51-06-9	CCN(CC)CCNC(=O)C1=CC=C(N)C=C1
34118-92-8	CCN(CC)CCNC(=O)C1=CC=C(NC(C)=O)C=C1
101526-62-9	CCN(CC)CCNC(=O)C1=CC=C(NS(C)(=O)=O)C=C1
1223-36-5	CCN(CC)CCNC(=O)COC1=CC=C(Cl)C=C1
3413-64-7	CCN(CC)CCNC(=O)COC1=CC=C(OC)C=C1
54-30-8	CCN(CC)CCNC(C(=O)OCCC(C)C)C1=CC=CC=C1
155990-20-8	CCN(CC)CCNC1=C2C(=O)C3=C(SC2=C(CNC=O)C=C1)C=CC(OC)=C3
3105-97-3	CCN(CC)CCNC1=CC=C(CO)C2=C1C(=O)C1=CC=CC=C1S2
100-37-8	CCN(CC)CCO
3563-01-7	CCN(CC)CCOC(=O)C(C)(C1=CC=CC=C1)C1=CC=CC=C1
105-16-8	CCN(CC)CCOC(=O)C(C)=C
50-42-0	CCN(CC)CCOC(=O)C(C1=CC=CC=C1)C1=CC=CC=C1
548-66-3	CCN(CC)CCOC(=O)C(C1CCCCC1)C1=CC=CC=C1
3200-06-4	CCN(CC)CCOC(=O)C(CC1CCCO1)CC1=CC=CC2=CC=CC=C12
302-40-9	CCN(CC)CCOC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1
2426-54-2	CCN(CC)CCOC(=O)C=C
77-19-0	CCN(CC)CCOC(=O)C1(CCCCC1)C1CCCCC1
51-05-8	CCN(CC)CCOC(=O)C1=CC=C(N)C=C1
3858-89-7	CCN(CC)CCOC(=O)C1=CC=C(N)C=C1Cl
1641-74-3	CCN(CC)CCOC(=O)C1=CC=CN=C1
90-54-0	CCN(CC)CCOC1=C(C=CC=C1)C(=O)CCC1=CC=CC=C1
911-45-5	CCN(CC)CCOC1=CC=C(C=C1)C(=C(Cl)C1=CC=CC=C1)C1=CC=CC=C1
50-41-9	CCN(CC)CCOC1=CC=C(C=C1)C(=C(Cl)C1=CC=CC=C1)C1=CC=CC=C1
78-41-1	CCN(CC)CCOC1=CC=C(C=C1)C(O)(CC1=CC=C(Cl)C=C1)C1=CC=C(C)C=C1
2607-31-0	CCN(CC)CCOC1=CC=C(C=C1)C1=NC2=CC(Cl)=CC=C2S1
98774-23-3	CCN(CC)CCOC1=CC=C(CC2=CC=CC=C2)C=C1
27591-97-5	CCN(CC)CCOC1=CC=C2C3=CC=C(OCCN(CC)CC)C=C3C(=O)C2=C1
95-27-2	CCN(CC)CCOC1=CC=C2N=C(SC2=C1)N(C)C
15687-23-7	CCN(CC)CCOC1=CC=CC=C1OC
3039-71-2	CCN(CC)CCOC1CCC2(C)C3CCC4(C)C(CCC4=O)C3CC=C2C1
52432-72-1	CCN(CC)CCOCCOC(=O)C(CC)(CC)C1=CC=CC=C1
77-23-6	CCN(CC)CCOCCOC(=O)C1(CCCC1)C1=CC=CC=C1
82-99-5	CCN(CC)CCSC(=O)C(C1=CC=CC=C1)C1=CC=CC=C1
55297-95-5	CCN(CC)CCSCC(=O)OC1CC(C)(C=C)C(O)C(C)C23CCC(=O)C2C1(C)C(C)CC3
372965-00-9	CCN(CC)N(O)N=O
55-18-5	CCN(CC)N=O
1213-06-5	CCN(CC)S(=O)(=O)C1=CC=C(C=C1)C(O)=O
62924-70-3	CCN(CC1=C(Cl)C=CC=C1F)C1=C(C=C(C=C1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O
2353-45-9	CCN(CC1=CC(=CC=C1)S(O)(=O)=O)C1=CC=C(C=C1)C(=C1C=CC(C=C1)=[N+](CC)CC1=CC(=CC=C1)S(O)(=O)=O)C1=C(C=C(O)C=C1)S(O)(=O)=O
3844-45-9	CCN(CC1=CC(=CC=C1)S(O)(=O)=O)C1=CC=C(C=C1)C(=C1C=CC(C=C1)=[N+](CC)CC1=CC=CC(=C1)S(O)(=O)=O)C1=C(C=CC=C1)S(O)(=O)=O
101-11-1	CCN(CC1=CC(=CC=C1)S(O)(=O)=O)C1=CC=CC=C1
150824-47-8	CCN(CC1=CC=C(Cl)N=C1)C(C[N+]([O-])=O)=NC
4680-78-8	CCN(CC1=CC=CC(=C1)S(O)(=O)=O)C1=CC=C(C=C1)C(C1=CC=CC=C1)=C1C=CC(C=C1)=[N+](CC)CC1=CC(=CC=C1)S(O)(=O)=O
92-59-1	CCN(CC1=CC=CC=C1)C1=CC=CC=C1
1508-75-4	CCN(CC1=CC=NC=C1)C(=O)C(CO)C1=CC=CC=C1
NOCAS_47379	CCN(Cc1cccnc1)C(=O)c1cccc(Cl)c1C1(C)C(=O)N(Cc2ccc(OC)cc2OC)c2ccc(Cl)cc12
13301-61-6	CCN(CCC#N)C1=CC=C(C=C1)N=NC1=C(Cl)C=C(C=C1Cl)[N+]([O-])=O
31482-56-1	CCN(CCC#N)C1=CC=C(C=C1)N=NC1=CC=C(C=C1)[N+]([O-])=O
148-87-8	CCN(CCC#N)C1=CC=CC=C1
5560-59-8	CCN(CCCC1=CC=CC=C1)CCCC1=CC=CC=C1
2753-45-9	CCN(CCCCOC(=O)C1=CC(OC)=C(OC)C=C1)C(C)CC1=CC=C(OC)C=C1
19248-13-6	CCN(CCN)C1=CC(C)=CC=C1
91-88-3	CCN(CCO)C1=CC(C)=CC=C1
747-36-4	CCN(CCO)CCCC(C)NC1=CC=NC2=CC(Cl)=CC=C12
20684-06-4	CCN(CCO)CCN1C(CC2=CC=CC=C2)=NC2=C1C(=O)N(C)C(=O)N2C
139-87-7	CCN(CCO)CCO
759-73-9	CCN(N=O)C(N)=O
3710-84-7	CCN(O)CC
605-91-4	CCN1C(=CC=CC2=[N+](CC)C3=C(C=CC=C3)C=C2)C=CC2=C1C=CC=C2
86-35-1	CCN1C(=O)NC(C1=O)C1=CC=CC=C1
21590-92-1	CCN1C(NC2=CC=C(OCCN3CCCCC3)C=C2)C2=C(C=CC=C2)C1=O
514-73-8	CCN1C(SC2=C1C=CC=C2)=CC=CC=CC1=[N+](CC)C2=C(S1)C=CC=C2
54646-38-7	CCN1C(SC2=C1C=CC=C2)=CC=CC=CC1=[N+](CC)C2=C(S1)C=CC=C2
905-97-5	CCN1C(SC2=CC=CC=C12)=CC=CC1=[N+](CC)C2=CC=CC=C2S1
98079-52-8	CCN1C=C(C(O)=O)C(=O)C2=C1C(F)=C(N1CCNC(C)C1)C(F)=C2
70458-95-6	CCN1C=C(C(O)=O)C(=O)C2=C1C=C(N1CCN(C)CC1)C(F)=C2
389-08-2	CCN1C=C(C(O)=O)C(=O)C2=C1N=C(C)C=C2
19562-30-2	CCN1C=C(C(O)=O)C(=O)C2=C1N=C(N=C2)N1CCCC1
51940-44-4	CCN1C=C(C(O)=O)C(=O)C2=C1N=C(N=C2)N1CCNCC1
70458-96-7	CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1
74011-58-8	CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(N=C12)N1CCNCC1
14698-29-4	CCN1C=C(C(O)=O)C(=O)C2=CC3=C(OCO3)C=C12
65039-09-0	CCN1C=C[N+](C)=C1
412009-61-1	CCN1C=C[N+](C)=C1
65039-08-9	CCN1C=C[N+](C)=C1
331717-63-6	CCN1C=C[N+](C)=C1
145022-44-2	CCN1C=C[N+](C)=C1
35935-34-3	CCN1C=C[N+](C)=C1
516474-01-4	CCN1C=C[N+](C)=C1
342573-75-5	CCN1C=C[N+](C)=C1
143314-14-1	CCN1C=C[N+](C)=C1
145022-45-3	CCN1C=C[N+](C)=C1
155371-19-0	CCN1C=C[N+](C)=C1
17784-12-2	CCN1C=CC(NS(=O)(=O)C2=CC=C(N)C=C2)=NC1=O
98892-76-3	CCN1C=CN(C)C1C
81167-16-0	CCN1C=CN=C1CC1COC2=CC=CC=C2O1
86-20-4	CCN1C2=C(C=CC=C2)C2=C1C=CC(=C2)[N+]([O-])=O
132-32-1	CCN1C2=C(C=CC=C2)C2=C1C=CC(N)=C2
6109-97-3	CCN1C2=C(C=CC=C2)C2=C1C=CC(N)=C2
155270-99-8	CCN1C2=C(N(C)C(C=CC3=CC(OC)=C(OC)C=C3)=N2)C(=O)N(CC)C1=O
86-28-2	CCN1C2=CC=CC=C2C2=C1C=CC=C2
113-07-5	CCN1CC(CCN2CCOCC2)C(C1=O)(C1=CC=CC=C1)C1=CC=CC=C1
180084-01-9	CCN1CCC2(COC3=C2C=C2N(CCC2=C3)C(=O)C2=CC=C(C=C2)C2=CC=C(C=C2C)C2=NN=C(C)O2)CC1
36067-72-8	CCN1CCC2=C(CC1)N=C(N)O2
129-77-1	CCN1CCCC(C1)OC(=O)C(C1=CC=CC=C1)C1=CC=CC=C1
2687-91-4	CCN1CCCC1=O
26116-12-1	CCN1CCCC1CN
66304-03-8	CCN1CCCC1CNC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1
84225-95-6	CCN1CCCC1CNC(=O)C1=C(O)C(Cl)=CC(Cl)=C1OC
97612-24-3	CCN1CCCC1CNC(=O)C1=C(OC)C(Cl)=CC(CC)=C1O
23672-07-3	CCN1CCCC1CNC(=O)C1=C(OC)C=CC(=C1)S(N)(=O)=O
15676-16-1	CCN1CCCC1CNC(=O)C1=C(OC)C=CC(=C1)S(N)(=O)=O
80125-14-0	CCN1CCCC1CNC(=O)C1=C(OC)C=CC(Br)=C1OC
71675-85-9	CCN1CCCC1CNC(=O)C1=CC(=C(N)C=C1OC)S(=O)(=O)CC
23694-17-9	CCN1CCCC1CNC(=O)C1=CC(=CC=C1OC)S(=O)(=O)CC
59703-84-3	CCN1CCN(C(=O)NC(C(=O)NC2C3SC(C)(C)C(N3C2=O)C(O)=O)C2=CC=CC=C2)C(=O)C1=O
62893-20-3	CCN1CCN(C(=O)NC(C(=O)NC2C3SCC(CSC4=NN=NN4C)=C(N3C2=O)C(O)=O)C2=CC=C(O)C=C2)C(=O)C1=O
93106-60-6	CCN1CCN(CC1)C1=CC2=C(C=C1F)C(=O)C(=CN2C1CC1)C(O)=O
132810-10-7	CCN1CCN(CC1)C1=NC2=C(CCCCCC2)C(=C1)C1=CC=C(F)C=C1
100-74-3	CCN1CCOCC1
7779-27-3	CCN1CN(CC)CN(CC)C1
28657-80-9	CCN1N=C(C(O)=O)C(=O)C2=CC3=C(OCO3)C=C12
349495-42-7	CCN1N=C(C)C2=C1C(=O)NCC(=N2)C1=CC=C(O)C=C1
313994-79-5	CCN1N=C(CC2=CC=CC=C2)C=C1C1CCN(CC2CC(CC2C2=CC=CC(F)=C2)N(C)C(C(C)C)C(O)=O)CC1
69049-06-5	CCN1N=NN(CCN2CCC(COC)(CC2)N(C(=O)CC)C2=CC=CC=C2)C1=O
16118-49-3	CCNC(=O)C(C)OC(=O)NC1=CC=CC=C1
58473-74-8	CCNC(=O)C=CC1=CC=CC(Br)=C1
39711-79-0	CCNC(=O)C1CC(C)CCC1C(C)C
74381-53-6	CCNC(=O)C1CCCN1C(=O)C(CCCNC(N)=N)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1cnc[nH]1)NC(=O)C1CCC(=O)N1
82318-06-7	CCNC(=O)C1CCCN1C(=O)C(CCCNC(N)=N)NC(=O)C(CC(C)C)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1c[nH]cn1)NC(=O)C1CCC(=O)N1
38234-21-8	CCNC(=O)C1CCCN1C(=O)C(CCCNC(N)=N)NC(=O)C(CC(C)C)NC(=O)CNC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1cnc[nH]1)NC(=O)C1CCC(=O)N1
81409-90-7	CCNC(=O)N(CCCN(C)C)C(=O)C1CC2C(CC3=CNC4=CC=CC2=C34)N(CC=C)C1
57966-95-7	CCNC(=O)NC(=O)C(=NOC)C#N
71475-35-9	CCNC(=O)NCC1=CC(Cl)=CC=C1
120958-90-9	CCNC(=O)NCCCOC1=CC=CC(CN2CCCCC2)=C1
105-55-5	CCNC(=S)NCC
3616-78-2	CCNC(C)CC1=CC(=CC=C1)C(F)(F)F
458-24-2	CCNC(C)CC1=CC(=CC=C1)C(F)(F)F
3239-45-0	CCNC(C)CC1=CC(=CC=C1)C(F)(F)F
74341-78-9	CCNC(C)CC1=CC=C2OCOC2=C1
26194-77-4	CCNC(C)CC1=CC=CC=C1
14176-50-2	CCNC1(CCCCC1=O)C1=CC=CS1
102-27-2	CCNC1=CC(C)=CC=C1
120-37-6	CCNC1=CC(O)=CC=C1C
2390-60-5	CCNC1=CC=C(C(C2=CC=C(C=C2)N(CC)CC)=C2C=CC(C=C2)=[N+](CC)CC)C2=C1C=CC=C2
103-69-5	CCNC1=CC=CC=C1
989-38-8	CCNC1=CC2=[O+]C3=C(C=C(C)C(NCC)=C3)C(=C2C=C1C)C1=C(C=CC=C1)C(=O)OCC
1007-28-9	CCNC1=NC(N)=NC(Cl)=N1
21725-46-2	CCNC1=NC(NC(C)(C)C#N)=NC(Cl)=N1
5915-41-3	CCNC1=NC(NC(C)(C)C)=NC(Cl)=N1
1912-24-9	CCNC1=NC(NC(C)C)=NC(Cl)=N1
1610-17-9	CCNC1=NC(NC(C)C)=NC(OC)=N1
122-34-9	CCNC1=NC(NCC)=NC(Cl)=N1
33693-04-8	CCNC1=NC(OC)=NC(NC(C)(C)C)=N1
26259-45-0	CCNC1=NC(OC)=NC(NC(C)CC)=N1
886-50-0	CCNC1=NC(SC)=NC(NC(C)(C)C)=N1
22936-75-0	CCNC1=NC(SC)=NC(NC(C)C(C)C)=N1
834-12-8	CCNC1=NC(SC)=NC(NC(C)C)=N1
1014-70-6	CCNC1=NC(SC)=NC(NCC)=N1
130693-82-2	CCNC1CC(C)S(=O)(=O)C2=C1C=C(S2)S(N)(=O)=O
138890-62-7	CCNC1CN(CCCOC)S(=O)(=O)C2=C1C=C(S2)S(N)(=O)=O
109-89-7	CCNCC
660-68-4	CCNCC
18328-90-0	CCNCC(C)=C
534-87-2	CCNCC(O)C1=CC=CC(O)=C1
110-73-6	CCNCCO
31218-83-4	CCNP(=S)(OC)OC(C)=CC(=O)OC(C)C
4151-50-2	CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
80-39-7	CCNS(=O)(=O)C1=CC=C(C)C=C1
64-17-5	CCO
78-62-6	CCO[Si](C)(C)OCC
2897-60-1	CCO[Si](C)(CCCOCC1CO1)OCC
2031-67-6	CCO[Si](C)(OCC)OCC
17980-47-1	CCO[Si](CC(C)C)(OCC)OCC
78-07-9	CCO[Si](CC)(OCC)OCC
919-31-3	CCO[Si](CCC#N)(OCC)OCC
10217-34-2	CCO[Si](CCC1CCC2OC2C1)(OCC)OCC
5089-70-3	CCO[Si](CCCCl)(OCC)OCC
919-30-2	CCO[Si](CCCN)(OCC)OCC
24801-88-5	CCO[Si](CCCN=C=O)(OCC)OCC
23779-32-0	CCO[Si](CCCNC(N)=O)(OCC)OCC
14814-09-6	CCO[Si](CCCS)(OCC)OCC
40372-72-3	CCO[Si](CCCSSSSCCC[Si](OCC)(OCC)OCC)(OCC)OCC
78-08-0	CCO[Si](OCC)(OCC)C=C
780-69-8	CCO[Si](OCC)(OCC)C1=CC=CC=C1
78-10-4	CCO[Si](OCC)(OCC)OCC
150-46-9	CCOB(OCC)OCC
2318-25-4	CCOC(=N)CC(=O)OCC
25717-80-0	CCOC(=O)[N-]C1=C[N+](=NO1)N1CCOCC1
7085-85-0	CCOC(=O)C(=C)C#N
64987-03-7	CCOC(=O)C(=O)C1=CSC(NC=O)=N1
64920-29-2	CCOC(=O)C(=O)CCC1=CC=CC=C1
78834-75-0	CCOC(=O)C(=O)CCCCCCl
95-92-1	CCOC(=O)C(=O)OCC
2882-19-1	CCOC(=O)C(Br)C1=CC=CC=C1
5232-99-5	CCOC(=O)C(C#N)=C(C1=CC=CC=C1)C1=CC=CC=C1
3938-95-2	CCOC(=O)C(C)(C)C
637-07-0	CCOC(=O)C(C)(C)OC1=CC=C(Cl)C=C1
2508-79-4	CCOC(=O)C(C)(N)CC1=CC(O)=C(O)C=C1
97-63-2	CCOC(=O)C(C)=C
609-14-3	CCOC(=O)C(C)C(C)=O
97-64-3	CCOC(=O)C(C)O
687-47-8	CCOC(=O)C(C)O
