cas,cluster,smiles,inchikey
3033-62-3,21,CN(C)CCOCCN(C)C,GTEXIOINCJRBIO-UHFFFAOYSA-N
544-31-0,21,CCCCCCCCCCCCCCCC(=O)NCCO,HXYVTAGFYLMHSO-UHFFFAOYSA-N
72-14-0,21,NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CS1,JNMRHUJNCSQMMB-UHFFFAOYSA-N
92623-83-1,21,COC1=CC=C(C=C1)C(=O)C1=C(C)N(CCN2CCOCC2)C2=C1C=CC=C2,MEUQWHZOUDZXHH-UHFFFAOYSA-N
115-02-6,21,NC(COC(=O)C=[N+]=[N-])C(O)=O,MZZGOOYMKKIOOX-UHFFFAOYSA-N
31501-11-8,21,CCCCCC(=O)OCCC=CCC,RGACQXBDYBCJCY-UHFFFAOYSA-N
2627-69-2,21,NC(=O)C1=C(N)N(C=N1)C1OC(CO)C(O)C1O,RTRQQBHATOEIAF-UHFFFAOYSA-N
87-25-2,21,CCOC(=O)C1=C(N)C=CC=C1,TWLLPUMZVVGILS-UHFFFAOYSA-N
30103-44-7,21,CCCCN1CCCC1C(=O)NC1=C(C)C=C(C)C=C1C,VEPZOLKTNZOTTQ-UHFFFAOYSA-N
1459-93-4,21,COC(=O)C1=CC(=CC=C1)C(=O)OC,VNGOYPQMJFJDLV-UHFFFAOYSA-N
118409-57-7,21,OC1=C(O)C=C(C=C(C#N)C#N)C=C1,VTJXFTPMFYAJJU-UHFFFAOYSA-N
930-55-2,21,O=NN1CCCC1,WNYADZVDBIBLJJ-UHFFFAOYSA-N
512-56-1,21,COP(=O)(OC)OC,WVLBCYQITXONBZ-UHFFFAOYSA-N
70356-09-1,21,COC1=CC=C(C=C1)C(=O)CC(=O)C1=CC=C(C=C1)C(C)(C)C,XNEFYCZVKIDDMS-UHFFFAOYSA-N
14952-06-8,21,CCCCCCC=CC(=O)OC,ZWNPUELCBZVMDA-UHFFFAOYSA-N
839-90-7,22,OCCN1C(=O)N(CCO)C(=O)N(CCO)C1=O,BPXVHIRIPLPOPT-UHFFFAOYSA-N
3165-93-3,22,CC1=C(N)C=CC(Cl)=C1,CXNVOWPRHWWCQR-UHFFFAOYSA-N
1553-60-2,22,CC(C)CC1=CC=C(CC(O)=O)C=C1,CYWFCPPBTWOZSF-UHFFFAOYSA-N
67952-65-2,22,CSC1=CN=C(C)C=N1,DNBQBSWEJGAAIY-UHFFFAOYSA-N
78-37-5,22,CC(C)=CCCC(C)(OC(=O)C=CC1=CC=CC=C1)C=C,DPFUEXLIKDHJNB-UHFFFAOYSA-N
110-12-3,22,CC(C)CCC(C)=O,FFWSICBKRCICMR-UHFFFAOYSA-N
143-27-1,22,CCCCCCCCCCCCCCCCN,FJLUATLTXUNBOT-UHFFFAOYSA-N
103-85-5,22,NC(=S)NC1=CC=CC=C1,FULZLIGZKMKICU-UHFFFAOYSA-N
829-74-3,22,CC(N)C(O)C1=CC(O)=C(O)C=C1,GEFQWZLICWMTKF-UHFFFAOYSA-N
615-28-1,22,NC1=C(N)C=CC=C1,GEYOCULIXLDCMW-UHFFFAOYSA-N
181274-17-9,22,COC1=NN(C(=O)NS(=O)(=O)C2=C(OC(F)(F)F)C=CC=C2)C(=O)N1C,GINFBXXYGUODAT-UHFFFAOYSA-N
133099-07-7,22,NC(=O)C(C1CCN(CCC2=CC3=C(OCC3)C=C2)C1)(C1=CC=CC=C1)C1=CC=CC=C1,HXGBXQDTNZMWGS-UHFFFAOYSA-N
280-57-9,22,C1CN2CCN1CC2,IMNIMPAHZVJRPE-UHFFFAOYSA-N
92-68-2,22,O=C1CCC(CC1)C1CCCCC1,JLYNSPSTPQAEAX-UHFFFAOYSA-N
60-00-4,22,OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CC(O)=O,KCXVZYZYPLLWCC-UHFFFAOYSA-N
16423-68-0,22,OC1=C(I)C2=C(C=C1I)C1(OC(=O)C3=CC=CC=C13)C1=C(O2)C(I)=C(O)C(I)=C1,OALHHIHQOFIMEF-UHFFFAOYSA-N
982-57-0,22,OC(C(COC(=O)CCC(O)=O)NC(=O)C(Cl)Cl)C1=CC=C(C=C1)[N+]([O-])=O,LIRCDOVJWUGTMW-UHFFFAOYSA-N
109-29-5,22,O=C1CCCCCCCCCCCCCCCO1,LOKPJYNMYCVCRM-UHFFFAOYSA-N
5407-98-7,22,O=C(C1CCC1)C1=CC=CC=C1,MVEBDOSCXOQNAR-UHFFFAOYSA-N
88-96-0,22,NC(=O)C1=C(C=CC=C1)C(N)=O,NAYYNDKKHOIIOD-UHFFFAOYSA-N
110-41-8,22,CCCCCCCCCC(C)C=O,NFAVNWJJYQAGNB-UHFFFAOYSA-N
15905-32-5,22,OC1=C(I)C2=C(C=C1I)C1(OC(=O)C3=CC=CC=C13)C1=C(O2)C(I)=C(O)C(I)=C1,OALHHIHQOFIMEF-UHFFFAOYSA-N
6961-46-2,22,OCCNC(=O)C=CC1=CC=CC=C1,OSCTXCOERRNGLW-UHFFFAOYSA-N
15639-50-6,22,CCCCCCCCCCCCCCCC(O)C(N)CO,OTKJDMGTUTTYMP-UHFFFAOYSA-N
6804-07-5,22,COC(=O)N=NCC1=[N+]([O-])C2=C(C=CC=C2)[N+]([O-])=C1,MNEVDKIIDLFLJZ-UHFFFAOYSA-N
127-25-3,22,COC(=O)C1(C)CCCC2(C)C3CCC(=CC3=CCC12)C(C)C,OVXRPXGVKBHGQO-UHFFFAOYSA-N
65473-14-5,22,CN(CC=CC1=CC=CC=C1)CC1=C2C=CC=CC2=CC=C1,OZGNYLLQHRPOBR-UHFFFAOYSA-N
254877-67-3,22,ClC1=CC=C(S1)S(=O)(=O)NC1=C(C=C(Cl)C=C1)C(=O)NC1=CC=C(C=C1)S(=O)(=O)N1CCOCC1,PQHLRGARXNPFCF-UHFFFAOYSA-N
5392-28-9,22,NC1=NC(N)=C(N)C(N)=N1,PZRKPUQWIFJRKZ-UHFFFAOYSA-N
NOCAS_48172,22,O=C1N(CCC2=NOC(=N2)C2=CC=C(CN3CCCCCC3)S2)C(=O)C2=C1C=CC=C2,QUKKMGJVXHURCY-UHFFFAOYSA-N
1166-34-3,22,CN(C)CCCSC1=CC=CC=C1NC(=O)C=CC1=CC=CC=C1,RSUVYMGADVXGOU-UHFFFAOYSA-N
145918-75-8,22,NC1=NC(=O)N(C=C1)C1COC(CO)O1,RXRGZNYSEHTMHC-UHFFFAOYSA-N
1724-39-6,22,OC1CCCCCCCCCCC1,SFVWPXMPRCIVOK-UHFFFAOYSA-N
97466-90-5,22,CCCN1CCCC2CC3=NC(N)=NC=C3CC12,TUFADSGTJUOBEH-UHFFFAOYSA-N
13679-70-4,22,CC1=CC=C(S1)C=O,VAUMDUIUEPIGHM-UHFFFAOYSA-N
2437-25-4,22,CCCCCCCCCCCC#N,VXCUURYYWGCLIH-UHFFFAOYSA-N
103-52-6,22,CCCC(=O)OCCC1=CC=CC=C1,WFNDDSQUKATKNX-UHFFFAOYSA-N
167820-10-2,22,FC1=C(C=CC=C1)C1=NC(NC(=O)C2=CC3=CC=CC=C3N2)C(=O)N2CCC3=C2C1=CC=C3,WKJDXKWFGJWGAS-UHFFFAOYSA-N
34413-35-9,22,C1CCC2=NC=CN=C2C1,XCZPDOCRSYZOBI-UHFFFAOYSA-N
15214-89-8,22,CC(C)(CS(O)(=O)=O)NC(=O)C=C,XHZPRMZZQOIPDS-UHFFFAOYSA-N
107-18-6,22,OCC=C,XXROGKLTLUQVRX-UHFFFAOYSA-N
112-52-7,22,CCCCCCCCCCCCCl,YAYNEUUHHLGGAH-UHFFFAOYSA-N
2426-08-6,22,CCCCOCC1CO1,YSUQLAYJZDEMOT-UHFFFAOYSA-N
103-24-2,22,CCCCC(CC)COC(=O)CCCCCCCC(=O)OCC(CC)CCCC,ZDWGXBPVPXVXMQ-UHFFFAOYSA-N
13473-26-2,22,OC1=C(Br)C2=C(C=C1Br)C1(OC(=O)C3=C1C(Cl)=C(Cl)C(Cl)=C3Cl)C1=C(O2)C(Br)=C(O)C(Br)=C1,ZYIBVBKZZZDFOY-UHFFFAOYSA-N
82-68-8,23,[O-][N+](=O)C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl,LKPLKUMXSAEKID-UHFFFAOYSA-N
103177-37-3,23,O=C(NC1=C2OC(=CC(=O)C2=CC=C1)C1=NN=NN1)C1=CC=C(OCCCCC2=CC=CC=C2)C=C1,NBQKINXMPLXUET-UHFFFAOYSA-N
17969-20-9,24,OC(=O)CC1=CSC(=N1)C1=CC=C(Cl)C=C1,APBSKHYXXKHJFK-UHFFFAOYSA-N
129630-19-9,24,CCOC(=O)COC1=C(Cl)C=C(F)C(=C1)C1=NN(C)C(OC(F)F)=C1Cl,APTZNLHMIGJTEW-UHFFFAOYSA-N
23255-99-4,24,OC(=O)COC1=NN(CC2=CC=CC=C2)C2=C1C=CC=C2,BYFMCKSPFYVMOU-UHFFFAOYSA-N
22204-53-1,24,COC1=CC2=CC=C(C=C2C=C1)C(C)C(O)=O,CMWTZPSULFXXJA-UHFFFAOYSA-N
599179-03-0,24,COCC(N1CCN(CC1C)C1(C)CCN(CC1)C(=O)C1=C(C)N=CN=C1C)C1=CC=C(C=C1)C(F)(F)F,CNPVJJQCETWNEU-UHFFFAOYSA-N
22071-15-4,24,CC(C(O)=O)C1=CC(=CC=C1)C(=O)C1=CC=CC=C1,DKYWVDODHFEZIM-UHFFFAOYSA-N
188489-07-8,24,CCOC(=O)COC1=CC(N2N=CC(=C(C)C2=O)C(F)(F)F)=C(F)C=C1Cl,DNUAYCRATWAJQE-UHFFFAOYSA-N
463-40-1,24,CCC=CCC=CCC=CCCCCCCCC(O)=O,DTOSIQBPPRVQHS-UHFFFAOYSA-N
505-52-2,24,OC(=O)CCCCCCCCCCCC(O)=O,DXNCZXXFRKPEPY-UHFFFAOYSA-N
53164-05-9,24,COC1=CC=C2N(C(=O)C3=CC=C(Cl)C=C3)C(C)=C(CC(=O)OCC(O)=O)C2=C1,FSQKKOOTNAMONP-UHFFFAOYSA-N
55268-74-1,24,O=C(C1CCCCC1)N1CC2N(CCC3=C2C=CC=C3)C(=O)C1,FSVJFNAIGNNGKK-UHFFFAOYSA-N
698-76-0,24,CCCC1CCCC(=O)O1,FYTRVXSHONWYNE-UHFFFAOYSA-N
334-48-5,24,CCCCCCCCCC(O)=O,GHVNFZFCNZKVNT-UHFFFAOYSA-N
495-85-2,24,COC1=CC(=O)OC(C1)C=CC1=CC2=C(OCO2)C=C1,GTEXBOVBADJOQH-UHFFFAOYSA-N
15687-27-1,24,CC(C)CC1=CC=C(C=C1)C(C)C(O)=O,HEFNNWSXXWATRW-UHFFFAOYSA-N
136-45-8,24,CCCOC(=O)C1=CC=C(N=C1)C(=O)OCCC,IITCWRFYJWUUPC-UHFFFAOYSA-N
105219-56-5,24,CC1=NN=C2CN=C(C3=C(SC(CCC(=O)N4CCOCC4)=C3)N12)C1=C(Cl)C=CC=C1,JGPJQFOROWSRRS-UHFFFAOYSA-N
18046-21-4,24,OC(=O)CC1=C(N=C(S1)C1=CC=CC=C1)C1=CC=C(Cl)C=C1,JIEKMACRVQTPRC-UHFFFAOYSA-N
151506-44-4,24,COC1=CC=C(C=C1)N1N=C(C=C1C1=CC=C(C=C1)S(C)=O)C(F)F,JJAPPCJXQFKMJL-UHFFFAOYSA-N
56-05-3,24,NC1=NC(Cl)=CC(Cl)=N1,JPZOAVGMSDSWSW-UHFFFAOYSA-N
133-32-4,24,OC(=O)CCCC1=CNC2=C1C=CC=C2,JTEDVYBZBROSJT-UHFFFAOYSA-N
124858-35-1,24,CC1CCC2=C(N3CCC(O)CC3)C(F)=CC3=C2N1C=C(C(O)=O)C3=O,JYJTVFIEFKZWCJ-UHFFFAOYSA-N
648917-13-9,24,OC(=O)C1CCN(CC1)C1=C(NC(=O)NC(=O)C2=CC(F)=C(F)C=C2Cl)C=C(F)C=C1,KAJJGOCSAXKXBD-UHFFFAOYSA-N
112-31-2,24,CCCCCCCCCC=O,KSMVZQYAVGTKIV-UHFFFAOYSA-N
94-81-5,24,CC1=C(OCCCC(O)=O)C=CC(Cl)=C1,LLWADFLAOKUBDR-UHFFFAOYSA-N
84379-13-5,24,CC(C)(C)OC(=O)C1=C2C3CCCN3C(=O)C3=C(C=CC=C3Br)N2C=N1,LWUDDYHYYNNIQI-UHFFFAOYSA-N
40828-46-4,24,CC(C(O)=O)C1=CC=C(C=C1)C(=O)C1=CC=CS1,MDKGKXOCJGEUJW-UHFFFAOYSA-N
389-08-2,24,CCN1C=C(C(O)=O)C(=O)C2=C1N=C(C)C=C2,MHWLWQUZZRMNGJ-UHFFFAOYSA-N
128639-02-1,24,CCOC(=O)C(Cl)CC1=C(Cl)C=C(F)C(=C1)N1N=C(C)N(C(F)F)C1=O,MLKCGVHIFJBRCD-UHFFFAOYSA-N
120-36-5,24,CC(OC1=C(Cl)C=C(Cl)C=C1)C(O)=O,MZHCENGPTKEIGP-UHFFFAOYSA-N
215297-27-1,24,CCCOC1=C(C=C(C=C1)S(=O)(=O)N1CCN(CC)CC1)C1=NC2=C(CC)N(CC3=CC=CC=N3)N=C2C(=O)N1,NIBCDDKWFDEBEP-UHFFFAOYSA-N
1918-02-1,24,NC1=C(Cl)C(Cl)=NC(C(O)=O)=C1Cl,NQQVFXUMIDALNH-UHFFFAOYSA-N
62476-59-9,24,OC(=O)C1=C(C=CC(OC2=CC=C(C=C2Cl)C(F)(F)F)=C1)[N+]([O-])=O,NUFNQYOELLVIPL-UHFFFAOYSA-N
50594-66-6,24,OC(=O)C1=C(C=CC(OC2=CC=C(C=C2Cl)C(F)(F)F)=C1)[N+]([O-])=O,NUFNQYOELLVIPL-UHFFFAOYSA-N
3739-38-6,24,OC(=O)C1=CC(OC2=CC=CC=C2)=CC=C1,NXTDJHZGHOFSQG-UHFFFAOYSA-N
21256-18-8,24,OC(=O)CCC1=NC(=C(O1)C1=CC=CC=C1)C1=CC=CC=C1,OFPXSFXSNFPTHF-UHFFFAOYSA-N
94-75-7,24,OC(=O)COC1=C(Cl)C=C(Cl)C=C1,OVSKIKFHRZPJSS-UHFFFAOYSA-N
2702-72-9,24,OC(=O)COC1=C(Cl)C=C(Cl)C=C1,OVSKIKFHRZPJSS-UHFFFAOYSA-N
2008-39-1,24,OC(=O)COC1=C(Cl)C=C(Cl)C=C1,OVSKIKFHRZPJSS-UHFFFAOYSA-N
NOCAS_47383,24,OC(=O)C1=CC=C2N(CC3=NOC(=C3)C3=CC=C(Cl)S3)C(=NC2=C1)C(=O)NC1CCN(CC1)C1CC1,PQDRCVHHJPMGKO-UHFFFAOYSA-N
53716-49-7,24,CC(C(O)=O)C1=CC2=C(C=C1)C1=C(N2)C=CC(Cl)=C1,PUXBGTOOZJQSKH-UHFFFAOYSA-N
108612-45-9,24,CN(C1CCN(CC1)C1=NC2=C(C=CC=C2)N1CC1=CC=C(F)C=C1)C1=NC=CC(=O)N1,PVLJETXTTWAYEW-UHFFFAOYSA-N
5728-52-9,24,OC(=O)CC1=CC=C(C=C1)C1=CC=CC=C1,QRZAKQDHEVVFRX-UHFFFAOYSA-N
55335-06-3,24,OC(=O)COC1=C(Cl)C=C(Cl)C(Cl)=N1,REEQLXCGVXDJSQ-UHFFFAOYSA-N
37762-06-4,24,CCCOC1=CC=CC=C1C1=NC2=C(N=NN2)C(=O)N1,REZGGXNDEMKIQB-UHFFFAOYSA-N
120-23-0,24,OC(=O)COC1=CC2=C(C=CC=C2)C=C1,RZCJYMOBWVJQGV-UHFFFAOYSA-N
93-76-5,24,OC(=O)COC1=C(Cl)C=C(Cl)C(Cl)=C1,SMYMJHWAQXWPDB-UHFFFAOYSA-N
5104-49-4,24,CC(C(O)=O)C1=CC=C(C(F)=C1)C1=CC=CC=C1,SYTBZMRGLBWNTM-UHFFFAOYSA-N
52549-17-4,24,CC(C(O)=O)C1=CC2=C(OC3=NC=CC=C3C2)C=C1,TVQZAMVBTVNYLA-UHFFFAOYSA-N
64490-92-2,24,CN1C(CC(O)=O)=CC=C1C(=O)C1=CC=C(C)C=C1,UPSPUYADGBWSHF-UHFFFAOYSA-N
111974-69-7,24,OCCOCCN1CCN(CC1)C1=NC2=C(SC3=C1C=CC=C3)C=CC=C2,URKOMYMAXPYINW-UHFFFAOYSA-N
93479-97-1,24,CCC1=C(C)CN(C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC2CCC(C)CC2)C1=O,WIGIZIANZCJQQY-UHFFFAOYSA-N
5165-97-9,24,CC(C)(CS(O)(=O)=O)NC(=O)C=C,XHZPRMZZQOIPDS-UHFFFAOYSA-N
53808-88-1,24,OC(=O)CC1=CN(N=C1C1=CC=C(Cl)C=C1)C1=CC=CC=C1,XVUQHFRQHBLHQD-UHFFFAOYSA-N
94-82-6,24,OC(=O)CCCOC1=CC=C(Cl)C=C1Cl,YIVXMZJTEQBPQO-UHFFFAOYSA-N
10433-59-7,24,OC(=O)CCCOC1=CC=C(Cl)C=C1Cl,YIVXMZJTEQBPQO-UHFFFAOYSA-N
138402-11-6,24,CCCCC1=NC2(CCCC2)C(=O)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NN=NN1,YOSHYTLCDANDAN-UHFFFAOYSA-N
73367-80-3,24,OC(=O)CCCCCCCCCCCBr,YYKBWYBUCFHYPR-UHFFFAOYSA-N
117337-19-6,24,COC(=O)CSC1=CC(N=C2SC(=O)N3CCCCN23)=C(F)C=C1Cl,ZCNQYNHDVRPZIH-UHFFFAOYSA-N
10238-21-8,24,COC1=C(C=C(Cl)C=C1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1,ZNNLBTZKUZBEKO-UHFFFAOYSA-N
36330-85-5,24,OC(=O)CCC(=O)C1=CC=C(C=C1)C1=CC=CC=C1,ZPAKPRAICRBAOD-UHFFFAOYSA-N
207736-05-8,24,CC(C)C1(CCC2=CC=C(N)C=C2)CC(=O)C(SC2=C(C=C(CO)C(C)=C2)C(C)(C)C)C(=O)O1,YDZPKVMVMXBCHP-UHFFFAOYSA-N
64092-48-4,24,CN1C(CC(O)=O)=CC(C)=C1C(=O)C1=CC=C(Cl)C=C1,ZXVNMYWKKDOREA-UHFFFAOYSA-N
18924-66-8,25,CCCCCCCCCCCCCCN(CCO)CCO,CPHJEACXPATRSU-UHFFFAOYSA-N
6724-53-4,25,C(C(C1CCCCC1)C1CCCCC1)C1CCCCN1,CYXKNKQEMFBLER-UHFFFAOYSA-N
68959-20-6,25,CCCCCCCCCC[N+](C)(CCCCCCCCCC)CCC[Si](OC)(OC)OC,CZIAHOKVOQSYHN-UHFFFAOYSA-N
725228-45-5,25,NCC1=CC=CC(=C1)C1CCN(CC1)C(=O)C1=CC=C(O1)C#CC1=CC=CC=C1F,FTLQSQQQFMZPKO-UHFFFAOYSA-N
50-41-9,25,CCN(CC)CCOC1=CC=C(C=C1)C(=C(Cl)C1=CC=CC=C1)C1=CC=CC=C1,GKIRPKYJQBWNGO-UHFFFAOYSA-N
68844-77-9,25,COC1=CC=C(CCN2CCC(CC2)NC2=NC3=CC=CC=C3N2CC2=CC=C(F)C=C2)C=C1,GXDALQBWZGODGZ-UHFFFAOYSA-N
NOCAS_47381,25,CCCOC1=C(Br)C(C)=C(S1)C(=O)N1CCC(CC1)C1=CC(CN)=CC=C1F,IFWLUOOAWLUBQN-UHFFFAOYSA-N
145158-71-0,25,CCCCCNC(=N)N=NCC1=CNC2=C1C=C(OC)C=C2,GUSBUMLSQCLAEW-UHFFFAOYSA-N
929-73-7,25,CCCCCCCCCCCCN,JRBPAEWTRLWTQC-UHFFFAOYSA-N
2026-24-6,25,CC(C)C1=CC2=C(C=C1)C1(C)CCCC(C)(CN)C1CC2,JVVXZOOGOGPDRZ-UHFFFAOYSA-N
130-61-0,25,CSC1=CC2=C(SC3=CC=CC=C3N2CCC2CCCCN2C)C=C1,KLBQZWRITKRQQV-UHFFFAOYSA-N
143-50-0,25,ClC12C(=O)C3(Cl)C4(Cl)C1(Cl)C1(Cl)C2(Cl)C3(Cl)C4(Cl)C1(Cl)Cl,LHHGDZSESBACKH-UHFFFAOYSA-N
67469-78-7,25,FC1=CC=C(C=C1)C(OCCN1CCN(CCCC2=CC=CC=C2)CC1)C1=CC=C(F)C=C1,NAUWTFJOPJWYOT-UHFFFAOYSA-N
54965-24-1,25,CCC(=C(C1=CC=CC=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1,NKANXQFJJICGDU-UHFFFAOYSA-N
10540-29-1,25,CCC(=C(C1=CC=CC=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1,NKANXQFJJICGDU-UHFFFAOYSA-N
64359-81-5,25,CCCCCCCCN1SC(Cl)=C(Cl)C1=O,PORQOHRXAJJKGK-UHFFFAOYSA-N
57-09-0,25,CCCCCCCCCCCCCCCC[N+](C)(C)C,RLGQACBPNDBWTB-UHFFFAOYSA-N
53152-21-9,25,[H]C12CC3=C4C(OC5C4(CCN1CC1CC1)C21CCC5(OC)C(C1)C(C)(O)C(C)(C)C)=C(O)C=C3,RMRJXGBAOAMLHD-UHFFFAOYSA-N
NOCAS_47353,25,CN(C)C(=O)C1(CCN(CCC2(CN(CCO2)C(=O)C2=CC=CC=C2)C2=CC=C(Cl)C(Cl)=C2)CC1)N1CCCCC1,RVQZVVJLIUXDPN-UHFFFAOYSA-N
3179-80-4,25,CCCCCCCCCCCC(=O)NCCCN(C)C,TWMFGCHRALXDAR-UHFFFAOYSA-N
68392-35-8,25,CCC(=C(C1=CC=C(O)C=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1,TXUZVZSFRXZGTL-UHFFFAOYSA-N
364782-34-3,25,CC(NCCCC1=CC=CC(=C1)C(F)(F)F)C1=C2C=CC=CC2=CC=C1,VDHAWDNDOKGFTD-UHFFFAOYSA-N
95-38-5,25,CCCCCCCCC=CCCCCCCCC1=NCCN1CCO,WGTDLPBPQKAPMN-UHFFFAOYSA-N
89778-27-8,25,CN(C)CCOC1=CC=C(C=C1)C(=C(CCCl)C1=CC=CC=C1)C1=CC=CC=C1,XFCLJVABOIYOMF-UHFFFAOYSA-N
538-71-6,25,CCCCCCCCCCCC[N+](C)(C)CCOC1=CC=CC=C1,YXUPZGKORWTXID-UHFFFAOYSA-N
20562-02-1,25,CC1C2CCC(C)CN2C2CC3C4CC=C5CC(CCC5(C)C4CCC3(C)C12)OC1OC(CO)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1OC1OC(C)C(O)C(O)C1O,ZGVSETXHNHBTRK-UHFFFAOYSA-N
141626-36-0,25,CCCCN(CCCC)CCCOC1=CC=C(C=C1)C(=O)C1=C(CCCC)OC2=CC=C(NS(C)(=O)=O)C=C12,ZQTNQVWKHCQYLQ-UHFFFAOYSA-N
2634-33-5,26,O=C1NSC2=C1C=CC=C2,DMSMPAJRVJJAGA-UHFFFAOYSA-N
941-69-5,26,O=C1C=CC(=O)N1C1=CC=CC=C1,HIDBROSJWZYGSZ-UHFFFAOYSA-N
731-27-1,26,CN(C)S(=O)(=O)N(SC(F)(Cl)Cl)C1=CC=C(C)C=C1,HYVWIQDYBVKITD-UHFFFAOYSA-N
26530-20-1,26,CCCCCCCCN1SC=CC1=O,JPMIIZHYYWMHDT-UHFFFAOYSA-N
6317-18-6,26,N#CSCSC#N,JWZXKXIUSSIAMR-UHFFFAOYSA-N
58-27-5,26,CC1=CC(=O)C2=C(C=CC=C2)C1=O,MJVAVZPDRWSRRC-UHFFFAOYSA-N
541-59-3,26,O=C1NC(=O)C=C1,PEEHTFAAVSWFBL-UHFFFAOYSA-N
1192-52-5,26,ClC1=C(Cl)C(=O)SS1,QGSRKGWCQSATCL-UHFFFAOYSA-N
117-80-6,26,ClC1=C(Cl)C(=O)C2=C(C=CC=C2)C1=O,SVPKNMBRVBMTLB-UHFFFAOYSA-N
21564-17-0,26,N#CSCSC1=NC2=CC=CC=C2S1,TUBQDCKAWGHZPF-UHFFFAOYSA-N
118-75-2,26,ClC1=C(Cl)C(=O)C(Cl)=C(Cl)C1=O,UGNWTBMOAKPKBL-UHFFFAOYSA-N
31519-22-9,26,OC(=O)C1=C(O)C2=CC=CC=C2C(O)=C1,VOJUXHHACRXLTD-UHFFFAOYSA-N
1085-98-9,26,CN(C)S(=O)(=O)N(SC(F)(Cl)Cl)C1=CC=CC=C1,WURGXGVFSMYFCG-UHFFFAOYSA-N
13676-54-5,26,O=C1C=CC(=O)N1C1=CC=C(CC2=CC=C(C=C2)N2C(=O)C=CC2=O)C=C1,XQUPVDVFXZDTLT-UHFFFAOYSA-N
481-85-6,26,CC1=C(O)C2=CC=CC=C2C(O)=C1,ZJTLZYDQJHKRMQ-UHFFFAOYSA-N
20004-62-0,27,CC1=C2C(O)=CC3=C4C2=C(C(O)=C1)C(=O)C1=C4C(=C(O)C=C1O)C(=O)C3(C)C,ABLACSIRCKEUOB-UHFFFAOYSA-N
70-30-4,27,OC1=C(CC2=C(Cl)C(Cl)=CC(Cl)=C2O)C(Cl)=C(Cl)C=C1Cl,ACGUYXCXAPNIKK-UHFFFAOYSA-N
39156-41-7,27,COC1=CC=C(N)C=C1N,BAHPQISAXRFLCL-UHFFFAOYSA-N
122453-73-0,27,CCOCN1C(=C(C#N)C(Br)=C1C(F)(F)F)C1=CC=C(Cl)C=C1,CWFOCCVIPCEQCK-UHFFFAOYSA-N
87-10-5,27,OC1=C(Br)C=C(Br)C=C1C(=O)NC1=CC=C(Br)C=C1,KVSKGMLNBAPGKH-UHFFFAOYSA-N
630-60-4,27,CC1OC(OC2CC(O)C3(CO)C4C(O)CC5(C)C(CCC5(O)C4CCC3(O)C2)C2=CC(=O)OC2)C(O)C(O)C1O,LPMXVESGRSUGHW-UHFFFAOYSA-N
20830-75-5,27,CC1OC(CC(O)C1O)OC1C(O)CC(OC2C(O)CC(OC3CCC4(C)C(CCC5C4CC(O)C4(C)C(CCC54O)C4=CC(=O)OC4)C3)OC2C)OC1C,LTMHDMANZUZIPE-UHFFFAOYSA-N
466-06-8,27,CC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5(O)C4CCC3=C2)C2=COC(=O)C=C2)C(O)C(O)C1O,MYEJFUXQJGHEQK-UHFFFAOYSA-N
17598-65-1,27,CC1OC(CC(O)C1OC1CC(O)C(OC2CC(O)C(OC3OC(CO)C(O)C(O)C3O)C(C)O2)C(C)O1)OC1CCC2(C)C(CCC3C2CC(O)C2(C)C(CCC32O)C2=CC(=O)OC2)C1,OBATZBGFDSVCJD-UHFFFAOYSA-N
50-65-7,27,OC1=C(C=C(Cl)C=C1)C(=O)NC1=CC=C(C=C1Cl)[N+]([O-])=O,RJMUSRYZPJIFPJ-UHFFFAOYSA-N
1154-59-2,27,OC1=C(C=C(Cl)C=C1Cl)C(=O)NC1=CC=C(Cl)C(Cl)=C1,SJQBHPJLLIJASD-UHFFFAOYSA-N
4776-06-1,27,OC1=C(C=C(Br)C=C1Br)C(=O)NC1=CC(=CC=C1)C(F)(F)F,VYKKDKFTDMVOBU-UHFFFAOYSA-N
71-63-6,27,CC1OC(CC(O)C1O)OC1C(O)CC(OC2C(O)CC(OC3CCC4(C)C(CCC5C4CCC4(C)C(CCC54O)C4=CC(=O)OC4)C3)OC2C)OC1C,WDJUZGPOPHTGOT-UHFFFAOYSA-N
55981-09-4,27,CC(=O)OC1=C(C=CC=C1)C(=O)NC1=NC=C(S1)[N+]([O-])=O,YQNQNVDNTFHQSW-UHFFFAOYSA-N
84-79-7,28,CC(C)=CCC1C(=O)C(=O)C2=C(C=CC=C2)C1=O,KBTHDLHMTHCIHG-UHFFFAOYSA-N
