"cas","cluster"
"1002-69-3",124
"143-24-8",124
"78-93-3",124
"550-44-7",124
"93-15-2",124
"89-79-2",124
"96-80-0",124
"4437-85-8",124
"90-72-2",125
"685-91-6",125
"628-02-4",125
"18069-17-5",125
"69-53-4",125
"50-78-2",125
"529-20-4",125
"1603-41-4",125
"22994-85-0",125
"119-64-2",125
"106-94-5",125
"121-45-9",125
"25211-86-3",125
"65055-17-6",125
"25322-69-4",125
"1121-76-2",125
"306-07-0",125
"27775-00-4",125
"112-57-2",125
"495-40-9",125
"4985-85-7",125
"640-19-7",125
"22113-88-8",125
"34381-68-5",125
"80-56-8",125
"17832-28-9",125
"79-06-1",125
"868-85-9",125
"107-04-0",125
"107-49-3",125
"594-18-3",125
"448245-52-1",125
"174501-64-5",125
"1493-13-6",125
"109-55-7",125
"2050-92-2",125
"1193-81-3",125
"111-92-2",125
"79-08-3",125
"75-33-2",125
"3698-89-3",125
"626-17-5",125
"65141-46-0",125
"1083-57-4",125
"557-30-2",125
"142-09-6",125
"2825-82-3",125
"98-95-3",125
"1852-04-6",125
"58-56-0",125
"51000-52-3",125
"372-09-8",125
"5466-84-2",125
"100-55-0",125
"123-38-6",125
"83016-70-0",125
"5471-51-2",125
"6959-47-3",125
"3681-71-8",125
"102-60-3",125
"110-67-8",125
"1941-30-6",125
"17692-31-8",125
"142-26-7",125
"76-02-8",125
"84057-84-1",125
"7757-82-6",125
"123343-16-8",125
"153-94-6",125
"3818-37-9",125
"90-12-0",125
"315-22-0",125
"1121-92-2",125
"74-96-4",125
"5080-50-2",125
"1679-64-7",125
"506-59-2",125
"627-18-9",125
"2370-63-0",125
"5870-29-1",125
"552-16-9",125
"111-18-2",125
"50-35-1",125
"2244-16-8",125
"931-36-2",125
"1985-51-9",125
"139264-17-8",125
"21736-83-4",125
"106-42-3",125
"101-84-8",125
"109-69-3",125
"112-24-3",125
"2421-28-5",125
"6579-54-0",125
"154323-57-6",125
"75-66-1",125
"629-11-8",125
"719-32-4",125
"109-60-4",125
"2044-64-6",125
"94-07-5",125
"121-03-9",125
"3883-43-0",125
"1728-46-7",125
"497-03-0",126
"1077-28-7",126
"3789-59-1",126
"99-48-9",126
"590-29-4",126
"765-09-3",126
"14919-77-8",126
"171599-83-0",126
"590-01-2",126
"124-68-5",126
"112-88-9",126
"4860-03-1",126
"29911-28-2",126
"600-22-6",126
"111-20-6",126
"75-25-2",126
"350-30-1",126
"38090-53-8",126
"36727-29-4",126
"50-10-2",126
"110-19-0",126
"629-73-2",126
"100-54-9",126
"3699-54-5",126
"139-05-9",126
"3938-95-2",126
"3970-62-5",126
"504-29-0",126
"738-70-5",126
"3234-28-4",126
"79917-90-1",126
"108-99-6",126
"2489-77-2",126
"17564-64-6",126
"2867-47-2",126
"25013-15-4",126
"85100-77-2",126
"110-69-0",126
"328-42-7",126
"589-18-4",126
"3012-65-5",126
"371-40-4",126
"513-37-1",126
"6289-46-9",126
"111-14-8",126
"108-90-7",126
"10595-72-9",126
"613-93-4",126
"143314-14-1",126
"109-52-4",126
"53797-35-6",126
"84776-26-1",126
"35578-47-3",126
"78755-81-4",126
"27470-51-5",126
"85446-17-9",126
"34841-35-5",126
"479500-35-1",126
"592-42-7",126
"10377-48-7",126
"621-42-1",126
"93-58-3",126
"127-09-3",126
"611-06-3",126
"140-11-4",126
"526-75-0",126
"106-88-7",126
"526-95-4",126
"108-30-5",126
"87-68-3",126
"112-75-4",126
"1114-71-2",126
"122-04-3",126
"617-84-5",126
"140-29-4",126
"138-37-4",126
"13171-25-0",126
"3030-47-5",126
"107-46-0",126
"645-05-6",126
"27813-02-1",126
"120-58-1",126
"534-22-5",126
"818-72-4",126
"142-77-8",126
"116-53-0",126
"582-25-2",126
"4097-22-7",126
"85-41-6",126
"138-86-3",126
"107-87-9",126
"71133-14-7",126
"98-83-9",126
"6419-19-8",126
"874-42-0",126
"97-42-7",126
"959-24-0",126
"19767-45-4",126
"23783-42-8",126
"6893-02-3",127
"2524-64-3",127
"69655-05-6",127
"59-50-7",127
"3440-28-6",127
"63-74-1",127
"106-25-2",127
"81-20-9",127
"5817-39-0",127
"3057-08-7",127
"532-43-4",127
"1185-53-1",127
"78-82-0",127
"110-05-4",127
"16215-21-7",127
"112-07-2",127
"1484-84-0",127
"475-31-0",127
"1729-67-5",127
"2638-94-0",127
"3056-17-5",127
"118-71-8",127
"51-48-9",127
"2399-48-6",127
"113734-18-2",127
"5451-09-2",127
"67-28-7",128
"106-71-8",128
"3270-71-1",128
"1948-33-0",128
"300-76-5",128
"109-77-3",128
"16491-24-0",128
"344930-95-6",128
"555-77-1",128
"72-80-0",128
"145-73-3",128
"532-27-4",128
"764-42-1",128
"505-79-3",128
"2491-38-5",128
"129298-91-5",128
"879-39-0",128
"2478-10-6",128
"638-07-3",128
"148477-71-8",128
"5810-11-7",128
"48145-04-6",128
"3018-12-0",128
"111-30-8",128
"50940-49-3",128
"82-99-5",128
"69045-83-6",128
"869-24-9",128
"5026-74-4",129
"493-52-7",129
"13048-33-4",129
"55-86-7",129
"17831-71-9",129
"16969-10-1",129
"1070-70-8",129
"3031-66-1",129
"42978-66-5",129
"87-56-9",129
"156-10-5",129
"2451-62-9",129
"3468-11-9",129
"534-07-6",129
"21739-91-3",129
"42594-17-2",129
"140-49-8",129
"77439-76-0",129
"643-79-8",129
"79-74-3",130
"212631-79-3",130
"500-38-9",130
"106685-40-9",130
"75-95-6",130
"3025-30-7",130
"538-75-0",130
"95-32-9",130
"17796-82-6",130
"33419-42-0",130
"4252-78-2",130
"149647-78-9",130
"101-90-6",130
"30007-47-7",130
"1134-04-9",130
"61869-08-7",131
"60607-34-3",131
"3819-00-9",131
"1225-55-4",131
"536-43-6",131
"82186-77-4",131
"119431-25-3",131
"58-28-6",131
"57149-07-2",131
"100643-71-8",131
"54063-53-5",131
"104076-39-3",131
"52-86-8",131
"511-12-6",131
"79307-93-0",131
"1465-25-4",131
"402910-27-4",131
"10262-69-8",131
"90293-01-9",131
"14028-44-5",131
"5786-21-0",131
"929601-09-2",131
"10457-90-6",131
"62-68-0",131
"103377-41-9",131
"17692-51-2",131
"59669-26-0",131
"31386-25-1",131
"7681-67-6",131
"82-86-0",132
"548-66-3",132
"4330-99-8",132
"113-52-0",132
"50-49-7",132
"127308-82-1",132
"6138-79-0",132
"23642-66-2",132
"42971-09-5",132
"2426-63-3",132
"57808-66-9",132
"15574-96-6",132
"14984-68-0",132
"5116-94-9",132
"26615-21-4",132
"36415-61-9",132
"6170-42-9",132
"13187-06-9",132
"129-03-3",132
"6202-23-9",132
"12083-48-6",132
"1217457-81-2",132
"33237-74-0",132
"124937-51-5",132
"60-87-7",132
"341-69-5",132
"26786-32-3",132
"24219-97-4",132
"82248-59-7",132
"65576-45-6",132
"4880-88-0",132
"27833-64-3",132
"2773-92-4",132
"59-33-6",132
"53-60-1",132
"521-78-8",132
"523-87-5",132
"2104-64-5",133
"24017-47-8",133
"14816-18-3",133
"96182-53-5",133
"17109-49-8",133
"950-35-6",133
"56-72-4",133
"21609-90-5",133
"2631-37-0",133
"1563-66-2",133
"470-90-6",133
"82560-54-1",133
"39196-18-4",133
"7786-34-7",133
"8065-48-3",133
"64-00-6",133
"2032-59-9",133
"2310-17-0",133
"114-26-1",133
"55285-14-8",133
"13457-18-6",133
"321-55-1",133
"944-22-9",133
"4824-78-6",133
"23135-22-0",133
"56-38-2",133
"10311-84-9",133
"26444-49-5",133
"5598-15-2",133
"57-47-6",133
"2631-40-5",133
"116-06-3",133
"4568-28-9",133
"41198-08-7",133
"644-64-4",133
"563-12-2",133
"23422-53-9",133
"2642-71-9",133
"2921-88-2",133
"18854-01-8",133
"16752-77-5",133
"962-58-3",133
"1634-78-2",133
"311-45-5",133
"22781-23-3",133
"54593-83-8",133
"3689-24-5",133
"13071-79-9",133
"42509-80-8",133
"129101-54-8",133
"546-71-4",133
"23103-98-2",133
"24353-61-5",133
"315-18-4",133
"78-48-8",133
"68937-41-7",134
"299-86-5",134
"115-93-5",134
"298-02-2",134
"31218-83-4",134
"86-50-0",134
"298-04-4",134
"98886-44-3",134
"34643-46-4",134
"25311-71-1",134
"5598-13-0",134
"947-02-4",134
"299-84-3",134
"52-85-7",134
"35400-43-2",134
"2381-21-7",134
"6923-22-4",134
"18181-70-9",134
"732-11-6",134
"950-37-8",134
"52-68-6",134
"10265-92-6",134
"2104-96-3",134
"57018-04-9",134
"62-73-7",134
"2463-84-5",134
"55-38-9",134
"17040-19-6",134
"1113-02-6",134
"28249-77-6",134
"13171-21-6",134
"298-00-0",134
"741-58-2",134
"29761-21-5",134
"67747-09-5",134
"23505-41-1",134
"22248-79-9",134
"961-11-5",134
"786-19-6",134
"141-66-2",134
"36001-88-4",134
"3383-96-8",134
"2597-03-7",134
"115-90-2",134
"78-30-8",134
"22224-92-6",134
"122-14-5",134
"1766-91-2",135
"111-29-5",135
"81732-46-9",135
"571-58-4",135
"1792-17-2",135
"104-88-1",135
"89-87-2",135
"108-59-8",135
"10043-52-4",135
"2139-47-1",135
"290352-28-2",135
"100-50-5",135
"110-95-2",135
"1187-42-4",135
"125-33-7",135
"51-67-2",135
"107-92-6",135
"38260-54-7",135
"4800-94-6",135
"29560-58-5",135
"51411-04-2",135
"101-86-0",135
"74697-28-2",135
"99-87-6",135
"109-73-9",135
"1067-25-0",135
"133-90-4",135
"611-71-2",135
"27138-31-4",135
"100-47-0",135
"51282-49-6",135
"181274-15-7",135
"10326-41-7",135
"581-88-4",135
"107-66-4",135
"104-45-0",135
"3068-76-6",135
"127-17-3",135
"24370-25-0",135
"97-65-4",135
"3567-08-6",135
"60-51-5",135
"121-66-4",135
"110-73-6",135
"162706-14-1",135
"112-69-6",135
"342573-75-5",135
"106-19-4",135
"NOCAS_49453",135
"NOCAS_49475",135
"153719-23-4",135
"22984-54-9",135
"150-78-7",135
"58394-64-2",135
"1156-19-0",135
"54-96-6",135
"28069-74-1",135
"345984-11-4",135
"123312-89-0",135
"574-06-1",135
"107-20-0",135
"127-08-2",135
"629-76-5",135
"35256-85-0",135
"78-79-5",135
"149358-73-6",135
"298198-52-4",135
"116-25-6",135
"97-90-5",135
"16672-87-0",135
"135158-54-2",135
"6485-40-1",135
"112-60-7",135
"123-94-4",135
"41394-05-2",135
"101200-48-0",135
"589-34-4",135
"111-83-1",135
"3386-33-2",135
"80-77-3",135
"100-46-9",135
"553-70-8",135
"4418-26-2",135
"112-70-9",135
"14643-87-9",135
"136-60-7",135
"105-99-7",135
"52-89-1",135
"27178-16-1",135
"106-38-7",135
"594-20-7",135
"100-61-8",136
"120-56-9",136
"90-49-3",136
"106-79-6",136
"143-28-2",136
"105-34-0",136
"3775-90-4",136
"5187-23-5",136
"27060-75-9",136
"122-57-6",136
"610-14-0",136
"13608-87-2",136
"13081-34-0",136
"91-23-6",136
"83121-18-0",136
"3268-49-3",136
"598-98-1",136
"95-47-6",136
"765-12-8",136
"95-68-1",136
"25265-77-4",136
"870-72-4",136
"1515-72-6",136
"483-63-6",136
"6706-59-8",136
"23495-12-7",136
"84-66-2",136
"579-66-8",136
"1476-11-5",136
"591-87-7",136
"2545-59-7",136
"597-43-3",136
"121-39-1",136
"625-69-4",136
"59-02-9",136
"2752-17-2",136
"112-59-4",136
"77-76-9",136
"104-21-2",136
"NOCAS_47299",136
"31983-27-4",136
"122-40-7",136
"620-17-7",136
"7646-78-8",136
"115-96-8",136
"117-82-8",136
"7149-79-3",136
"66346-01-8",136
"119-53-9",136
"1610-18-0",136
"1663-39-4",136
"7779-78-4",136
"64700-56-7",136
"NOCAS_24858",136
"881-03-8",136
"105-76-0",136
"24549-06-2",136
"1118-12-3",136
"121-69-7",136
"13838-16-9",136
"594-71-8",136
"611-32-5",136
"88-63-1",136
"80288-49-9",136
"813-78-5",136
"637-07-0",136
"24851-98-7",136
"31138-65-5",136
"79-20-9",136
"1892-29-1",136
"2935-90-2",136
"7529-22-8",136
"556-61-6",136
"3923-79-3",136
"119-10-8",136
"75-35-4",136
"63133-82-4",136
"116912-64-2",136
"19932-84-4",136
"1014-70-6",136
"89-83-8",136
"2459-10-1",136
"103-60-6",136
"4170-30-3",136
"21540-35-2",136
"131-16-8",136
"50-30-6",136
"504-20-1",136
"92-00-2",136
"5902-51-2",136
"17369-59-4",136
"131-11-3",136
"95-87-4",136
"1490-04-6",136
"99-54-7",136
"NOCAS_49523",136
"NOCAS_49524",136
"NOCAS_49525",136
"80-39-7",136
"90-98-2",136
"110-40-7",136
"104-54-1",136
"2163-00-0",136
"55066-48-3",136
"62-53-3",136
"104-20-1",136
"589-38-8",136
"2179-57-9",136
"3337-62-0",136
"104-67-6",136
"13706-86-0",136
"3092-17-9",136
"88-68-6",136
"1610-17-9",136
"84-72-0",136
"78281-72-8",136
"13360-63-9",136
"64241-34-5",136
"3446-89-7",136
"95-46-5",136
"605-45-8",136
"95-48-7",136
"86-57-7",136
"930-69-8",136
"55934-93-5",136
"834-12-8",136
"1322-17-4",136
"NOCAS_47708",136
"6606-59-3",136
"107-86-8",136
"64519-82-0",136
"6375-47-9",136
"1009-61-6",136
"3132-99-8",136
"1115-20-4",136
"55-22-1",136
"611-23-4",136
"132-64-9",136
"52126-51-9",136
"3048-65-5",136
"88485-37-4",136
"3572-06-3",136
"6624-73-3",136
"1187-03-7",136
"134-20-3",136
"1189-08-8",136
"488-41-5",136
"6306-60-1",136
"68609-97-2",136
"51-44-5",136
"14222-60-7",136
"135-76-2",136
"19406-86-1",136
"138-15-8",136
"103-54-8",136
"120-14-9",136
"24544-04-5",136
"921-20-0",136
"42482-06-4",136
"148-87-8",136
"2358-84-1",136
"99-09-2",136
"141-24-2",136
"63133-74-4",136
"5117-12-4",136
"488-10-8",136
"7473-98-5",136
"83055-99-6",136
"877-24-7",136
"88-99-3",136
"2082-81-7",136
"142-28-9",136
"4845-50-5",136
"650-51-1",136
"100-19-6",136
"62-55-5",136
"141-03-7",136
"7549-33-9",136
"103-05-9",136
"1320-15-6",136
"141-90-2",136
"30374-01-7",136
"1929-73-3",136
"333-20-0",136
"56038-89-2",136
"57837-19-1",136
"87-60-5",136
"616-23-9",136
"536-33-4",137
"75-75-2",137
"76-13-1",137
"106-95-6",137
"150-68-5",137
"78-92-2",137
"1896-62-4",137
"20535-83-5",137
"46728-75-0",137
"1754-62-7",137
"13506-76-8",137
"592-51-8",137
"80-27-3",137
"17411-19-7",137
"5437-38-7",137
"319-89-1",137
"1732-10-1",137
"563-41-7",137
"142-96-1",137
"609-14-3",137
"21087-64-9",137
"692-86-4",137
"26402-26-6",137
"85-36-9",137
"63-56-9",137
"957-68-6",137
"100-74-3",137
"111-86-4",137
"159138-81-5",137
"1569-02-4",137
"103878-83-7",137
"1821-02-9",137
"612-60-2",137
"5688-80-2",137
"6701-13-9",137
"14611-52-0",137
"55117-15-2",137
"491-35-0",137
"75-26-3",137
"7664-38-2",137
"121-90-4",137
"141-82-2",137
"119-36-8",137
"106-93-4",137
"13655-52-2",137
"6338-41-6",137
"105-36-2",137
"6837-24-7",137
"64-19-7",137
"50-79-3",137
"288-32-4",137
"287-92-3",137
"5908-99-6",137
"111-40-0",137
"74223-64-6",137
"161735-79-1",137
"764-99-8",137
"629-08-3",137
"6988-21-2",137
"4861-85-2",137
"19750-95-9",137
"119-33-5",137
"107-19-7",137
"505-48-6",137
"87-62-7",137
"565-61-7",137
"36362-97-7",137
"542-75-6",137
"76231-76-0",137
"42471-28-3",137
"5370-01-4",137
"90-04-0",137
"2461-18-9",137
"50-34-0",137
"134-81-6",137
"3113-71-1",137
"600-25-9",137
"104-63-2",137
"3615-24-5",137
"91-15-6",137
"108-05-4",137
"51-66-1",137
"5985-00-2",137
"527-85-5",137
"3685-84-5",137
"NOCAS_21988",137
"3734-33-6",137
"619-65-8",138
"98323-83-2",138
"95-51-2",138
"143388-64-1",138
"81161-17-3",138
"7177-48-2",138
"119-65-3",138
"2448-68-2",138
"4968-48-3",138
"146-48-5",138
"26921-17-5",138
"26839-75-8",138
"7361-61-7",138
"6711-48-4",138
"522-48-5",138
"689-11-2",138
"71-91-0",138
"87760-53-0",138
"104-93-8",138
"14007-64-8",138
"55-98-1",138
"54187-04-1",138
"50-06-6",138
"88-16-4",138
"101626-70-4",138
"532-76-3",138
"154-41-6",138
"16590-41-3",138
"298-59-9",138
"34592-47-7",138
"2179-59-1",138
"36177-92-1",138
"532-59-2",138
"99614-02-5",138
"149838-23-3",138
"115-27-5",138
"98330-05-3",138
"4205-91-8",138
"4205-90-7",138
"142-64-3",138
"1027-14-1",138
"7560-83-0",138
"53-46-3",138
"38716-68-6",138
"562-10-7",138
"56375-79-2",138
"3485-62-9",138
"1218-35-5",138
"3413-64-7",138
"7077-34-1",138
"64887-14-5",138
"2424-71-7",138
"132-20-7",138
"29520-14-7",138
"106133-22-6",138
"609-54-1",138
"56392-17-7",138
"302-40-9",138
"102-81-8",138
"69-27-2",138
"59-97-2",138
"589-10-6",138
"64795-35-3",138
"5870-93-9",138
"51012-33-0",138
"107724-20-9",138
"934-32-7",138
"13523-86-9",138
"87233-62-3",138
"34118-92-8",138
"146-22-5",138
"80-52-4",138
"1215-83-4",138
"50-98-6",138
"24973-25-9",138
"62-97-5",138
"25953-17-7",138
"27262-48-2",138
"29493-77-4",138
"4169-04-4",138
"505-29-3",138
"642-78-4",138
"880-09-1",138
"51-05-8",138
"1786-81-8",138
"1321-74-0",138
"124-09-4",138
"671-95-4",138
"4098-71-9",138
"27858-32-8",138
"71675-85-9",138
"50505-88-9",138
"103628-46-2",138
"63516-07-4",138
"130636-43-0",138
"93-30-1",138
"3505-38-2",138
"2873-97-4",138
"9003-11-6",138
"35543-24-9",138
"2210-77-7",138
"10405-02-4",138
"86-88-4",138
"99300-78-4",138
"93413-69-5",138
"65-86-1",138
"1670-14-0",138
"125-60-0",138
"NOCAS_20326",138
"2579-20-6",138
"5943-30-6",138
"77-85-0",138
"393-52-2",138
"614-39-1",138
"23327-57-3",138
"83471-41-4",138
"51-55-8",138
"2038-03-1",138
"123258-84-4",138
"1212-72-2",138
"106-20-7",138
"3964-81-6",138
"2439-54-5",138
"90-39-1",138
"93-69-6",138
"694-83-7",138
"6933-90-0",138
"383-63-1",138
"998-40-3",138
"95847-70-4",138
"7413-36-7",138
"1501-84-4",138
"91374-21-9",138
"123-00-2",138
"459-57-4",138
"1223-36-5",138
"27090-63-7",138
"135-51-3",138
"303-25-3",138
"3737-09-5",138
"81167-16-0",138
"465-65-6",138
"3753-81-9",138
"35948-25-5",138
"1122-58-3",138
"550-99-2",138
"42879-47-0",138
"140-10-3",138
"29911-27-1",138
"7789-41-5",138
"55096-26-9",138
"111-68-2",138
"103-82-2",138
"107-75-5",138
"125-51-9",138
"219861-08-2",138
"95-92-1",138
"1491-59-4",138
"24579-73-5",138
"101-83-7",138
"113-07-5",138
"51322-75-9",138
"1619-16-5",138
"5989-27-5",138
"546-48-5",138
"103-83-3",138
"134-80-5",138
"32795-47-4",138
"59803-98-4",138
"26194-77-4",138
"120-93-4",138
"149-64-4",138
"616-96-6",138
"69014-14-8",138
"4455-26-9",138
"56-93-9",138
"60676-84-8",138
"87940-60-1",138
"79547-78-7",138
"38304-91-5",138
"90823-38-4",138
"98717-15-8",138
"115-46-8",138
"19438-61-0",138
"542-10-9",139
"1117-86-8",139
"71-41-0",139
"142-18-7",139
"121-89-1",139
"5470-11-1",139
"628-87-5",139
"594-61-6",139
"98-87-3",139
"645-00-1",139
"115-19-5",139
"122-80-5",139
"134-03-2",139
"81334-34-1",139
"74051-80-2",139
"57-30-7",139
"58430-94-7",139
"115-84-4",139
"105-85-1",139
"96-05-9",139
"4376-18-5",139
"107-74-4",139
"454-92-2",139
"112-38-9",139
"18467-77-1",139
"127-19-5",139
"42588-37-4",139
"110-85-0",139
"759-94-4",139
"102-27-2",139
"503-74-2",139
"624-83-9",139
"6138-23-4",139
"87-99-0",139
"99-51-4",139
"110-62-3",139
"544-40-1",139
"102-40-9",139
"29387-86-8",139
"102-82-9",139
"13114-72-2",139
"262297-13-2",139
"108-95-2",139
"75-98-9",139
"1333-39-7",139
"1007-28-9",139
"124378-77-4",139
"89-04-3",139
"79-43-6",139
"505-32-8",139
"156-60-5",139
"10043-35-3",139
"532-02-5",139
"207386-92-3",139
"111-41-1",139
"547-64-8",139
"104-75-6",139
"91-62-3",139
"7493-72-3",139
"2432-87-3",139
"1000-05-1",139
"106-33-2",139
"38103-06-9",139
"102268-15-5",139
"21725-46-2",139
"618-88-2",139
"174899-82-2",139
"223437-11-4",139
"174899-83-3",139
"145022-45-3",139
"24307-26-4",139
"532-28-5",139
"129618-40-2",139
"108-10-1",139
"7785-33-3",139
"105-58-8",139
"58-61-7",139
"122-48-5",139
"513-85-9",139
"132739-31-2",139
"502-44-3",139
"120-82-1",139
"105-30-6",139
"616-91-1",139
"1076-97-7",139
"110-99-6",139
"107-45-9",139
"7540-51-4",139
"2210-25-5",139
"9004-73-3",139
"3871-99-6",139
"302-17-0",139
"1303-11-3",139
"1120-21-4",139
"1008-72-6",139
"2058-94-8",139
"123-96-6",139
"2213-63-0",139
"107-07-3",139
"107-31-3",139
"2174-16-5",139
"10222-01-2",139
"717-74-8",139
"87-59-2",139
"144550-36-7",139
"112-55-0",139
"646-06-0",139
"122-03-2",139
"56578-18-8",139
"919-30-2",139
"25606-41-1",139
"57966-95-7",139
"106-75-2",139
"529-34-0",139
"50-31-7",139
"104-53-0",139
"2876-78-0",139
"106-31-0",139
"33189-72-9",139
"101-10-0",139
"53894-23-8",139
"504-63-2",139
"37764-25-3",139
"737-31-5",139
"26761-40-0",139
"58-55-9",139
"50847-11-5",139
"600-05-5",139
"145022-44-2",139
"68515-49-1",139
"286-20-4",139
"106-69-4",139
"27887-84-9",140
"614-80-2",140
"89-32-7",140
"619-23-8",140
"13755-38-9",140
"88-86-8",140
"142-59-6",140
"142-83-6",140
"100-10-7",140
"50370-12-2",140
"36653-82-4",140
"135-07-9",140
"496-67-3",140
"701-64-4",140
"482-89-3",140
"24615-84-7",140
"2176-62-7",140
"3764-01-0",140
"124-64-1",140
"1072-67-9",140
"5575-21-3",140
"79-11-8",140
"110-57-6",140
"764-41-0",140
"3644-61-9",140
"7328-17-8",140
"98-72-6",140
"5589-96-8",140
"619-66-9",140
"7177-50-6",140
"6080-56-4",140
"25584-83-2",140
"1746-01-6",140
"30030-25-2",140
"89-69-0",140
"1949-20-8",140
"623-91-6",140
"101-05-3",140
"2628-16-2",140
"202138-50-9",140
"77-36-1",140
"5743-49-7",140
"91-56-5",140
"624-48-6",140
"540-51-2",140
"28868-76-0",140
"109-17-1",140
"75-52-5",140
"27593-23-3",140
"17102-64-6",140
"139-13-9",140
"25953-19-9",140
"NOCAS_47255",140
"93107-08-5",140
"3252-43-5",140
"7446-81-3",140
"54-91-1",140
"3052-50-4",140
"670-54-2",140
"65350-59-6",140
"509-14-8",140
"7421-40-1",140
"16872-11-0",140
"71-67-0",140
"126-11-4",140
"818-61-1",140
"76-57-3",140
"4849-32-5",140
"55290-64-7",140
"16079-88-2",140
"10025-82-8",140
"143983-91-9",140
"6236-05-1",140
"7758-19-2",140
"2941-64-2",140
"16045-92-4",140
"75-96-7",140
"446-35-5",140
"586-98-1",140
"631-64-1",140
"3825-26-1",140
"492-94-4",140
"2832-19-1",140
"26750-81-2",140
"638-38-0",140
"15708-41-5",140
"1852-16-0",140
"121-81-3",140
"108-55-4",140
"105-39-5",140
"102-70-5",140
"7795-95-1",140
"926-57-8",140
"110-44-1",140
"3249-53-4",140
"692-13-7",140
"1152-61-0",140
"12108-13-3",140
"22694-96-8",140
"1118-46-3",140
"1323-19-9",140
"110-26-9",140
"627-63-4",140
"642-83-1",140
"999-21-3",140
"17209-72-2",140
"26172-54-3",141
"10025-91-9",141
"485-47-2",141
"68928-76-7",141
"65733-18-8",141
"16777-42-7",141
"882-33-7",141
"33743-96-3",141
"16588-34-4",141
"103-34-4",141
"23847-08-7",141
"2231-57-4",141
"52-51-7",141
"622-78-6",141
"533-75-5",141
"471-53-4",141
"1647-16-1",141
"28588-75-2",141
"1422-07-7",141
"32536-52-0",141
"1634-02-2",141
"753-73-1",141
"97-86-9",141
"1421-63-2",141
"77-58-7",141
"77-47-4",141
"2492-26-4",141
"96686-51-0",142
"97-77-8",142
"868540-17-4",142
"136-23-2",142
"579-23-7",142
"3811-73-2",142
"179324-69-7",142
"886-38-4",142
"971-15-3",142
"1067-33-0",142
"94-37-1",142
"134-30-5",142
"5743-04-4",142
"20624-25-3",142
"148-18-5",142
"148-24-3",142
"134-31-6",142
"101-27-9",142
"28961-43-5",142
"128-04-1",142
"598-64-1",142
"102-96-5",142
"5153-67-3",142
"533-74-4",142
"13453-07-1",142
"5541-67-3",142
"587-65-5",142
"705-60-2",142
"10108-64-2",142
"10325-94-7",142
"59-85-8",142
"40220-08-4",142
"115-17-3",142
"921-03-9",142
"25316-40-9",143
"NOCAS_45111",143
"316-42-7",143
"483-18-1",143
"10190-99-5",143
"131740-09-5",143
"56-25-7",143
"155990-20-8",143
"72496-41-4",143
"4074-88-8",143
"1918-16-7",143
"3105-97-3",143
"50-07-7",143
"50-76-0",143
"23541-50-6",143
"20830-81-3",143
"141505-33-1",143
"57852-57-0",143
"86-75-9",144
"15599-52-7",144
"79-19-6",144
"1163-36-6",144
"130-16-5",144
"66-71-7",144
"18851-33-7",144
"129-20-4",144
"79944-58-4",144
"28300-74-5",144
"1212-29-9",144
"109-46-6",144
"6610-29-3",144
"13360-78-6",144
"130-26-7",144
"4008-48-4",144
"3542-36-7",144
"41621-49-2",144
"140-93-2",144
"495-84-1",144
"773-76-2",144
"6911-51-9",144
"120116-88-3",144
"521-74-4",144
"140-89-6",144
"140-90-9",144
