"cas","cluster"
"1640-39-7",87
"24772-51-8",87
"502-55-6",87
"359845-21-9",87
"262-20-4",87
"1713-15-1",87
"112-72-1",87
"7756-96-9",87
"1928-38-7",87
"96568-04-6",87
"13520-92-8",87
"132-65-0",87
"7646-85-7",87
"67883-79-8",87
"533-23-3",87
"16712-64-4",87
"103-36-6",87
"98-73-7",87
"112-42-5",87
"103-59-3",87
"2524-04-1",87
"24817-51-4",87
"3547-33-9",87
"1291-32-3",87
"886-08-8",87
"112-53-8",87
"100-20-9",87
"1577-03-3",87
"109-31-9",87
"7360-53-4",87
"94-46-2",87
"55066-56-3",87
"163520-33-0",87
"262-12-4",87
"135-79-5",87
"8046-19-3",87
"103-69-5",87
"92-66-0",87
"1522-92-5",87
"75-15-0",87
"98-54-4",87
"37526-88-8",87
"7080-50-4",87
"594-42-3",87
"373-49-9",87
"10030-73-6",87
"67028-40-4",87
"94-80-4",87
"774-55-0",87
"7705-08-0",87
"26544-38-7",87
"94-11-1",87
"27253-29-8",87
"2524-03-0",87
"93-08-3",87
"486-25-9",87
"85-01-8",87
"101973-77-7",87
"68169-03-9",87
"34552-84-6",87
"102-20-5",87
"112-80-1",87
"375-85-9",87
"79-14-1",88
"2433-14-9",88
"71-23-8",88
"123-33-1",88
"87-79-6",88
"742-20-1",88
"99-12-7",88
"140-39-6",88
"22232-54-8",88
"3286-46-2",88
"29385-43-1",88
"7647-15-6",88
"366-70-1",88
"513-88-2",88
"6381-91-5",88
"4536-23-6",88
"13491-79-7",88
"120928-09-8",88
"17351-75-6",88
"68-41-7",88
"57-44-3",88
"123-18-2",88
"680-31-9",88
"109-42-2",88
"7785-26-4",88
"124-19-6",88
"30516-87-1",88
"108-22-5",88
"51-17-2",88
"60-40-2",88
"5205-11-8",88
"469-61-4",88
"139-02-6",88
"66-25-1",88
"3008-43-3",88
"108-94-1",88
"108-03-2",88
"16728-49-7",88
"64953-12-4",88
"512-42-5",88
"625-48-9",88
"123-09-1",88
"100-21-0",88
"479-18-5",88
"111109-77-4",88
"1188-38-1",88
"123-17-1",88
"123-05-7",88
"98-57-7",88
"99-94-5",88
"28395-03-1",88
"33704-61-9",88
"828-26-2",88
"21722-83-8",88
"8006-90-4",88
"NOCAS_49487",88
"519-37-9",88
"1716-12-7",88
"14075-53-7",88
"121268-17-5",88
"123-34-2",88
"1191-62-4",88
"1760-24-3",88
"2447-57-6",88
"2398-37-0",88
"106-21-8",88
"1124-04-5",88
"144-49-0",88
"79-34-5",88
"137-32-6",88
"114417-20-8",88
"78-27-3",88
"609-15-4",88
"874-81-7",88
"140-38-5",88
"95-50-1",88
"938-85-2",88
"91-08-7",88
"108-32-7",88
"187269-40-5",88
"103-23-1",88
"10094-34-5",88
"116-43-8",88
"91-63-4",88
"120958-90-9",88
"5467-78-7",88
"64275-73-6",88
"5349-51-9",88
"1118-92-9",88
"618-45-1",88
"5394-36-5",88
"440-58-4",88
"124-17-4",88
"25451-15-4",88
"769-92-6",88
"133-10-8",88
"35854-86-5",88
"76824-35-6",88
"7209-38-3",88
"1191-16-8",88
"597-09-1",88
"96-08-2",88
"23747-48-0",88
"515-64-0",88
"374564-83-7",88
"18883-66-4",88
"6228-25-7",88
"92-52-4",88
"72432-10-1",88
"64603-91-4",88
"644-08-6",88
"54-31-9",88
"527-53-7",89
"115550-35-1",89
"103-74-2",89
"13893-53-3",89
"2144-53-8",89
"219947-95-2",89
"96036-03-2",89
"78-63-7",89
"42835-25-6",89
"186826-86-8",89
"68-94-0",89
"10001-13-5",89
"23288-49-5",89
"62893-20-3",89
"73-24-5",89
"82419-36-1",89
"625-86-5",89
"63-42-3",89
"106560-14-9",89
"141-12-8",89
"69975-86-6",89
"74011-58-8",89
"59703-84-3",89
"780-69-8",89
"28002-18-8",89
"55268-75-2",89
"85100-76-1",89
"19355-69-2",89
"4062-60-6",89
"14698-29-4",89
"133-67-5",89
"127294-70-6",89
"3963-95-9",89
"78266-06-5",89
"108419-33-6",89
"223652-90-2",89
"NOCAS_49459",89
"NOCAS_49463",89
"2043-57-4",89
"874-23-7",89
"70458-96-7",89
"626-89-1",89
"NOCAS_47305",89
"127254-12-0",89
"116-52-9",89
"113981-44-5",89
"108319-06-8",89
"66309-69-1",89
"13426-94-3",89
"7246-14-2",89
"83915-83-7",89
"69-22-7",89
"81-13-0",89
"93106-60-6",89
"81131-70-6",89
"928-96-1",89
"58-63-9",89
"7378-99-6",89
"1124-05-6",89
"886439-34-5",89
"104376-79-6",89
"28657-80-9",89
"1679-51-2",89
"25703-79-1",89
"57-43-2",89
"98892-76-3",89
"19285-83-7",89
"101-48-4",89
"35607-66-0",89
"78110-38-0",89
"127045-41-4",89
"91296-87-6",89
"79660-72-3",89
"625114-41-2",89
"112811-59-3",89
"81335-77-5",89
"112-49-2",89
"528818-82-8",89
"98079-52-8",89
"2687-91-4",89
"51-77-4",89
"204519-65-3",89
"64221-86-9",89
"123-72-8",89
"111-84-2",90
"14979-39-6",90
"132-98-9",90
"933-48-2",90
"1625-91-8",90
"3296-90-0",90
"5877-42-9",90
"16066-35-6",90
"22047-25-2",90
"105-57-7",90
"464-49-3",90
"89-98-5",90
"111-12-6",90
"615-54-3",90
"5205-93-6",90
"593-81-7",90
"5496-10-6",90
"14667-55-1",90
"815-17-8",90
"551-92-8",90
"94-99-5",90
"27912-14-7",90
"33089-74-6",90
"1694-31-1",90
"51022-74-3",90
"24448-94-0",90
"107-22-2",90
"87-81-0",90
"126-92-1",90
"106-65-0",90
"147-93-3",90
"882172-79-4",90
"67-47-0",90
"NOCAS_49466",90
"140608-64-6",90
"300-39-0",90
"109-66-0",90
"542-15-4",90
"127-71-9",90
"84-77-5",90
"645-49-8",90
"7681-76-7",90
"556-08-1",90
"95-14-7",90
"96-50-4",90
"299-27-4",90
"69049-73-6",90
"94-96-2",90
"593-85-1",90
"830-13-7",90
"2705-87-5",90
"1213-06-5",90
"2226-96-2",90
"77-78-1",90
"60-80-0",90
"98-16-8",90
"119-84-6",90
"40054-69-1",90
"111-78-4",90
"120-45-6",90
"688-84-6",90
"112-50-5",90
"1445-75-6",90
"659-70-1",90
"657-24-9",90
"6790-58-5",90
"1953-02-2",90
"563-58-6",90
"75-12-7",90
"88-21-1",90
"18917-95-8",90
"7549-37-3",90
"81103-11-9",91
"199584-38-8",91
"17560-51-9",91
"1185-55-3",91
"2219-82-1",91
"2259-96-3",91
"1330-86-5",91
"445295-04-5",91
"27511-99-5",91
"111696-23-2",91
"14814-09-6",91
"78-07-9",91
"81405-85-8",91
"54-36-4",91
"4643-27-0",91
"489-84-9",91
"61295-41-8",91
"82469-79-2",91
"68515-48-0",91
"28553-12-0",91
"27589-33-9",91
"689-67-8",91
"6809-52-5",91
"69049-06-5",91
"80-26-2",91
"71-73-8",91
"947-04-6",91
"15520-10-2",91
"17526-94-2",91
"116649-85-5",91
"599-61-1",91
"13678-68-7",91
"106-92-3",91
"57-96-5",91
"432-25-7",91
"494-52-0",91
"3848-24-6",91
"26807-65-8",91
"56211-40-6",91
"NOCAS_49492",91
"1660-95-3",91
"16219-75-3",91
"37661-08-8",91
"645-62-5",91
"91-93-0",91
"1193386-64-9",91
"116-26-7",91
"94-19-9",91
"4253-34-3",91
"102394-31-0",91
"535-87-5",91
"114-07-8",91
"115-95-7",91
"144-39-8",91
"1067-53-4",91
"5392-40-5",91
"32889-48-8",91
"2160-93-2",91
"481-06-1",91
"107-30-2",91
"106-72-9",91
"33817-20-8",91
"126-14-7",91
"6683-19-8",92
"126-64-7",92
"584-84-9",92
"940-69-2",92
"19387-91-8",92
"360-70-3",92
"13826-35-2",92
"84-69-5",92
"NOCAS_49515",92
"NOCAS_49529",92
"NOCAS_49531",92
"NOCAS_49532",92
"36504-56-0",92
"96-83-3",92
"6846-50-0",92
"107-15-3",92
"67-45-8",92
"141-14-0",92
"521-17-5",92
"72822-13-0",92
"63284-71-9",92
"93793-83-0",92
"67227-56-9",92
"585-86-4",92
"153-61-7",92
"80-43-3",92
"56180-94-0",92
"92146-82-2",92
"63585-09-1",92
"55-06-1",93
"1224-92-6",93
"68052-23-3",93
"5915-41-3",93
"2624-43-3",93
"5232-99-5",93
"85-68-7",93
"24650-42-8",93
"58-72-0",93
"NOCAS_49514",93
"NOCAS_49516",93
"NOCAS_49517",93
"NOCAS_49518",93
"NOCAS_49528",93
"NOCAS_49533",93
"NOCAS_49534",93
"NOCAS_49535",93
"NOCAS_49536",93
"145-13-1",93
"94-13-3",93
"41351-30-8",93
"6088-51-3",94
"27955-94-8",94
"26538-44-3",94
"77-40-7",94
"80-05-7",94
"2971-36-0",94
"77-09-8",94
"79-95-8",94
"17924-92-4",94
"131341-86-1",94
"60168-88-9",94
"14868-03-2",94
"84-16-2",94
"56-53-1",94
"79-97-0",94
"1478-61-1",94
"13674-87-8",95
"569-57-3",95
"34161-23-4",95
"19666-30-9",95
"77501-63-4",95
"80-30-8",95
"41483-43-6",95
"6197-30-4",95
"146011-65-6",95
"15457-05-3",95
"116255-48-2",95
"72490-01-8",95
"88-26-6",95
"52756-22-6",95
"1982-47-4",95
"15362-40-0",95
"90357-06-5",95
"13311-84-7",95
"116-29-0",95
"2955-38-6",95
"NOCAS_49551",95
"163222-33-1",95
"42874-03-3",95
"2759-71-9",95
"83-28-3",95
"107534-96-3",95
"91599-74-5",95
"23031-36-9",95
"60207-90-1",95
"42576-02-3",95
"58769-20-3",95
"119313-12-1",95
"10310-32-4",95
"2164-09-2",95
"84-61-7",95
"39025-23-5",95
"113-48-4",95
"933-78-8",95
"129-73-7",95
"78587-05-0",95
"63612-50-0",95
"212141-54-3",95
"49562-28-9",95
"52806-53-8",95
"187164-19-8",95
"101-79-1",95
"133855-98-8",95
"76180-96-6",96
"824-78-2",96
"1761-71-3",96
"2735-04-8",96
"122-16-7",96
"393-75-9",96
"609-93-8",96
"51803-78-2",96
"59-87-0",96
"6864-37-5",96
"63-45-6",96
"29617-43-4",96
"5124-30-1",96
"1817-73-8",96
"97-02-9",96
"6373-74-6",96
"2122-86-3",96
"96744-75-1",96
"63213-29-6",96
"4449-51-8",96
"71526-07-3",96
"80214-83-1",96
"58-08-2",96
"340-57-8",96
"32780-64-6",96
"6385-62-2",96
"100-01-6",96
"387867-13-2",96
"5051-62-7",96
"50865-01-5",96
"153-78-6",97
"100-65-2",97
"53-96-3",97
"87-18-3",97
"39905-57-2",97
"2113-61-3",97
"133-11-9",97
"57653-26-6",97
"10287-53-3",97
"495-48-7",97
"17696-62-7",97
"33005-95-7",97
"5234-68-4",97
"324-93-6",97
"781-73-7",97
"13684-63-4",97
"2110-18-1",97
"90-47-1",97
"1747-60-0",97
"622-20-8",97
"103-53-7",97
"1641-17-4",97
"94-18-8",97
"960-71-4",97
"2417-72-3",97
"27314-13-2",97
"4584-57-0",97
"21245-01-2",97
"94-47-3",97
"619-67-0",97
"103-30-0",97
"2312-73-4",97
"34123-59-6",97
"94-14-4",97
"52253-69-7",97
"94-26-8",97
"2104-09-8",97
"156-51-4",97
"18691-97-9",97
"24886-52-0",97
"74115-24-5",97
"218-01-9",97
"148-79-8",97
"13684-56-5",97
"92-94-4",97
"363-17-7",97
"92-06-8",97
"118635-52-2",97
"63837-33-2",97
"16323-43-6",98
"92-70-6",98
"607-88-5",98
"25152-85-6",98
"10595-06-9",98
"103-33-3",98
"5003-48-5",98
"1131-18-6",98
"94-02-0",98
"13898-58-3",98
"34014-18-1",98
"14433-76-2",98
"65405-77-8",98
"122-67-8",98
"55719-85-2",98
"122-68-9",98
"102-16-9",98
"131-08-8",98
"82956-11-4",98
"623580-02-9",98
"451-40-1",98
"74103-07-4",98
"6983-79-5",98
"NOCAS_47726",98
"120-51-4",98
"5437-98-9",98
"693-23-2",98
"619-17-0",98
"1671-75-6",98
"63074-08-8",98
"122-42-9",98
"134-84-9",98
"59721-29-8",98
"117-37-3",98
"122-66-7",98
"537-17-7",98
"132-60-5",98
"118-55-8",98
"611-19-8",99
"6225-06-5",99
"21187-98-4",99
"2530-83-8",99
"87-89-8",99
"2893-78-9",99
"79-41-4",99
"93-97-0",99
"89-65-6",99
"90-01-7",99
"116-16-5",99
"69-65-8",99
"2436-90-0",99
"83480-29-9",99
"634-66-2",99
"614-45-9",99
"142-90-5",99
"22113-87-7",99
"930-22-3",99
"84962-98-1",99
"3778-73-2",99
"142-03-0",99
"515-74-2",99
"78-96-6",99
"108-82-7",99
"9005-00-9",99
"34645-84-6",99
"616-38-6",99
"1665-48-1",99
"6961-82-6",99
"95-96-5",99
"2009-83-8",99
"74-97-5",99
"125-12-2",99
"622-40-2",99
"77-92-9",99
"25340-17-4",99
"590-46-5",99
"538-93-2",99
"77-49-6",99
"75-85-4",99
"127-20-8",99
"672-87-7",99
"110-96-3",99
"542-02-9",99
"1668-54-8",99
"315-30-0",99
"38398-32-2",99
"50816-18-7",99
"558-37-2",99
"100-42-5",99
"122-99-6",99
"108-60-1",99
"104-14-3",99
"2835-68-9",99
"91-57-6",99
"1823-59-2",99
"431-03-8",99
"25265-71-8",99
"108-39-4",99
"149-44-0",99
"52628-03-2",99
"54-11-5",99
"58-86-6",99
"106-30-9",99
"882-09-7",99
"108-09-8",99
"111-82-0",99
"77-48-5",99
"1126-78-9",99
"80880-90-6",99
"833-66-9",99
"5324-84-5",99
"140-79-4",99
"18479-57-7",99
"60-12-8",99
"65039-10-3",99
"121-59-5",99
"124-07-2",99
"79-22-1",99
"69-72-7",99
"111-48-8",99
"547-91-1",99
"459-80-3",99
"68-12-2",99
"1072-53-3",99
"542-92-7",99
"129-81-7",99
"1070-11-7",100
"77-41-8",100
"90098-04-7",100
"150-13-0",100
"556-82-1",100
"50-84-0",100
"88-73-3",100
"629-59-4",100
"120-92-3",100
"137-00-8",100
"2008-41-5",100
"1897-52-5",100
"110-87-2",100
"615-53-2",100
"5536-61-8",100
"115-24-2",100
"150824-47-8",100
"58543-16-1",100
"611-20-1",100
"26159-34-2",100
"112-41-4",100
"101-41-7",100
"98-09-9",100
"15763-76-5",100
"68-11-1",100
"518048-05-0",100
"6770-38-3",100
"57-66-9",100
"16587-71-6",100
"126-83-0",100
"60-27-5",100
"294-62-2",100
"6620-60-6",100
"107-96-0",100
"2840-28-0",100
"112-86-7",100
"76-22-2",100
"464-45-9",100
"1132-61-2",100
"2756-56-1",100
"26305-03-3",100
"3188-00-9",100
"87-69-4",100
"2591-86-8",100
"939-48-0",100
"2398-81-4",100
"108-89-4",100
"105-37-3",100
"112-15-2",100
"3010-96-6",100
"144-02-5",100
"120-65-0",100
"3397-62-4",100
"83-41-0",100
"52508-35-7",100
"78-08-0",100
"154361-50-9",100
"2387-59-9",100
"75847-73-3",100
"144-83-2",100
"67-16-3",100
"532-03-6",100
"110958-19-5",100
"651-06-9",100
"22398-80-7",100
"70321-85-6",100
"22113-86-6",100
"6290-17-1",100
"21312-10-7",100
"29836-26-8",100
"6010-91-9",100
"631-27-6",100
"108-93-0",100
"541-05-9",100
"591-80-0",100
"56-04-2",100
"2217-02-9",100
"130693-82-2",100
"72432-03-2",100
"1193-18-6",100
"629-50-5",100
"7632-00-0",100
"104-50-7",100
"344790-87-0",100
"25899-50-7",100
"1606-85-5",100
"610-96-8",100
"51-15-0",100
"4618-18-2",100
"3878-55-5",100
"18507-89-6",100
"678-39-7",100
"75277-39-3",100
"2050-60-4",100
"112-35-6",100
"6192-52-5",100
"872-10-6",100
"119615-63-3",100
"230615-23-3",100
"110-15-6",100
"1421-14-3",100
"540-59-0",100
"13189-98-5",100
"3160-91-6",100
"7360-44-3",100
"544-77-4",100
"112-71-0",100
"3366-95-8",100
"93-55-0",100
"67024-46-8",100
"1111-78-0",100
"5333-42-6",100
"2948-46-1",100
"64-17-5",100
"25339-09-7",100
"85-44-9",100
"19368-18-4",100
"6968-72-5",100
"97-72-3",100
"75820-08-5",100
"64-10-8",100
"51781-21-6",100
"68367-52-2",100
"65-23-6",100
"6284-40-8",100
"3054-95-3",100
"56715-13-0",100
"56539-66-3",100
"21434-91-3",100
"138-22-7",100
"34451-19-9",100
"18699-02-0",100
"105-13-5",100
"1772-03-8",100
"1738-25-6",100
"76-39-1",100
"17945-05-0",100
"3085-30-1",100
"68039-49-6",100
"92339-11-2",100
"3238-60-6",100
"106-23-0",100
"10124-37-5",100
"13446-18-9",100
"7424-00-2",100
"516474-01-4",100
"3039-83-6",100
"21721-92-6",100
"91-17-8",100
"89-78-1",100
"7492-70-8",100
"40649-36-3",100
"51-45-6",100
"NOCAS_49445",100
"NOCAS_49447",100
"NOCAS_49454",100
"NOCAS_49468",100
"NOCAS_49489",100
"67151-63-7",100
"2403-89-6",100
"32435-46-4",100
"85264-33-1",100
"2457-01-4",100
"104-51-8",100
"3896-11-5",100
"97-44-9",100
"3302-10-1",100
"859-18-7",100
"94-36-0",100
"71-30-7",100
"34885-03-5",100
"60-18-4",100
"78-67-1",100
"145821-59-6",100
"33693-84-4",100
"520-45-6",100
"6281-42-1",100
"111-43-3",100
"108-64-5",100
"616-21-7",100
"59-67-6",100
"104098-48-8",100
"330671-29-9",100
"149-73-5",100
"525-79-1",100
"92-13-7",100
"495-69-2",100
"1571-33-1",100
"467-55-0",100
"140-95-4",100
"1824-81-3",100
"81-11-8",100
"1188-37-0",100
"554-12-1",100
"1123-85-9",100
"621-76-1",100
"3724-43-4",100
"125401-92-5",100
"10052-47-8",100
"7665-72-7",100
"142-19-8",100
"60-32-2",100
"615-74-7",100
"7195-27-9",100
"25162-00-9",100
"122-88-3",100
"97-88-1",100
"762-04-9",100
"7789-38-0",100
"121-17-5",100
"97-95-0",100
"82985-35-1",100
"68291-97-4",100
"76-12-0",100
"60142-96-3",100
"149-32-6",100
"90-42-6",100
"112-25-4",100
"4420-74-0",100
"127-41-3",100
"11099-07-3",100
"339-43-5",100
"1453-82-3",100
"923-26-2",100
"105-21-5",100
"996-35-0",100
"103-37-7",100
"42200-33-9",100
"114607-46-4",100
"7631-86-9",100
"3698-94-0",100
"1883-78-9",100
"2386-60-9",100
"350-03-8",100
"83-40-9",100
"86-34-0",100
"1220-83-3",100
"23235-61-2",100
"868-77-9",100
"75438-57-2",100
"540-07-8",100
"NOCAS_47796",100
"2896-70-0",100
"98206-09-8",100
"89-71-4",100
"1188-21-2",100
"161605-73-8",100
"17766-26-6",100
"2639-63-6",100
"36673-16-2",100
"614-18-6",100
"83-42-1",100
"628-97-7",100
"95635-55-5",100
"25717-80-0",100
"501-52-0",100
"541-02-6",100
"109-86-4",100
"10420-33-4",100
"7005-47-2",100
"3811-04-9",100
"23249-97-0",100
"420-04-2",100
"75-64-9",100
"629-62-9",100
"105-08-8",100
"1335-66-6",100
"112-14-1",100
"924-88-9",100
"608140-09-6",100
"110-42-9",100
"10032-15-2",100
"50978-11-5",100
"112-18-5",100
"60414-06-4",100
"131-70-4",100
"2971-90-6",100
"5959-95-5",100
"3333-52-6",100
"26447-10-9",100
"60-02-6",101
"73-49-4",101
"443-79-8",101
"87771-40-2",101
"474368-70-2",101
"139110-80-8",101
"528-44-9",101
"71475-35-9",101
"57-39-6",101
"927-19-5",101
"71-27-2",101
"72-19-5",101
"693-58-3",101
"137-16-6",101
"100-40-3",101
"102-54-5",101
"501-30-4",101
"361-09-1",101
"13952-84-6",101
"2627-95-4",101
"38205-60-6",101
"6262-42-6",101
"24584-09-6",101
"30299-08-2",101
"4655-34-9",101
"354-58-5",101
"85622-93-1",101
"86508-42-1",101
"26644-00-8",101
"57-67-0",101
"97-99-4",101
"1954-79-6",101
"123-29-5",101
"537-55-3",101
"2901-75-9",101
"56-34-8",101
"543-49-7",101
"3878-80-6",101
"540-18-1",101
"931-19-1",101
"827-21-4",101
"85-40-5",101
"118-74-1",101
"1124-63-6",101
"1569-69-3",101
"150915-40-5",101
"463-04-7",101
"2043-55-2",101
"1306-19-0",101
"89-05-4",101
"100-00-5",101
"7414-83-7",101
"72420-38-3",101
"98-92-0",101
"73334-07-3",101
"7783-18-8",101
"3817-11-6",101
"1701-77-5",101
"6881-94-3",101
"59160-29-1",101
"4621-04-9",101
"768-94-5",101
"151-10-0",101
"526-99-8",101
"124-76-5",101
"608-66-2",101
"825-90-1",101
"606-17-7",101
"2173-56-0",101
"74258-86-9",101
"27724-96-5",101
"110221-44-8",101
"74-95-3",101
"151-05-3",101
"4553-62-2",101
"24801-88-5",101
"33490-33-4",101
"NOCAS_47267",101
"36768-62-4",101
"2156-96-9",101
"473289-62-2",101
"13889-92-4",101
"44860-68-6",101
"180-84-7",101
"109-84-2",101
"13402-08-9",101
"919-31-3",101
"17465-86-0",101
"75-50-3",101
"91-66-7",101
"929-06-6",101
"89-00-9",101
"623-03-0",101
"67715-80-4",101
"3132-64-7",101
"112-92-5",101
"70989-04-7",101
"7491-74-9",101
"542-76-7",101
"122-00-9",101
"2445-76-3",101
"191732-72-6",101
"100-48-1",101
"15721-78-5",101
"13010-47-4",101
"80125-14-0",101
"102-79-4",101
"952-54-5",101
"2385-85-5",101
"118-61-6",101
"126-98-7",101
"119-13-1",101
"77-67-8",101
"109-59-1",101
"935-69-3",101
"138890-62-7",101
"87333-19-5",101
"1120-36-1",101
"13254-34-7",101
"3508-00-7",101
"2835-39-4",101
"166412-78-8",101
"97-30-3",101
"61-78-9",101
"57754-85-5",101
"103-38-8",101
"10213-75-9",101
"2465-59-0",101
"1501-27-5",101
"3748-13-8",101
"115436-72-1",101
"10338-51-9",101
"644-97-3",101
"114651-37-5",101
"7758-09-0",101
"16773-42-5",101
"137-88-2",101
"174899-66-2",101
"174501-65-6",101
"307492-75-7",101
"174899-72-0",101
"827-19-0",101
"53179-13-8",101
"77-06-5",101
"103-48-0",101
"118-93-4",101
"79917-89-8",101
"111-11-5",101
"1538-09-6",101
"140-88-5",101
"1112-39-6",101
"1313-27-5",101
"57470-78-7",101
"51940-44-4",101
"657-84-1",101
"544-16-1",101
"826-36-8",101
"2156-56-1",101
"96-82-2",101
"58-93-5",101
"21948-70-9",101
"50903-99-6",101
"67701-03-5",101
"100-14-1",101
"76-49-3",101
"10004-44-1",101
"652-67-5",101
"4312-99-6",101
"89396-94-1",101
"826-62-0",101
"107-70-0",101
"1134-47-0",101
"2490-97-3",101
"539-15-1",101
"590-47-6",101
"74863-84-6",101
"152-47-6",101
"603-00-9",101
"111-88-6",101
"5355-16-8",101
"470-99-5",101
"1198-77-2",101
"33467-74-2",101
"32462-30-9",101
"7227-91-0",101
"2499-95-8",101
"543-15-7",101
"71-36-3",101
"3033-77-0",101
"1076-56-8",101
"2212-32-0",101
"140-08-9",101
"23779-32-0",101
"155-41-9",101
"76420-72-9",101
"103-45-7",101
"29122-68-7",101
"628-46-6",101
"124-06-1",101
"111-25-1",101
"87-33-2",101
"2855-19-8",101
"66-84-2",101
"93-89-0",101
"107-54-0",101
"5534-95-2",101
"77191-36-7",101
"7631-99-4",101
"127-69-5",101
"524-36-7",101
"6940-78-9",101
"69227-51-6",101
"65039-08-9",101
"412009-61-1",101
"143314-16-3",101
"27247-96-7",101
"2216-51-5",101
"1195-16-0",101
"2152-34-3",101
"6923-52-0",101
"66108-95-0",101
"124-13-0",101
"NOCAS_49448",101
"NOCAS_49451",101
"NOCAS_49452",101
"NOCAS_49455",101
"NOCAS_49464",101
"NOCAS_49465",101
"NOCAS_49470",101
"NOCAS_49472",101
"NOCAS_49473",101
"NOCAS_49474",101
"NOCAS_49477",101
"NOCAS_49490",101
"NOCAS_49491",101
"1143-38-0",101
"94-08-6",101
"4927-39-3",101
"2037-95-8",101
"98-79-3",101
"111-17-1",101
"74-79-3",101
"103-65-1",101
"862243-29-6",101
"32449-92-6",101
"79-16-3",101
"16893-85-9",101
"563-47-3",101
"81-23-2",101
"350-48-1",101
"67-56-1",101
"1707-14-8",101
"109-83-1",101
"77-65-6",101
"57-15-8",101
"25168-05-2",101
"939-97-9",101
"4107-98-6",101
"109-53-5",101
"25439-20-7",101
"85-73-4",101
"533-45-9",101
"210880-92-5",101
"461-05-2",101
"90-80-2",101
"123-51-3",101
"2050-43-3",101
"121-61-9",101
"106308-44-5",101
"106-27-4",101
"111-01-3",101
"26842-43-3",101
"94746-78-8",101
"54-86-4",101
"109-43-3",101
"1746-23-2",101
"84611-23-4",101
"361442-04-8",101
"632-79-1",101
"3772-76-7",101
"1873-88-7",101
"60200-06-8",101
"127-79-7",101
"3648-20-2",101
"93-92-5",101
"630-20-6",101
"2163-42-0",101
"26115-70-8",101
"70788-28-2",101
"53994-73-3",101
"20780-48-7",101
"19562-30-2",101
"51-06-9",101
"590-17-0",101
"933-52-8",101
"106-68-3",101
"56010-88-9",101
"100-86-7",101
"28797-61-7",101
"821-06-7",101
"125-84-8",101
"328-38-1",101
"124-40-3",101
"513-86-0",101
"14765-30-1",101
"64204-55-3",101
"19819-98-8",101
"138-87-4",101
"4940-39-0",101
"70-18-8",101
"3563-14-2",101
"122795-43-1",101
"5072-45-7",101
"9016-00-6",101
"160415-07-6",101
"84088-42-6",101
"1027-87-8",101
"98-98-6",101
"4468-42-2",101
"65-30-5",101
"95-93-2",101
"69542-93-4",101
"56-06-4",101
"94535-50-9",101
"25954-13-6",101
"108-01-0",101
"71-43-2",101
"99665-00-6",101
"89-86-1",101
"2495-39-8",101
"1934-75-4",101
"110-52-1",101
"28664-35-9",101
"627-91-8",101
"71-55-6",101
"9016-87-9",101
"72599-27-0",101
"55870-64-9",101
"546-80-5",101
"623-42-7",101
"54856-23-4",101
"173399-03-6",101
"76568-02-0",101
"122-96-3",101
"103725-47-9",101
"NOCAS_47265",101
"122-63-4",101
"104344-23-2",101
"96020-91-6",101
"487-79-6",101
"80-35-3",101
"5464-78-8",101
"106-91-2",101
"2437-56-1",101
"552-45-4",101
"3391-86-4",101
"6411-75-2",101
"20684-06-4",101
"893443-18-0",101
"1824-58-4",101
"39511-08-5",101
"60-26-4",101
"112-66-3",101
"22668-01-5",101
"683-72-7",101
"57-08-9",101
"105-06-6",101
"75-05-8",101
"6294-89-9",101
"98-46-4",101
"144481-98-1",101
"540-88-5",101
"63245-28-3",101
"532-32-1",101
"105-45-3",101
"107-06-2",101
"926-39-6",101
"18172-67-3",101
"423-55-2",101
"244193-48-4",101
"1679-07-8",101
"33402-03-8",101
"115-77-5",101
"1698-60-8",101
"109-99-9",101
"6012-97-1",101
"98-50-0",101
"5989-54-8",101
"80-32-0",101
"2022-85-7",101
"82547-58-8",101
"79-01-6",101
"7779-27-3",101
"16142-27-1",101
"83-67-0",101
"58-85-5",101
"185517-21-9",101
"581-42-0",101
"165252-70-0",101
"99-85-4",101
"10042-59-8",101
"68767-14-6",101
"93-60-7",101
"327022-58-2",101
"NOCAS_49390",101
"1118-71-4",101
"110-53-2",101
"108-20-3",101
"15686-71-2",101
"928-95-0",101
"6938-94-9",101
"61755-34-8",101
"105-44-2",101
"3148-73-0",101
"70-07-5",101
"6425-39-4",101
"103766-25-2",101
"51-56-9",101
"143-08-8",101
"122-11-2",101
"4128-37-4",102
"3934-20-1",102
"2782-57-2",102
"111-85-3",102
"29964-84-9",102
"89-36-1",102
"515-40-2",102
"147536-97-8",102
"11013-97-1",102
"520-27-4",102
"39255-32-8",102
"271-89-6",102
"616-09-1",102
"67953-08-6",102
"80573-04-2",102
"342789-81-5",102
"292140-86-4",102
"915-67-3",102
"2052-15-5",102
"2058-46-0",102
"140462-76-6",102
"4792-15-8",102
"91940-87-3",102
"2455-24-5",102
"98-44-2",102
"66215-27-8",102
"77-79-2",102
"623-84-7",102
"111-46-6",102
"14293-44-8",102
"97683-31-3",102
"14073-97-3",102
"NOCAS_47333",102
"65039-09-0",102
"NOCAS_49456",102
"106-46-7",102
"60-54-8",102
"3564-09-8",102
"695-34-1",102
"88-09-5",102
"370865-80-8",102
"10039-54-0",102
"7787-56-6",102
"338-69-2",102
