"","cas","cluster","inchikey","target_gene"
"2057","14976-57-9",1,"YNNUSGIPVFPVBX-UHFFFAOYSA-N","ADRA1D"
"2058","14976-57-9",1,"YNNUSGIPVFPVBX-UHFFFAOYSA-N","HTR2C"
"2059","14976-57-9",1,"YNNUSGIPVFPVBX-UHFFFAOYSA-N","HTR6"
"2060","14976-57-9",1,"YNNUSGIPVFPVBX-UHFFFAOYSA-N","HTR2B"
"2061","14976-57-9",1,"YNNUSGIPVFPVBX-UHFFFAOYSA-N","KCNH2"
"2062","14984-68-0",132,"FLNXBVJLPJNOSI-UHFFFAOYSA-N","CYP2D6"
"2063","149845-06-7",15,"QWAXKHKRTORLEM-UHFFFAOYSA-N","CYP3A4"
"2064","150-76-5",115,"NWVVVBRKAWDGAB-UHFFFAOYSA-N","TYR"
"2065","150375-75-0",30,"CEBYCSRFKCEUSW-UHFFFAOYSA-N","AVPR1A"
"2066","150375-75-0",30,"CEBYCSRFKCEUSW-UHFFFAOYSA-N","AVPR1B"
"2067","150375-75-0",30,"CEBYCSRFKCEUSW-UHFFFAOYSA-N","AVPR2"
"2068","150375-75-0",30,"CEBYCSRFKCEUSW-UHFFFAOYSA-N","OXTR"
"2069","150408-73-4",7,"WKJDXKWFGJWGAS-UHFFFAOYSA-N","CCKAR"
"2070","150683-30-0",42,"GYHCTFXIZSNGJT-UHFFFAOYSA-N","AVPR1A"
"2071","150683-30-0",42,"GYHCTFXIZSNGJT-UHFFFAOYSA-N","AVPR2"
"2072","1508-75-4",79,"BGDKAVGWHJFAGW-UHFFFAOYSA-N","CHRM3"
"2073","1508-75-4",79,"BGDKAVGWHJFAGW-UHFFFAOYSA-N","CHRM4"
"2074","1508-75-4",79,"BGDKAVGWHJFAGW-UHFFFAOYSA-N","CYP2C19"
"2075","1508-75-4",79,"BGDKAVGWHJFAGW-UHFFFAOYSA-N","CYP2C9"
"2076","1508-75-4",79,"BGDKAVGWHJFAGW-UHFFFAOYSA-N","CHRM5"
"2077","1508-75-4",79,"BGDKAVGWHJFAGW-UHFFFAOYSA-N","CHRM2"
"2078","1508-75-4",79,"BGDKAVGWHJFAGW-UHFFFAOYSA-N","CHRM1"
"2079","1508-76-5",19,"WYDUSKDSKCASEF-UHFFFAOYSA-N","CHRM1"
"2080","15086-94-9",36,"DBZJJPROPLPMSN-UHFFFAOYSA-N","PRMT1"
"2081","150915-40-5",101,"COKMIXFXJJXBQG-UHFFFAOYSA-N","ITGA2B"
"2082","150915-40-5",101,"COKMIXFXJJXBQG-UHFFFAOYSA-N","ITGB3"
"2083","151-06-4",115,"ZCKAMNXUHHNZLN-UHFFFAOYSA-N","SLC6A4"
"2084","151-21-3",108,"MOTZDAYCYVMXPC-UHFFFAOYSA-N","LYZ"
"2085","151-67-7",114,"BCQZXOMGPXTTIC-UHFFFAOYSA-N","GABRA1"
"2086","151-67-7",114,"BCQZXOMGPXTTIC-UHFFFAOYSA-N","GABRA2"
"2087","151-67-7",114,"BCQZXOMGPXTTIC-UHFFFAOYSA-N","GABRA3"
"2088","151-67-7",114,"BCQZXOMGPXTTIC-UHFFFAOYSA-N","GABRA4"
"2089","151-67-7",114,"BCQZXOMGPXTTIC-UHFFFAOYSA-N","GABRA5"
"2090","151-67-7",114,"BCQZXOMGPXTTIC-UHFFFAOYSA-N","GABRA6"
"2091","151-67-7",114,"BCQZXOMGPXTTIC-UHFFFAOYSA-N","GABRB1"
"2092","151-67-7",114,"BCQZXOMGPXTTIC-UHFFFAOYSA-N","GABRB2"
"2093","151-67-7",114,"BCQZXOMGPXTTIC-UHFFFAOYSA-N","GABRB3"
"2094","151-67-7",114,"BCQZXOMGPXTTIC-UHFFFAOYSA-N","GABRD"
"2095","151-67-7",114,"BCQZXOMGPXTTIC-UHFFFAOYSA-N","GABRE"
"2096","151-67-7",114,"BCQZXOMGPXTTIC-UHFFFAOYSA-N","GABRG1"
"2097","151-67-7",114,"BCQZXOMGPXTTIC-UHFFFAOYSA-N","GABRG2"
"2098","151-67-7",114,"BCQZXOMGPXTTIC-UHFFFAOYSA-N","GABRG3"
"2099","151-67-7",114,"BCQZXOMGPXTTIC-UHFFFAOYSA-N","GABRP"
"2100","151-67-7",114,"BCQZXOMGPXTTIC-UHFFFAOYSA-N","GABRQ"
"2101","151-67-7",114,"BCQZXOMGPXTTIC-UHFFFAOYSA-N","GLRA1"
"2102","151-67-7",114,"BCQZXOMGPXTTIC-UHFFFAOYSA-N","GLRB"
"2103","151-67-7",114,"BCQZXOMGPXTTIC-UHFFFAOYSA-N","KCNK10"
"2104","151-67-7",114,"BCQZXOMGPXTTIC-UHFFFAOYSA-N","KCNK12"
"2105","151-67-7",114,"BCQZXOMGPXTTIC-UHFFFAOYSA-N","KCNK13"
"2106","151-67-7",114,"BCQZXOMGPXTTIC-UHFFFAOYSA-N","KCNK15"
"2107","151-67-7",114,"BCQZXOMGPXTTIC-UHFFFAOYSA-N","KCNK18"
"2108","151-67-7",114,"BCQZXOMGPXTTIC-UHFFFAOYSA-N","KCNK2"
"2109","151-67-7",114,"BCQZXOMGPXTTIC-UHFFFAOYSA-N","KCNK3"
"2110","151-67-7",114,"BCQZXOMGPXTTIC-UHFFFAOYSA-N","KCNK9"
"2111","151-67-7",114,"BCQZXOMGPXTTIC-UHFFFAOYSA-N","KCNK5"
"2112","151-67-7",114,"BCQZXOMGPXTTIC-UHFFFAOYSA-N","KCNB1"
"2113","151-73-5",5,"VQODGRNSFPNSQE-UHFFFAOYSA-N","NR3C1"
"2114","151319-34-5",78,"HUNXMJYCHXQEGX-UHFFFAOYSA-N","GABRA1"
"2115","151319-34-5",78,"HUNXMJYCHXQEGX-UHFFFAOYSA-N","GABRG2"
"2116","151319-34-5",78,"HUNXMJYCHXQEGX-UHFFFAOYSA-N","GABRB3"
"2117","151319-34-5",78,"HUNXMJYCHXQEGX-UHFFFAOYSA-N","GABRA2"
"2118","151319-34-5",78,"HUNXMJYCHXQEGX-UHFFFAOYSA-N","GABRB2"
"2119","151767-02-1",80,"UCHDWCPVSPXUMX-UHFFFAOYSA-N","ALOX5"
"2120","151767-02-1",80,"UCHDWCPVSPXUMX-UHFFFAOYSA-N","CYSLTR1"
"2121","151767-02-1",80,"UCHDWCPVSPXUMX-UHFFFAOYSA-N","CYP2C8"
"2122","151767-02-1",80,"UCHDWCPVSPXUMX-UHFFFAOYSA-N","GPR17"
"2123","152-02-3",11,"OZYUPQUCAUTOBP-UHFFFAOYSA-N","CHRNA2"
"2124","152-02-3",11,"OZYUPQUCAUTOBP-UHFFFAOYSA-N","OPRM1"
"2125","152-11-4",47,"SGTNSNPWRIOYBX-UHFFFAOYSA-N","CACNA1A"
"2126","152-11-4",47,"SGTNSNPWRIOYBX-UHFFFAOYSA-N","CACNA1B"
"2127","152-11-4",47,"SGTNSNPWRIOYBX-UHFFFAOYSA-N","CACNA1C"
"2128","152-11-4",47,"SGTNSNPWRIOYBX-UHFFFAOYSA-N","CACNA1D"
"2129","152-11-4",47,"SGTNSNPWRIOYBX-UHFFFAOYSA-N","CACNA1F"
"2130","152-11-4",47,"SGTNSNPWRIOYBX-UHFFFAOYSA-N","CACNA1G"
"2131","152-11-4",47,"SGTNSNPWRIOYBX-UHFFFAOYSA-N","CACNA1I"
"2132","152-11-4",47,"SGTNSNPWRIOYBX-UHFFFAOYSA-N","CACNA1S"
"2133","152-11-4",47,"SGTNSNPWRIOYBX-UHFFFAOYSA-N","CACNB1"
"2134","152-11-4",47,"SGTNSNPWRIOYBX-UHFFFAOYSA-N","CACNB2"
"2135","152-11-4",47,"SGTNSNPWRIOYBX-UHFFFAOYSA-N","CACNB3"
"2136","152-11-4",47,"SGTNSNPWRIOYBX-UHFFFAOYSA-N","CACNB4"
"2137","152-11-4",47,"SGTNSNPWRIOYBX-UHFFFAOYSA-N","CYP3A4"
"2138","152-11-4",47,"SGTNSNPWRIOYBX-UHFFFAOYSA-N","KCNA10"
"2139","152-11-4",47,"SGTNSNPWRIOYBX-UHFFFAOYSA-N","KCNA7"
"2140","152-11-4",47,"SGTNSNPWRIOYBX-UHFFFAOYSA-N","KCNH2"
"2141","152-11-4",47,"SGTNSNPWRIOYBX-UHFFFAOYSA-N","KCNJ11"
"2142","152-11-4",47,"SGTNSNPWRIOYBX-UHFFFAOYSA-N","NALCN"
"2143","152-11-4",47,"SGTNSNPWRIOYBX-UHFFFAOYSA-N","SCN5A"
"2144","152-11-4",47,"SGTNSNPWRIOYBX-UHFFFAOYSA-N","SLC29A4"
"2145","152-11-4",47,"SGTNSNPWRIOYBX-UHFFFAOYSA-N","SLC6A4"
"2146","152-11-4",47,"SGTNSNPWRIOYBX-UHFFFAOYSA-N","ABCB1"
"2147","152-11-4",47,"SGTNSNPWRIOYBX-UHFFFAOYSA-N","KCNJ6"
"2148","152-11-4",47,"SGTNSNPWRIOYBX-UHFFFAOYSA-N","TPCN2"
"2149","152-11-4",47,"SGTNSNPWRIOYBX-UHFFFAOYSA-N","TPCN1"
"2150","152-11-4",47,"SGTNSNPWRIOYBX-UHFFFAOYSA-N","DRD3"
"2151","152-11-4",47,"SGTNSNPWRIOYBX-UHFFFAOYSA-N","ABCG2"
"2152","152-11-4",47,"SGTNSNPWRIOYBX-UHFFFAOYSA-N","KCNA3"
"2153","152-11-4",47,"SGTNSNPWRIOYBX-UHFFFAOYSA-N","KCNC2"
"2154","152-11-4",47,"SGTNSNPWRIOYBX-UHFFFAOYSA-N","ABCC1"
"2155","152-43-2",104,"PWZUUYSISTUNDW-UHFFFAOYSA-N","ESR1"
"2156","152-43-2",104,"PWZUUYSISTUNDW-UHFFFAOYSA-N","ESR2"
"2157","152-58-9",17,"WHBHBVVOGNECLV-UHFFFAOYSA-N","AR"
"2158","152-58-9",17,"WHBHBVVOGNECLV-UHFFFAOYSA-N","SHBG"
"2159","152-58-9",17,"WHBHBVVOGNECLV-UHFFFAOYSA-N","SERPINA6"
"2160","152-62-5",17,"JGMOKGBVKVMRFX-UHFFFAOYSA-N","PGR"
"2161","152-62-5",17,"JGMOKGBVKVMRFX-UHFFFAOYSA-N","CYP2C19"
"2162","1524-88-5",4,"POPFMWWJOGLOIF-UHFFFAOYSA-N","NR3C1"
"2163","1524-88-5",4,"POPFMWWJOGLOIF-UHFFFAOYSA-N","SERPINA6"
"2164","152946-68-4",29,"XHWRWCSCBDLOLM-UHFFFAOYSA-N","TYMS"
"2165","153-18-4",103,"IKGXIBQEEMLURG-UHFFFAOYSA-N","AKR1C3"
"2166","153-18-4",103,"IKGXIBQEEMLURG-UHFFFAOYSA-N","ACHE"
"2167","153-61-7",92,"XIURVHNZVLADCM-UHFFFAOYSA-N","PTPN7"
"2168","153-61-7",92,"XIURVHNZVLADCM-UHFFFAOYSA-N","SLC22A6"
"2169","153-61-7",92,"XIURVHNZVLADCM-UHFFFAOYSA-N","SLC22A11"
"2170","153-61-7",92,"XIURVHNZVLADCM-UHFFFAOYSA-N","SLC22A8"
"2171","153-94-6",125,"QIVBCDIJIAJPQS-UHFFFAOYSA-N","CASR"
"2172","153-94-6",125,"QIVBCDIJIAJPQS-UHFFFAOYSA-N","IDO1"
"2173","153-94-6",125,"QIVBCDIJIAJPQS-UHFFFAOYSA-N","SLC36A1"
"2174","153-94-6",125,"QIVBCDIJIAJPQS-UHFFFAOYSA-N","WARS"
"2175","153-94-6",125,"QIVBCDIJIAJPQS-UHFFFAOYSA-N","WARS2"
"2176","153-94-6",125,"QIVBCDIJIAJPQS-UHFFFAOYSA-N","GPR139"
"2177","153-94-6",125,"QIVBCDIJIAJPQS-UHFFFAOYSA-N","HCAR3"
"2178","15307-79-6",69,"DCOPUUMXTXDBNB-UHFFFAOYSA-N","AKR1C3"
"2179","15307-79-6",69,"DCOPUUMXTXDBNB-UHFFFAOYSA-N","ALOX5"
"2180","15307-79-6",69,"DCOPUUMXTXDBNB-UHFFFAOYSA-N","ASIC1"
"2181","15307-79-6",69,"DCOPUUMXTXDBNB-UHFFFAOYSA-N","ASIC3"
"2182","15307-79-6",69,"DCOPUUMXTXDBNB-UHFFFAOYSA-N","KCNQ2"
"2183","15307-79-6",69,"DCOPUUMXTXDBNB-UHFFFAOYSA-N","KCNQ3"
"2184","15307-79-6",69,"DCOPUUMXTXDBNB-UHFFFAOYSA-N","PLA2G2A"
"2185","15307-79-6",69,"DCOPUUMXTXDBNB-UHFFFAOYSA-N","PPARG"
"2186","15307-79-6",69,"DCOPUUMXTXDBNB-UHFFFAOYSA-N","PTGS1"
"2187","15307-79-6",69,"DCOPUUMXTXDBNB-UHFFFAOYSA-N","PTGS2"
"2188","15307-79-6",69,"DCOPUUMXTXDBNB-UHFFFAOYSA-N","SCN4A"
"2189","15307-79-6",69,"DCOPUUMXTXDBNB-UHFFFAOYSA-N","CXCR1"
"2190","15307-79-6",69,"DCOPUUMXTXDBNB-UHFFFAOYSA-N","TRPM3"
"2191","15307-79-6",69,"DCOPUUMXTXDBNB-UHFFFAOYSA-N","TTR"
"2192","15307-79-6",69,"DCOPUUMXTXDBNB-UHFFFAOYSA-N","CXCL8"
"2193","153439-40-8",114,"RWTNPBWLLIMQHL-UHFFFAOYSA-N","HRH1"
"2194","153559-49-0",40,"NAVMQTYZDKMPEU-UHFFFAOYSA-N","RXRA"
"2195","153559-49-0",40,"NAVMQTYZDKMPEU-UHFFFAOYSA-N","RXRB"
"2196","153559-49-0",40,"NAVMQTYZDKMPEU-UHFFFAOYSA-N","RXRG"
"2197","153559-49-0",40,"NAVMQTYZDKMPEU-UHFFFAOYSA-N","RARB"
"2198","153559-49-0",40,"NAVMQTYZDKMPEU-UHFFFAOYSA-N","RARA"
"2199","153559-49-0",40,"NAVMQTYZDKMPEU-UHFFFAOYSA-N","PPARG"
"2200","154-41-6",138,"DLNKOYKMWOXYQA-UHFFFAOYSA-N","ADRA1A"
"2201","154-42-7",28,"WYWHKKSPHMUBEB-UHFFFAOYSA-N","IMPDH1"
"2202","154-42-7",28,"WYWHKKSPHMUBEB-UHFFFAOYSA-N","IMPDH2"
"2203","154-42-7",28,"WYWHKKSPHMUBEB-UHFFFAOYSA-N","PTGS1"
"2204","154-93-8",21,"DLGOEMSEDOSKAD-UHFFFAOYSA-N","GSR"
"2205","15421-84-8",124,"GSNOZLZNQMLSKJ-UHFFFAOYSA-N","PDGFRA"
"2206","154323-57-6",125,"WKEMJKQOLOHJLZ-UHFFFAOYSA-N","HTR1B"
"2207","154323-57-6",125,"WKEMJKQOLOHJLZ-UHFFFAOYSA-N","HTR1D"
"2208","154361-50-9",100,"GAGWJHPBXLXJQN-UHFFFAOYSA-N","TYMS"
"2209","154598-52-4",63,"XPOQHMRABVBWPR-UHFFFAOYSA-N","CYP1A2"
"2210","154598-52-4",63,"XPOQHMRABVBWPR-UHFFFAOYSA-N","CYP2B6"
"2211","154598-52-4",63,"XPOQHMRABVBWPR-UHFFFAOYSA-N","CYP2C19"
"2212","154598-52-4",63,"XPOQHMRABVBWPR-UHFFFAOYSA-N","CYP2C9"
"2213","154598-52-4",63,"XPOQHMRABVBWPR-UHFFFAOYSA-N","CYP2D6"
"2214","154598-52-4",63,"XPOQHMRABVBWPR-UHFFFAOYSA-N","CYP3A4"
"2215","154598-52-4",63,"XPOQHMRABVBWPR-UHFFFAOYSA-N","CYP46A1"
"2216","155-41-9",101,"LZCOQTDXKCNBEE-UHFFFAOYSA-N","CHRM1"
"2217","155-41-9",101,"LZCOQTDXKCNBEE-UHFFFAOYSA-N","CHRM2"
"2218","155-41-9",101,"LZCOQTDXKCNBEE-UHFFFAOYSA-N","CHRM3"
"2219","155-41-9",101,"LZCOQTDXKCNBEE-UHFFFAOYSA-N","CHRM5"
"2220","155-41-9",101,"LZCOQTDXKCNBEE-UHFFFAOYSA-N","CHRM4"
"2221","155141-29-0",35,"YASAKCUCGLMORW-UHFFFAOYSA-N","FFAR1"
"2222","155141-29-0",35,"YASAKCUCGLMORW-UHFFFAOYSA-N","PPARG"
"2223","155141-29-0",35,"YASAKCUCGLMORW-UHFFFAOYSA-N","TRPC5"
"2224","155141-29-0",35,"YASAKCUCGLMORW-UHFFFAOYSA-N","TRPM3"
"2225","155141-29-0",35,"YASAKCUCGLMORW-UHFFFAOYSA-N","MAOB"
"2226","155141-29-0",35,"YASAKCUCGLMORW-UHFFFAOYSA-N","CISD1"
"2227","155141-29-0",35,"YASAKCUCGLMORW-UHFFFAOYSA-N","PPARA"
"2228","155213-67-5",48,"NCDNCNXCDXHOMX-UHFFFAOYSA-N","CYP1A2"
"2229","155213-67-5",48,"NCDNCNXCDXHOMX-UHFFFAOYSA-N","CYP2B6"
"2230","155213-67-5",48,"NCDNCNXCDXHOMX-UHFFFAOYSA-N","CYP2C19"
"2231","155213-67-5",48,"NCDNCNXCDXHOMX-UHFFFAOYSA-N","CYP2C8"
"2232","155213-67-5",48,"NCDNCNXCDXHOMX-UHFFFAOYSA-N","CYP2C9"
"2233","155213-67-5",48,"NCDNCNXCDXHOMX-UHFFFAOYSA-N","CYP2D6"
"2234","155213-67-5",48,"NCDNCNXCDXHOMX-UHFFFAOYSA-N","CYP2E1"
"2235","155213-67-5",48,"NCDNCNXCDXHOMX-UHFFFAOYSA-N","CYP3A4"
"2236","155213-67-5",48,"NCDNCNXCDXHOMX-UHFFFAOYSA-N","CYP3A5"
"2237","155213-67-5",48,"NCDNCNXCDXHOMX-UHFFFAOYSA-N","CYP3A7"
"2238","155213-67-5",48,"NCDNCNXCDXHOMX-UHFFFAOYSA-N","SLCO1B1"
"2239","155213-67-5",48,"NCDNCNXCDXHOMX-UHFFFAOYSA-N","SLC47A1"
"2240","155213-67-5",48,"NCDNCNXCDXHOMX-UHFFFAOYSA-N","UGT1A1"
"2241","155213-67-5",48,"NCDNCNXCDXHOMX-UHFFFAOYSA-N","TBXAS1"
"2242","1553-34-0",1,"MJFJKKXQDNNUJF-UHFFFAOYSA-N","CHRM5"
"2243","1553-34-0",1,"MJFJKKXQDNNUJF-UHFFFAOYSA-N","CYP2D6"
"2244","1553-34-0",1,"MJFJKKXQDNNUJF-UHFFFAOYSA-N","CHRM1"
"2245","1553-34-0",1,"MJFJKKXQDNNUJF-UHFFFAOYSA-N","HTR2C"
"2246","15574-96-6",132,"FIADGNVRKBPQEU-UHFFFAOYSA-N","HTR1A"
"2247","15574-96-6",132,"FIADGNVRKBPQEU-UHFFFAOYSA-N","HTR2A"
"2248","15574-96-6",132,"FIADGNVRKBPQEU-UHFFFAOYSA-N","HTR2C"
"2249","15574-96-6",132,"FIADGNVRKBPQEU-UHFFFAOYSA-N","DRD2"
"2250","15574-96-6",132,"FIADGNVRKBPQEU-UHFFFAOYSA-N","HTR7"
"2251","15574-96-6",132,"FIADGNVRKBPQEU-UHFFFAOYSA-N","CHRM1"
"2252","15574-96-6",132,"FIADGNVRKBPQEU-UHFFFAOYSA-N","HTR2B"
"2253","156-51-4",97,"RMUCZJUITONUFY-UHFFFAOYSA-N","ABAT"
"2254","156-51-4",97,"RMUCZJUITONUFY-UHFFFAOYSA-N","AOC3"
"2255","156-51-4",97,"RMUCZJUITONUFY-UHFFFAOYSA-N","GAD2"
"2256","156-51-4",97,"RMUCZJUITONUFY-UHFFFAOYSA-N","GPT"
"2257","156-51-4",97,"RMUCZJUITONUFY-UHFFFAOYSA-N","GPT2"
"2258","156-51-4",97,"RMUCZJUITONUFY-UHFFFAOYSA-N","MAOA"
"2259","156-51-4",97,"RMUCZJUITONUFY-UHFFFAOYSA-N","MAOB"
"2260","156-51-4",97,"RMUCZJUITONUFY-UHFFFAOYSA-N","SLC6A2"
"2261","156-51-4",97,"RMUCZJUITONUFY-UHFFFAOYSA-N","SLC6A3"
"2262","156-51-4",97,"RMUCZJUITONUFY-UHFFFAOYSA-N","SLC6A4"
"2263","156-51-4",97,"RMUCZJUITONUFY-UHFFFAOYSA-N","CYP1A2"
"2264","156-51-4",97,"RMUCZJUITONUFY-UHFFFAOYSA-N","CYP2D6"
"2265","156-51-4",97,"RMUCZJUITONUFY-UHFFFAOYSA-N","CYP2C8"
"2266","156-51-4",97,"RMUCZJUITONUFY-UHFFFAOYSA-N","CYP2C19"
"2267","156-51-4",97,"RMUCZJUITONUFY-UHFFFAOYSA-N","CYP2C9"
"2268","156-57-0",114,"UFULAYFCSOUIOV-UHFFFAOYSA-N","NPY2R"
"2269","156-57-0",114,"UFULAYFCSOUIOV-UHFFFAOYSA-N","SST"
"2270","156137-99-4",11,"HTIKWNNIPGXLGM-UHFFFAOYSA-N","CHRND"
"2271","156137-99-4",11,"HTIKWNNIPGXLGM-UHFFFAOYSA-N","CHRNG"
"2272","156137-99-4",11,"HTIKWNNIPGXLGM-UHFFFAOYSA-N","CHRNA1"
"2273","156137-99-4",11,"HTIKWNNIPGXLGM-UHFFFAOYSA-N","CHRNE"
"2274","156137-99-4",11,"HTIKWNNIPGXLGM-UHFFFAOYSA-N","CHRNB1"
"2275","15622-65-8",79,"KLPWJLBORRMFGK-UHFFFAOYSA-N","DRD2"
"2276","15622-65-8",79,"KLPWJLBORRMFGK-UHFFFAOYSA-N","HRH1"
"2277","15622-65-8",79,"KLPWJLBORRMFGK-UHFFFAOYSA-N","HTR2A"
"2278","15639-50-6",22,"OTKJDMGTUTTYMP-UHFFFAOYSA-N","TRPM3"
"2279","15663-27-1",7,"DQLATGHUWYMOKM-UHFFFAOYSA-L","XIAP"
"2280","156727-74-1",31,"KQWVAUSXZDRQPZ-UHFFFAOYSA-N","OPRD1"
"2281","156727-74-1",31,"KQWVAUSXZDRQPZ-UHFFFAOYSA-N","OPRM1"
"2282","15676-16-1",69,"BGRJTUBHPOOWDU-UHFFFAOYSA-N","CA1"
"2283","15676-16-1",69,"BGRJTUBHPOOWDU-UHFFFAOYSA-N","CA12"
"2284","15676-16-1",69,"BGRJTUBHPOOWDU-UHFFFAOYSA-N","CA7"
"2285","15676-16-1",69,"BGRJTUBHPOOWDU-UHFFFAOYSA-N","DRD2"
"2286","15676-16-1",69,"BGRJTUBHPOOWDU-UHFFFAOYSA-N","DRD3"
"2287","15676-16-1",69,"BGRJTUBHPOOWDU-UHFFFAOYSA-N","DRD4"
"2288","15676-16-1",69,"BGRJTUBHPOOWDU-UHFFFAOYSA-N","CA5A"
"2289","15676-16-1",69,"BGRJTUBHPOOWDU-UHFFFAOYSA-N","CA5B"
"2290","15676-16-1",69,"BGRJTUBHPOOWDU-UHFFFAOYSA-N","CA6"
"2291","15676-16-1",69,"BGRJTUBHPOOWDU-UHFFFAOYSA-N","CA2"
"2292","15676-16-1",69,"BGRJTUBHPOOWDU-UHFFFAOYSA-N","CA9"
"2293","15686-71-2",101,"ZAIPMKNFIOOWCQ-UHFFFAOYSA-N","CYP3A4"
"2294","15687-27-1",24,"HEFNNWSXXWATRW-UHFFFAOYSA-N","ASIC1"
"2295","15687-27-1",24,"HEFNNWSXXWATRW-UHFFFAOYSA-N","PTGS1"
"2296","15687-27-1",24,"HEFNNWSXXWATRW-UHFFFAOYSA-N","PTGS2"
"2297","15687-27-1",24,"HEFNNWSXXWATRW-UHFFFAOYSA-N","SLC5A8"
"2298","15687-27-1",24,"HEFNNWSXXWATRW-UHFFFAOYSA-N","CXCL8"
"2299","1571-33-1",100,"QLZHNIAADXEJJP-UHFFFAOYSA-N","CA2"
"2300","157810-81-6",66,"CBVCZFGXHXORBI-UHFFFAOYSA-N","CYP3A4"
"2301","158081-99-3",40,"KMNLXCBYBKHKSK-UHFFFAOYSA-N","LTB4R"
"2302","15826-37-6",18,"IMZMKUWMOSJXDT-UHFFFAOYSA-N","KCNMA1"
"2303","15826-37-6",18,"IMZMKUWMOSJXDT-UHFFFAOYSA-N","S100P"
"2304","15826-37-6",18,"IMZMKUWMOSJXDT-UHFFFAOYSA-N","GPR35"
"2305","159138-81-5",137,"IWXNYAIICFKCTM-UHFFFAOYSA-N","SLC9A1"
"2306","1596-84-5",112,"NOQGZXFMHARMLW-UHFFFAOYSA-N","KDM2A"
"2307","1596-84-5",112,"NOQGZXFMHARMLW-UHFFFAOYSA-N","KDM7A"
"2308","1596-84-5",112,"NOQGZXFMHARMLW-UHFFFAOYSA-N","PHF8"
"2309","159701-44-7",8,"BKRGVLQUQGGVSM-UHFFFAOYSA-N","ADRA1A"
"2310","159701-44-7",8,"BKRGVLQUQGGVSM-UHFFFAOYSA-N","ADRA2A"
"2311","159701-44-7",8,"BKRGVLQUQGGVSM-UHFFFAOYSA-N","ADRA2B"
"2312","159701-44-7",8,"BKRGVLQUQGGVSM-UHFFFAOYSA-N","ADRA2C"
"2313","159701-44-7",8,"BKRGVLQUQGGVSM-UHFFFAOYSA-N","DRD1"
"2314","159701-44-7",8,"BKRGVLQUQGGVSM-UHFFFAOYSA-N","DRD2"
"2315","159701-44-7",8,"BKRGVLQUQGGVSM-UHFFFAOYSA-N","DRD3"
"2316","159701-44-7",8,"BKRGVLQUQGGVSM-UHFFFAOYSA-N","DRD4"
"2317","159701-44-7",8,"BKRGVLQUQGGVSM-UHFFFAOYSA-N","DRD5"
"2318","159701-44-7",8,"BKRGVLQUQGGVSM-UHFFFAOYSA-N","HTR1A"
"2319","159701-44-7",8,"BKRGVLQUQGGVSM-UHFFFAOYSA-N","HTR1B"
"2320","159701-44-7",8,"BKRGVLQUQGGVSM-UHFFFAOYSA-N","HTR1D"
"2321","159701-44-7",8,"BKRGVLQUQGGVSM-UHFFFAOYSA-N","HTR2A"
"2322","159701-44-7",8,"BKRGVLQUQGGVSM-UHFFFAOYSA-N","HTR2B"
"2323","159701-44-7",8,"BKRGVLQUQGGVSM-UHFFFAOYSA-N","HTR2C"
"2324","159701-44-7",8,"BKRGVLQUQGGVSM-UHFFFAOYSA-N","HTR6"
"2325","159701-44-7",8,"BKRGVLQUQGGVSM-UHFFFAOYSA-N","CYP2D6"
"2326","159701-44-7",8,"BKRGVLQUQGGVSM-UHFFFAOYSA-N","HRH1"
"2327","159701-44-7",8,"BKRGVLQUQGGVSM-UHFFFAOYSA-N","ADRB2"
"2328","159701-44-7",8,"BKRGVLQUQGGVSM-UHFFFAOYSA-N","ADRA1D"
"2329","159989-65-8",15,"QAGYKUNXZHXKMR-HKWSIXNMSA-N","CYP3A4"
"2330","159989-65-8",15,"QAGYKUNXZHXKMR-HKWSIXNMSA-N","CYP3A5"
"2331","159989-65-8",15,"QAGYKUNXZHXKMR-HKWSIXNMSA-N","ABCB1"
"2332","1603-41-4",125,"CMBSSVKZOPZBKW-UHFFFAOYSA-N","NOS2"
"2333","160415-07-6",101,"SEYCKMQSPUVYEF-UHFFFAOYSA-N","CYP2D6"
"2334","160415-07-6",101,"SEYCKMQSPUVYEF-UHFFFAOYSA-N","GABBR1"
"2335","16045-92-4",140,"QEGKXSHUKXMDRW-UHFFFAOYSA-N","SUCNR1"
"2336","1617-90-9",7,"RXPRRQLKFXBCSJ-UHFFFAOYSA-N","CHRM1"
"2337","1617-90-9",7,"RXPRRQLKFXBCSJ-UHFFFAOYSA-N","CHRM2"
"2338","1617-90-9",7,"RXPRRQLKFXBCSJ-UHFFFAOYSA-N","CHRM3"
"2339","1617-90-9",7,"RXPRRQLKFXBCSJ-UHFFFAOYSA-N","CHRM4"
"2340","1617-90-9",7,"RXPRRQLKFXBCSJ-UHFFFAOYSA-N","CYP2D6"
"2341","161735-79-1",137,"RUOKEQAAGRXIBM-UHFFFAOYSA-N","BCL2"
"2342","161735-79-1",137,"RUOKEQAAGRXIBM-UHFFFAOYSA-N","MAOB"
"2343","161735-79-1",137,"RUOKEQAAGRXIBM-UHFFFAOYSA-N","ACHE"
"2344","161735-79-1",137,"RUOKEQAAGRXIBM-UHFFFAOYSA-N","MAOA"
"2345","162408-66-4",31,"JARNORYOPMINDY-UHFFFAOYSA-N","DRD3"
